#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCclash_of_kings.19;[Root.GetFirstName] Lannister, I hereby decree that you are not fit to be King, your unjust actions prove it thus. So by virtue of blood and ability, and the backing of the noble Lords of the Reach, I do lay claim to the Iron Throne of Westeros. \n\n Signed,\n[FromFrom.GetFirstName] of House [FromFrom.GetOnlyDynastyName], the First of [FromFrom.GetHerHisCap] Name, [FromFrom.GetKingQueen] of the Andals, the Rhoynar, and the First Men, and Lord of the Seven Kingdoms;[Root.GetFirstName] Lannister, par la présente je déclare que vous n'êtes pas digne d'être Roi, vos actes injustes nous le prouvent. Ainsi, en vertu du sang et de la capacité, ainsi que du support des seigneurs du Bief, je revendique le Trône de Fer de Westeros. \n\nSigné,\n[From.GetFirstName] de la Maison [From.GetOnlyDynastyName], le Premier de Son Nom, Roi des Andals, de Rhoynar et des Premiers Hommes, Seigneur des Sept Couronnes et Protecteur du Royaume.;;;[Root.GetFirstName] Lannister, por la presente decreto que no estás en condiciones de ser rey, tus acciones injustas lo demuestran. Así, en virtud de la sangre y la capacidad, y con el respaldo de los nobles señores del Dominio, reivindico el Trono de Hierro de Poniente.\n\n Firmado,\n[FromFrom.GetFirstName] de la Casa [FromFrom.GetOnlyDynastyName], el primero  de su nombre, Rey de los Ándalos y los Rhoynar y los Primeros Hombres, señor de los Siete Reinos y Protector del Reino.;;;;;;;;;x
EVTOPTAclash_of_kings.19;Usurper!;Usurpateur !;;;Usurpador!;;;;;;;;;x
JAIMEISTHEFATHER;[From.GetFirstNameWithDynasty] and their siblings shall henceforth be legally known as bastard offspring of Jaime and Cersei Lannister\n;[From.GetFirstNameWithDynasty] et ses frères et sœurs seront désormais légalement reconnus comme la progéniture bâtarde de Jaime et Cersei Lannister\n;;;[From.GetFirstNameWithDynasty] y sus hermanos serán de ahora en adelante conocidos legalmente como hijos bastardos de Jaime y Cersei Lannister\n;;;;;;;;;x
TOOLTIPFREYSANGRY;Because you broke a solemn vow to wed one of his daughters, [This.GetFirstNameWithDynasty] will be outraged and will withdraw his levies from the war\n;Puisque vous avez brisé le vœu solennel de marier l'une de ses filles, [This.GetFirstNameWithDynasty] va être offensé et va rappeller ses troupes\n;;;Debido a que rompiste una promesa solemne a casarte con una de sus hijas, [This.GetFirstNameWithDynasty] se siente ultrajado y retirará sus tropas de la guerra\n;;;;;;;;;x
EVTDESCclash_of_kings.20;Renly Baratheon, who was married to our beloved Margaery, has tragically died and now we have no King to support. But Petyr Baelish has presented us with an intriguing alliance offer from the Lannisters which would see Margaery become a Queen once more. However, Renly's heir Stannis has a strong claim: perhaps we should honor his memory by supporting his brother?;Renly Baratheon, qui était marié à notre bien aimée Margaery, est mort tragiquement et maintenant nous n'avons plus de roi à soutenir. Mais Petyr Baelish s'est présenté à nous avec une offre d'alliance fort intriguante de la part des Lannister qui voudraient voir Margaery redevenir reine à nouveau. Cependant l'héritier de Renly dispose d'une solide revendication, peut-être devrions nous honorer sa mémoire en soutenant son frère? ;;;Renly Baratheon, que estaba casado con nuestra querida Margaery, falleció trágicamente y ahora no tenemos rey. Pero Petyr Baelish nos ha presentado una intrigante oferta de alianza con los Lannister que convertiría de nuevo a Margaery en una reina. Sin embargo, el heredero de Renly, Stannis, tiene una demanda fuerte: tal vez deberíamos honrar su memoria apoyando a su hermano?;;;;;;;;;x
EVTOPTAclash_of_kings.20;The Lannisters are the right choice, these are our demands...;Les Lannister, voilà le bon choix, celui qui répondra à nos demandes;;;Los Lannister son la elección correcta, estas son nuestras demandas...;;;;;;;;;x
EVTOPTBclash_of_kings.20;It's best if we wait this out;Il serait plus judicieux d'attendre;;;Es mejor si esperamos;;;;;;;;;x
EVTOPTCclash_of_kings.20;We must support the true Baratheon heir.;Nous devons soutenir le véritable héritier des Baratheon;;;Debemos apoyar al verdadero heredero Baratheon.;;;;;;;;;x
TOOLTIPclash_of_kings.20A;In return for House Tyrell backing House Lannister in the war, the following shall be done:\n[This.GetTitle] [This.GetFirstName] and Margaery Tyrell shall be wed\n;En échange du soutien de la Maison Tyrell à la Maison Lannister dans la guerre, certaines choses doivent être accomplies:\n[This.GetTitle] [This.GetFirstName] et Margaery Tyrell devront se marier\n;;;A cambio de que la Casa Tyrell respalde a la Casa Lannister en la guerra, lo siguiente se cumplirá:\n[This.GetTitle] [This.GetFirstName] y Margaery Tyrell se casarán\n;;;;;;;;;x
TOOLTIPclash_of_kings.20E;Ser [This.GetFirstNameWithDynasty] shall be granted a place on the Kingsguard\n;Ser [This.GetFirstNameWithDynasty] se verra octroyer une place dans Garde Royale\n;;;Don [This.GetFirstNameWithDynasty] será nombrado Guardia Real\n;;;;;;;;;x
TOOLTIPclash_of_kings.20F;Ser [This.GetFirstNameWithDynasty] shall be granted Brightwater Keep and all the lands and incomes of House Florent\n;Ser [This.GetFirstNameWithDynasty] se verra octroyer Rubriant ainsi que les terres et revenus de la Maison Florent\n;;;A Don [This.GetFirstNameWithDynasty] se le otorgará Aguasclaras y todas las tierras y los ingresos de la Casa Florent\n;;;;;;;;;x
TOOLTIPclash_of_kings.20D;King [Root.GetFirstName] shall set aside [Root.Spouse.GetFirstName] [Root.Spouse.GetOnlyDynastyName]\n;Le Roi [Root.GetFirstName] devra renoncer à [Root.Spouse.GetFirstName] [Root.Spouse.GetOnlyDynastyName]\n;;;Rey [Root.GetFirstName] romperá el compromiso con [Root.Spouse.GetFirstName] [Root.Spouse.GetOnlyDynastyName]\n;;;;;;;;;x
TOOLTIPclash_of_kings.20B;As a reward for services to the crown, Lord [This.GetFirstNameWithDynasty] shall be granted Harrenhal at the end of the war\n;En reconnaissance de ses services à la Couronne, Lord [This.GetFirstNameWithDynasty] se verra octroyer Harrenhal à la fin de la guerre\n;;;Como recompensa por los servicios a la corona, a [This.GetFirstNameWithDynasty] se le concederá Harrenhal al final de la guerra\n;;;;;;;;;x
EVTDESCclash_of_kings.21;Renly Baratheon has died, and now his brother and would-be-usurper Stannis stands against the Iron Throne and House Lannister. Maragery Tyrell was Renly's queen, and her family would still desire a royal alliance, it seems: Petyr Baelish has managed to negotiate an agreement with them. We need only wed our Houses together and the might and wealth of the Reach shall be with us, which would surely lead to the crushing of Stannis and the Starks both.;Renly Baratheon est mort. Désormais l'usurpateur Stannis s'oppose au Trône de Fer et à la Maison Lannister. Margaery Tyrell était la reine de Renly et sa famille désire toujours une alliance royale aussi Petyr Baelish a-t-il tenté de négocier un accord. Nous devons seulement marier nos deux Maisons ensemble et la puissance de Hautjardin se joindra à nous, ce qui suffira sûrement à écraser Stannis et les Stark. ;;;Renly Baratheon ha muerto, y ahora su hermano y usurpador Stannis se levanta contra el Trono de Hierro y la Casa Lannister. Margaery Tyrell fue reina de Renly, y su familia todavía desea una alianza real, por lo que parece Petyr Baelish ha logrado negociar un acuerdo con ellos. Con la unión entre nuestras casas el poder y la riqueza del Dominio estarán con nosotros. Lo que sin duda conducirá a la destrucción de Stannis y los Stark.;;;;;;;;;x
EVTOPTAclash_of_kings.21;Yes, this will sway the war.;Oui, voilà le chemin à suivre;;;Sí, esto influirá en la guerra.;;;;;;;;;x
EVTOPTBclash_of_kings.21;But [Root.Spouse.GetFirstName] is my true love!;Mais [Root.Spouse.GetFirstName] est mon véritable amour !;;;Pero [Root.Spouse.GetFirstName] es mi amor verdadero!;;;;;;;;;x
EVTOPTCclash_of_kings.21;But Sansa is my true love!;Mais Sansa est mon véritable amour !;;;Pero Sansa es mi amor verdadero!;;;;;;;;;x
TOOLTIPclash_of_kings.23;will be informed of your rejection;va être informé de votre refus;;;será informado de tu rechazo;;;;;;;;;x
EVTDESCclash_of_kings.22;[Root.PrimaryTitle.GetFOA], the Lannisters and his Grace have accepted your terms for an alliance: we'll move to war at once, side by side! ;[Root.PrimaryTitle.GetFOA], les Lannister et Sa Grâce ont accepté les termes de l'alliance, désormais nous pouvons partir en guerre !;;;[Root.PrimaryTitle.GetFOA], los Lannister y su Alteza han aceptado los términos de una alianza: nos dirigiremos a la guerra, codo con codo!;;;;;;;;;x
EVTOPTAclash_of_kings.22;Margaery shall be Queen once more!;Margaery sera reine à nouveau !;;;Margaery será la Reina una vez más!;;;;;;;;;x
EVTDESCclash_of_kings.23;[Root.PrimaryTitle.GetFOA], [From.GetFirstNameWithDynasty] has rejected you terms of alliance, preferring to stay loyal to his betrothed [From.Spouse.GetFirstName] [From.Spouse.GetOnlyDynastyName];[Root.PrimaryTitle.GetFOA], [From.GetFirstNameWithDynasty] a rejeté les termes de l'alliance, préférant rester loyal à sa fiancée [From.Spouse.GetFirstName] [From.Spouse.GetOnlyDynastyName];;;[Root.PrimaryTitle.GetFOA], [From.GetFirstNameWithDynasty] ha rechazado los términos de la alianza, prefiriendo permanecer fiel a su prometida [From.Spouse.GetFirstName] [From.Spouse.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAclash_of_kings.23;Fool, my terms were generous!;Idiot, mes termes n'étaient pas excessifs;;;Idiota, mis condiciones eran generosas!;;;;;;;;;x
TOOLTIPclash_of_kings.20C;[This.GetTitle] [This.GetFirstNameWithDynasty] shall be removed from the Kingsguard\n;[This.GetTitle] [This.GetFirstNameWithDynasty] devra être renvoyé de la Garde Royale\n;;;[This.GetTitle] [This.GetFirstNameWithDynasty] deberá ser retirado de la Guardia Real\n;;;;;;;;;x
EVTTITLEclash_of_kings.20;The Rose and the Lion;La Rose et le Lion;;;La Rosa y el León;;;;;;;;;x
EVTDESCclash_of_kings.24;My beloved [Root.Spouse.GetFirstName] has given me the heir I have been seeking!;Ma tendre [Root.Spouse.GetFirstName] m'a donné l'héritier que je désirais ! ;;;Mi amada [Root.Spouse.GetFirstName] me ha dado el heredero que he estado buscando!;;;;;;;;;x
EVTOPTAclash_of_kings.24;My line shall rule.;Ma lignée continuera;;;Mi linaje gobernará.;;;;;;;;;x
TOOLTIPclash_of_kings.25;will decide what to do with the Iron Throne.;va décider quoi faire avec le Trône de Fer;;;decidirá qué hacer con el Trono de Hierro.;;;;;;;;;x
EVTDESCclash_of_kings.25;The war is won, the Lannisters are in our hands, Ned Stark is avenged. Northmen and Riverlords alike have sacked King's Landing for all it's worth, and now I stand before the Iron Throne itself...;La guerre est gagnée, les Lannister sont entre nos mains, Ned Stark est vengé. Les Nordiens et les Seigneurs du Conflans ont mis à sac Port-Real pour la punir et je me tiens désormais sur le Trône de Fer lui-même…;;;La guerra se ha ganado, los Lannister están en nuestras manos, Ned Stark ha sido vengado. Norteños y ribereños han saqueado Desembarco del Rey, y ahora me encuentro ante el propio Trono de Hierro...;;;;;;;;;x
EVTOPTAclash_of_kings.25;Stannis and his heirs should have it, it is theirs by right.;Stannis et ses héritiers devraient l'avoir, il est leur de droit;;;Stannis y sus herederos deberían tenerlo, es suyo por derecho.;;;;;;;;;x
EVTOPTBclash_of_kings.25;Renly is the strongest person for the throne.;Renly est le plus apte pour le trône;;;Renly es la persona más fuerte para el trono.;;;;;;;;;x
EVTOPTCclash_of_kings.25;This throne does not concern me, I shall leave King's Landing and come back home.;Ce trône ne me concerne pas, je vais quitter Port-Réal et revenir chez moi;;;Este trono no me concierne, dejaré Desembarco del Rey y volveré a casa.;;;;;;;;;x
EVTOPTDclash_of_kings.25;I claim the Iron Throne by right of conquest!;Je revendique le Trône de Fer par droit de conquête !;;;Reclamo el Trono de Hierro por derecho de conquista!;;;;;;;;;x
TOOLTIPEVTOPTCclash_of_kings.25;A power vacuum shall be left, the first claimant to enter King's Landing shall gain the throne.\n;Une période de vide politique va s'ouvrir, le premier prétendant à entrer à Port-Real gagnera le Trône.\n;;;Hay un gran vacío de poder, el primer pretendiente en entrar en Desembarco del Rey conseguirá el trono.\n;;;;;;;;;x
EVTDESCclash_of_kings.26;[Root.PrimaryTitle.GetFOA], I bring great tidings from King's Landing. [From.GetFirstNameWithDynasty] has sacked the city and has taken the Lannisters as his prisoners, and [From.GetSheHe] has deemed you the most worthy claimant to the Throne. [From.GetSheHeCap] may rue this however, when we make this so-called King bend the knee once more...;[Root.PrimaryTitle.GetFOA], j'apporte de grandes nouvelles de Port-Réal. [From.GetFirstNameWithDynasty] a mis a sac la ville et fait prisonniers les Lannister. [From.GetSheHe] a déclaré que vous étiez le candidat le plus digne pour vous asseoir sur le Trône. [From.GetSheHeCap] pourra le regretter cependant, lorsque ce soi-disant Roi pliera à nouveau le genou... ;;;[Root.PrimaryTitle.GetFOA], traigo grandes noticias de Desembarco del Rey. [From.GetFirstNameWithDynasty] ha saqueado la ciudad y ha tomado a los Lannister como sus prisioneros, y se ha considerado como el más digno pretendiente al Trono. Puede que lamente esa decisión, ya que le haremos doblar la rodilla otra vez...;;;;;;;;;x
EVTOPTAclash_of_kings.26;The Kingdom is mine!;Le Royaume est mien !;;;El Reino es mío!;;;;;;;;;x
EVTDESCclash_of_kings.27;[Root.PrimaryTitle.GetFOA], I bring tidings of great concern from King's Landing. [FromFrom.GetFirstNameWithDynasty] has sacked the city and has taken the Lannisters as his prisoners, however [FromFrom.GetSheHe] has granted [e_iron_throne.Holder.GetFirstNameWithDynasty] the Iron Throne!;[Root.PrimaryTitle.GetFOA], j'apporte de grandes nouvelles de Port-Réal. [FromFrom.GetFirstNameWithDynasty] a mis à sac la ville et fait prisonniers les Lannister, cependant [FromFrom.GetSheHe] a offert le Trône de Fer à [From.GetFirstNameWithDynasty]!;;;[Root.PrimaryTitle.GetFOA], os traigo nuevas noticias preocupantes de Desembarco del Rey. [FromFrom.GetFirstNameWithDynasty] [FromFrom.GetOnlyDynastyName] ha saqueado la ciudad y ha tomado a los Lannister como sus prisioneros, y ha concedido a [From.GetFirstNameWithDynasty] el Trono de Hierro!;;;;;;;;;x
EVTOPTAclash_of_kings.27;They will both bend their knees... to us!;Ils plieront tous le genou...;;;Ellos dos doblarán las rodillas ... para nosotros!;;;;;;;;;x
EVTDESCclash_of_kings.28;[Root.PrimaryTitle.GetFOA], I bring tidings of great interest from King's Landing. [FromFrom.GetFirstNameWithDynasty] has sacked the city and has taken the Lannisters as his prisoners. In their place [FromFrom.GetSheHe] has named [From.GetFirstNameWithDynasty] as the successor to the Iron Throne!;[Root.PrimaryTitle.GetFOA], j'apporte de grandes nouvelles de Port-Réal. [FromFrom.GetFirstNameWithDynasty] a mis à sac la ville et fait prisonniers les Lannister, à leur place [FromFrom.GetSheHe] a nommé [From.GetFirstNameWithDynasty] comme successeur au Trône de Fer !;;;[Root.PrimaryTitle.GetFOA], os traigo noticias de gran interés de Desembarco del Rey. [FromFrom.GetFirstNameWithDynasty] ha saqueado la ciudad y ha tomado a los Lannister como sus prisioneros. Ha nombrado a [From.GetFirstNameWithDynasty] como el sucesor al Trono de Hierro!;;;;;;;;;x
EVTOPTAclash_of_kings.28;The war will not stop...;La guerre ne prendra pas fin…;;;La guerra no se detendrá ...;;;;;;;;;x
EVTDESCclash_of_kings.29;[Root.PrimaryTitle.GetFOA], I bring great tidings from King's Landing. [From.GetFirstNameWithDynasty] has sacked the city and has taken the Lannisters as his prisoners. [From.GetSheHeCap] has claimed the Iron Throne by right of conquest, styling [From.GetHerHim]self [From.GetTitledFirstName], Lord of the Seven Kingdoms!;[Root.PrimaryTitle.GetFOA], j'apporte de grandes nouvelles de Port-Réal. [From.GetFirstNameWithDynasty] a mis à sac la ville et fait prisonniers les Lannister. [From.GetSheHeCap] a revendiqué le Trône de Fer par droit de conquête, se proclamant lui-même [From.GetTitledFirstName], Seigneur des Sept Couronnes !;;;[Root.PrimaryTitle.GetFOA], traigo grandes noticias de Desembarco del Rey. [From.GetFirstNameWithDynasty] ha saqueado la ciudad y ha tomado a los Lannister como sus prisioneros. Ha reclamado el Trono de Hierro por derecho de conquista. [From.GetTitledFirstName], señor de los Siete Reinos!;;;;;;;;;x
EVTOPTAclash_of_kings.29;Another King...;Un autre Roi…;;;Otro rey...;;;;;;;;;x
EVTDESCclash_of_kings.30;[Root.PrimaryTitle.GetFOA], I bring great tidings from King's Landing. [From.GetFirstNameWithDynasty] has sacked the city and has taken the Lannisters as his prisoners. [From.GetSheHeCap] has left the city to it's own devices, leaving a power vacuum in King's Landing. A claimant must merely walk through the gates and name himself King...;[Root.PrimaryTitle.GetFOA], j'apporte de grandes nouvelles de Port-Réal. [From.GetFirstNameWithDynasty] a mis à sac la ville et fait prisonniers les Lannister. [From.GetSheHeCap] a quitté la ville de son propre chef, laissant derrière lui un vide politique à Port-Réal. Un prétendant doit simplement marcher sur la ville et se proclamer Roi... ;;;[Root.PrimaryTitle.GetFOA], traigo grandes noticias de Desembarco del Rey. [From.GetFirstNameWithDynasty] ha saqueado la ciudad y ha tomado a los Lannister como sus prisioneros. Ha salido de la ciudad dejándola a su suerte, dejando un vacío de poder en Desembarco del Rey. El primer pretendiente que entre en Desembarco del Rey conseguirá el trono.;;;;;;;;;x
EVTOPTAclash_of_kings.30;Who will fill this power vacuum?;Qui le fera ?;;;¿Quién va a llenar este vacío de poder?;;;;;;;;;x
EVTDESCclash_of_kings.31;Our host arrived at the gates of King's Landing to find no opposition. The Starks left no authority here, so we merely had to march up the Red Keep and claim the Iron Throne...;Notre ost a passé les portes de Port-Réal sans rencontrer de résistance. Les Stark ont laissé un vide politique derrière eux, nous n'avons donc qu'à prendre le Donjon Rouge et revendiquer le Trône de Fer…;;;Nuestras huestes llegaron a las puertas de Desembarco del Rey y no encontraron oposición. Los Starks no dejarón ninguna autoridad, así que simplemente hemos de llegar a la Fortaleza Roja y reclamar el Trono de Hierro...;;;;;;;;;x
EVTOPTAclash_of_kings.31;The Kingdom is mine!;Le Royaume est mien !;;;El Reino es mío!;;;;;;;;;x
EVTDESCclash_of_kings.32;[Root.PrimaryTitle.GetFOA], I bring tidings of great concern from King's Landing. [From.GetFirstNameWithDynasty] has marched into the city unopposed, seating [From.GetHerHim]self upon the Iron Throne!;[Root.PrimaryTitle.GetFOA], j'apporte de grandes nouvelles de Port-Réal. [From.GetFirstNameWithDynasty] est entré dans la ville sans rencontrer d'opposition et s'est assis sur le Trône de Fer ! ;;;[Root.PrimaryTitle.GetFOA], os traigo noticias preocupantes de Desembarco del Rey. [From.GetFirstNameWithDynasty] ha marchado a la ciudad sin oposición, sentándose en el Trono de Hierro!;;;;;;;;;x
EVTOPTAclash_of_kings.32;I will make [From.GetHerHim] bend the knee.;Je lui ferai ployer le genou;;;Haré que doble la rodilla.;;;;;;;;;x
EVTDESCclash_of_kings.33;[Root.PrimaryTitle.GetFOA], I bring tidings of great interest from King's Landing. [From.GetFirstNameWithDynasty] has marched into the city unopposed, seating [From.GetHerHim]self upon the Iron Throne!;[Root.PrimaryTitle.GetFOA], j'apporte de grandes nouvelles de Port-Réal. [From.GetFirstNameWithDynasty] est entré dans la ville sans rencontrer d'opposition et s'est assis sur le Trône de Fer ! ;;;[Root.PrimaryTitle.GetFOA], os traigo noticias de gran interés de Desembarco del Rey. [From.GetFirstNameWithDynasty] ha marchado a la ciudad sin oposición sentándose en el Trono de Hierro!;;;;;;;;;x
opinion_usurped_throne;Usurped the Throne;A usurpé le Trône;;;Usurpó el trono;;;;;;;;;x
EVTOPTBclash_of_kings.30;This is my chance!;C'est ma chance !;;;Esta es mi oportunidad!;;;;;;;;;x
EVTDESCclash_of_kings.34;Our host arrived at the gates of King's Landing to find the city in chaos. The Starks left no authority here, so we have secured the city in the name of the King.;Notre ost est arrivé aux portes de Port-Réal pour y découvrir une ville laissée au chaos le plus total. Les Stark n'ont nommé aucune autorité, nous avons donc ramené l'ordre au nom du Roi.;;;Nuestras huestes llegaron a las puertas de Desembarco del Rey para encontrar la ciudad sumida en el caos. Los Stark no dejaron ninguna autoridad, así que hemos asegurado la ciudad en nombre del Rey.;;;;;;;;;x
EVTOPTAclash_of_kings.34;The Throne is secure from the usurpers for now;Le Trône est protégé des usurpateurs pour le moment;;;El trono está a salvo de los usurpadores, por ahora;;;;;;;;;x
EVTDESCclash_of_kings.35;[Root.PrimaryTitle.GetFOA], I bring tidings of great interest from King's Landing. [From.GetFirstNameWithDynasty] has marched into the city unopposed, securing the throne for the King from its would-be claimants, for now.;[Root.PrimaryTitle.GetFOA], j'apporte de grandes nouvelles de Port-Réal. [From.GetFirstNameWithDynasty] a marché sur la ville sans rencontrer de résistance, sécurisant le Trône pour le Roi qu'il soutient, pour l'instant. ;;;[Root.PrimaryTitle.GetFOA], os traigo noticias de gran interés de Desembarco del Rey. [From.GetFirstNameWithDynasty] ha marchado a la ciudad sin oposición, protegiendo el trono para el rey de sus pretendientes, por ahora.;;;;;;;;;x
EVTOPTAclash_of_kings.35;Will they hold the realm though?;Tiendront-ils le royaume ?;;;¿Van a mantener el reino?;;;;;;;;;x
#EVTDESCclash_of_kings.36;The war is lost, House Lannister is in ruins. Now I stand before [From.GetFirstNameWithDynasty], the [From.GetTitle] in the North, to hear [From.GetHerHis] judgement...;La guerre est perdue, la Maison Lannister est en ruines. Je me tiens désormais devant [From.GetFirstNameWithDynasty], le(a) [From.GetTitle] du Nord, pour entendre son jugement… ;;;Los guerra está perdida, la Casa Lannister está en ruinas. Ahora estoy ante [From.GetFirstNameWithDynasty], el [From.GetTitle] en el Norte, para escuchar su sentencia...;;;;;;;;;x
EVTOPTAclash_of_kings.36;I hope [From.GetSheHe] is merciful;J'espère qu'[From.GetSheHe] est miséricordieux(euse);;;Espero que sea misericordioso;;;;;;;;;x
TOOLTIPclash_of_kings.37;will decide your fate;va décider de votre destin;;;decidirá tu destino;;;;;;;;;x
EVTDESCclash_of_kings.37;Vengeance has finally be gained against the Lannisters, and now [From.GetFirstNameWithDynasty] stands before you to hear your judgement...;La vengeance envers les Lannister a enfin été obtenue et désormais [From.GetFirstNameWithDynasty] se tient devant vous, attendant votre jugement… ;;;La venganza ha sido finalmente obtenida contra los Lannister, y ahora [From.GetFirstNameWithDynasty] está delante de ti para escuchar tu sentencia...;;;;;;;;;x
EVTOPTAclash_of_kings.37;Spare [From.GetHerHim];Epargnez-le(a);;;Liberar;;;;;;;;;x
EVTOPTBclash_of_kings.37;Joffrey must answer for Ned's death;Joffrey doit répondre de la mort de Ned;;;Joffrey debe responder por la muerte de Ned;;;;;;;;;x
EVTOPTCclash_of_kings.37;Cersei must pay for her treason;Cersei doit répondre de sa trahison;;;Cersei debe pagar por su traición;;;;;;;;;x
EVTOPTDclash_of_kings.37;The Kingslayer, the man who threw Bran from the roof, must die;Le Régicide, l'homme qui a poussé Bran de la tour, doit mourir;;;El Matarreyes, el hombre que tiró a Bran al vacío, debe morir;;;;;;;;;x
EVTOPTEclash_of_kings.37;This imp is sly and evil, execute him!;Le Lutin est rusé et mauvais, exécutez le!;;;Este enano es taimado y perverso, ejecutadlo!;;;;;;;;;x
EVTOPTFclash_of_kings.37;[From.GetSheHeCap] may be a child, and may be blameless, but Lannisters must die;[From.GetSheHeCap] est peut-être un enfant, peut-être innocent, mais les Lannister doivent périr ;;;[From.GetSheHeCap] puede ser un niño, y puede ser inocente, pero es un Lannister y debe morir.;;;;;;;;;x
EVTOPTGclash_of_kings.37;Execute [From.GetHerHim]!;Exécutez-le(a)!;;;Ejecutar!;;;;;;;;;x
EVTDESCclash_of_kings.38;[Root.GetFirstNameWithDynasty], The [From.GetTitle] has decided to be merciful despite your House's villainous actions. You shall be allowed to keep your life, but you will remain a prisoner of House Stark.\n\nThis is the judgement of [From.GetTitledFirstName], [From.GetTitle] in the North, [From.GetTitle] of Winter and the First Men, Lord of [From.Capital.GetName] and Protector of the Realm;[Root.GetFirstNameWithDynasty], le(a) [From.GetTitle] a décidé de se montrer miséricordieux(euse) malgré les mauvaises actions de votre Maison. Vous n'allez pas être exécuté mais vous resterez un prisonnier de la Maison Stark.\n\nTel est le jugement de [From.GetTitledFirstName], [From.GetTitle] du Nord, [From.GetTitle] de l'Hiver et des Premiers Hommes, Seigneur de [From.Capital.GetName] et Protecteur du Royaume;;;[Root.GetFirstNameWithDynasty], El [From.GetTitle] ha decidido ser misericordioso a pesar de las acciones viles de tu casa. Se te permitira seguir con vida, pero seguirás siendo un prisionero de la Casa Stark.\n\nEsta es la condena de [From.GetTitledFirstName], [From.GetTitle] en el Norte, [From.GetTitle] del Invierno y de los Primeros Pombres, Señor de [From.Capital.GetName] y Protector del Reino.;;;;;;;;;x
EVTOPTAclash_of_kings.38;At least I'm alive!;Au moins, je suis en vie !;;;Por lo menos estoy vivo!;;;;;;;;;x
EVTDESCclash_of_kings.39;[Root.GetFirstNameWithDynasty], The [From.GetTitle] has decided that the actions of your House and yourself cannot go unpunished and that the only just course of action is your beheading.\n\nThis is the judgement of [From.GetTitledFirstName], [From.GetTitle] in the North, [From.GetTitle] of Winter and the First Men, Lord of [From.Capital.GetName] and Protector of the Realm;[Root.GetFirstNameWithDynasty], le(a) [From.GetTitle] a décidé que les crimes de votre Maison ne pouvaient rester impunis et que la seule punition qui convienne était la décapitation.\n\nTel est le jugement de [From.GetTitledFirstName], [From.GetTitle] du Nord, [From.GetTitle] de l'Hiver et des Premiers Hommes, Seigneur de [From.Capital.GetName] et Protecteur du Royaume;;;[Root.GetFirstNameWithDynasty], El [From.GetTitle] ha decidido que las acciones de tu casa y tuyas no pueden quedar impunes y pagarás con tu decapitación.\n\nEsta es la sentencia de [From.GetTitledFirstName], [From.GetTitle] en el Norte, [From.GetTitle]  del Invierno y de los Primeros Hombres, Señor de [From.Capital.GetName] y Protector del Reino.;;;;;;;;;x
EVTOPTAclash_of_kings.39;This is not just!;Ce n'est pas juste !;;;Esto no es justo!;;;;;;;;;x
EVTDESCclash_of_kings.36;[Root.GetTitledFirstName], I declare that my brother Robert left no trueborn issue of his body, the boy Joffrey, the boy Tommen and the girl Myrcella being abominations of incest between Cersei Lannister and Ser Jaime the Kingslayer. By right of birth and blood I do lay claim to the Iron Throne, let all true men declare their loyalty.\n Signed, [From.GetFirstName] of House [From.GetOnlyDynastyName], the First of His Name, King of the Andals, the Rhoynar, and the First Men, and Lord of the Seven Kingdoms;[Root.GetTitledFirstName], j'affirme que mon frère Robert n'a laissé aucun enfant légitime, l'enfant Joffrey, l'enfant Tommen et la fille Myrcella sont des abominations de l'inceste entre Cersei Lannister et ser Jaime le Régicide. Par droit de naissance et de sang je revendique le Trône de Fer ,et j'attends que tous les honnêtes hommes du royaume me jurent fidélité.\n Signé, [From.GetFirstName] de la maison [From.GetOnlyDynastyName], le Premier de Son Nom, Roi des Andals, de Rhoynar et des Premiers Hommes, Seigneur des Sept Couronnes et Protecteur du Royaume.;;;[Root.GetTitledFirstName], declaro que mi hermano Robert no dejó ningún hijo de su sangre, Joffrey, Tommen y Myrcella son abominaciones del incesto entre Cersei Lannister y Jaime el Matarreyes. Por derecho de nacimiento y de sangre reclamo el Trono de Hierro, que todos los hombres verdaderos declaren su lealtad.\n Firmado, [From.GetFirstName] de la Casa [From.GetOnlyDynastyName], el primero de su nombre, rey de los Ándalos y los Rhoynar y los Primeros Hombres, señor de los Siete Reinos y Protector del Reino.;;;;;;;;;x
TOOLTIPclash_of_kings.36;He argues that they look nothing like their father, in that they have golden hair and not the black hair of a true Baratheon\nHe reveals that Cersei and Jaime Lannister have been carrying on an affair.\nHe also claims to have seen proof of their illegitimacy in the flames.\n;Il fait remarquer qu'ils ne ressemblent en rien à leur père, arborant des cheveux d'or et non noirs comme tout vrai Baratheon.\nIl révèle que Cersei et Jaime Lannister avaient une relation.\nIl affirme également avoir vu des preuves de leur illégitimité dans les flammes.\n;;;Argumenta que no se parecen en nada a su padre, ya que tienen el pelo de oro y no el pelo negro de un verdadero Baratheon\nRevela que Cersei y Jaime Lannister han tenido una aventura durante años.\nTambién afirma haber visto la prueba de su ilegitimidad en las llamas.\n;;;;;;;;;x
d_great_grass_sea;The Great Grass Sea;La Grande Mer Herbeuse;;;El Gran Mar de Hierba;;;;;;;;;x
