#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
obj_find_lover_title;Fall in Love;Tomber amoureux;Legen Sie sich einen Liebhaber zu;Fall in Love;Enamorarse;;;;;;;;;x
EVTDESCambition.21;After hours of debate [From.GetTitledFirstName] calls for quiet, and then gives a calm and measured speech, giving many sound arguments as to why this invasion is justified. The promises of glory and more land appeal to some, and by the end many seem to be in agreement. Some still seem sceptical however.;Après des heures de débats, [From.GetTitledFirstName] appelle au calme et se lance dans un discours calme et mesuré où il démontre, arguments à l'appui, que cette invasion est justifiée. Les promesses de gloire et de terres semblent convaincre une partie de la l'auditoire et à la fin la plupart des personnes présentes semblent être d'accord avec [From.GetHerHim]. Néanmoins certains restent sceptiques.;;;Después de horas de debate [From.GetTitledFirstName] llama a la calma, y procede a dar un discurso tranquilo y mesurado, dando muchos argumentos sólidos que justifican esta invasión. Las promesas de gloria y nuevas tierras convencen finalmente a la mayoría, aunque algunos todavía parecen escépticos.;;;;;;;;;x
EVTOPTAambition.21;That was no doubt a compelling argument;Voilà sans aucun doute des arguments irréfutables.;;;Ese fue, sin duda, un argumento de peso.;;;;;;;;;x
EVTDESCambition.22;After hours of debate [From.GetTitledFirstName] calls for quiet, and proceeds to give the most ponderous and grandiose speech, despite doing [From.GetHerHis] best to persuade us. Those that did not fall asleep found the promises of glory and land hollow. By the end only a few gave mild applause.;Après des heures de débats, [From.GetTitledFirstName] appelle au calme et se lance dans un discours lourd et pompeux malgré tous ses efforts pour nous convaincre. Ceux qui ne sont pas assoupis ne sont pas convaincus par ses promesses de gloire et de terres. A la fin, seule une poignée d'entre des participants finissent par applaudir.;;;Después de horas de debate [From.GetTitledFirstName] llama a la calma, y procede a dar un discurso aburrido, desafortunadamente la mayoría de los nobles presentes te ignoraban. Los que consiguieron no dormirse encontraron huecas tus promesas de tierras y gloria. Al final sólo unos pocos aplaudieron suavemente.;;;;;;;;;x
EVTOPTAambition.22;That was most lacklustre;C'était… terne.;;;Fue de lo más mediocre…;;;;;;;;;x
EVTDESCambition.23;Now everyone has had their say, the council is almost concluded. Having heard all the arguments, [From.GetTitledFirstName] decides to pass the proposed decree into law. [From.GetSheHeCap] can now freely launch an invasion on whomever [From.GetSheHe] pleases.;Maintenant que tout le monde a pu s'exprimer, le conseil est presque terminé. Ayant attentivement écouté les arguments des uns et des autres, [From.GetTitledFirstName] décide de passer le décret et d'en faire une loi. [From.GetSheHeCap] peut désormais lancer librement une invasion sur n'importe quel territoire.;;;Ahora todo el mundo ha dado su opinión, el consejo está punto de concluir. Después de haber escuchado todos los argumentos, [From.GetTitledFirstName] decide aprobar como ley el decreto propuesto. [From.GetSheHeCap] puede ahora instigar una invasión libremente sobre quien le plazca.;;;;;;;;;x
EVTOPTAambition.23;Yes, glory to [From.PrimaryTitle.GetName] and House [From.GetOnlyDynastyName]!;Gloire à [From.PrimaryTitle.GetName] et à la maison [From.GetOnlyDynastyName]!;;;¡Sí, gloria a [From.PrimaryTitle.GetName] y a la Casa [From.GetOnlyDynastyName]!;;;;;;;;;x
EVTOPTBambition.23;I'll see how this pans out for now;Je vais voir comment les choses vont tourner.;;;Parece que esto saldrá bien, por ahora.;;;;;;;;;x
EVTOPTCambition.23;Make your displeasure known;Faîtes savoir votre mécontentement.;;;Haces latente tu malestar.;;;;;;;;;x
EVTOPTDambition.23;Storm out;Claquer la porte;;;Dar un portazo.;;;;;;;;;x
EVTDESCambition.24;[From.GetTitledFirstName] was not at all happy with the outcome of the council it seems, for [From.GetSheHe] suddenly flew into a rage and stormed out of the council hall, cursing [From.TopLiege.GetTitledFirstName] and the invasion.;Il semble que [From.GetTitledFirstName] n'était pas content de la décision prise au conseil. En colère, [From.GetSheHe] a soudainement claqué la porte du conseil, maudissant [From.TopLiege.GetTitledFirstName] et ses plans d'invasion.;;;[From.GetTitledFirstName] parece que no estaba del todo contento con el resultado del consejo, [From.GetSheHe] se enfureció de repente y salió de la sala del consejo, maldiciendo a [From.TopLiege.GetTitledFirstName] y a la invasión.;;;;;;;;;x
EVTOPTAambition.24;How rude;Une réaction des plus violentes. ;;;Una reacción muy violenta.;;;;;;;;;x
EVTDESCambition.26;The grand council is finally over, with every important noble in the realm having had their say. Your decree allowing you to launch an invasion was always going to pass, seeing as you have the final say. We do now know who we can rely upon to support it though.;Le grand conseil est finalement terminé, tous les nobles importants du royaume ont pu donner leur opinion. Votre décret vous autorisant à lancer une invasion pouvait toujours passé puisque vous aviez le dernier mot. Mais maintenant nous savons sur qui nous pouvons compter pour le soutenir.;;;Finalmente la reunión ha terminado, todos los grandes nobles tenían algo que decir . Tu propuesta de lanzar una invasión iba a triunfar de todos modos, aunque ahora está claro que los nobles la apoyarán.;;;;;;;;;x
EVTOPTAambition.26;These seemed to support my initiative;Ils semblent soutenir mon initiative.;;;Parece que apoyan mi iniciativa.;;;;;;;;;x
TOOLTIPambition.26;§YYou may now launch a once in a lifetime invasion of any foreign realm\n§!This will be valid for 5 years\n\n;§Yvous pouvez désormais lancer une invasion d'un royaume étranger, mais seulement une fois au cours de votre vie\n§!Cette invasion sera valide pendant 5 ans\n\n;;;§YPuedes lanzar una invasión a un reino extranjero, pero sólo una vez en tu vida\n§ Esta invasión tendrá una vigencia de 5 años\n\n;;;;;;;;;x
TOOLTIPambition.26A;[This.GetTitledFirstNameWithDynasty] supports the invasion\n;[This.GetTitledFirstNameWithDynasty] soutient l'invasion\n;;;[This.GetTitledFirstNameWithDynasty] apoya la invasión.\n;;;;;;;;;x
EVTOPTbambition.26;These appeared to reserve judgement;Ils semblent réserver leur jugement.;;;Estos parecen guardarse su opinión.;;;;;;;;;x
TOOLTIPambition.26B;[This.GetTitledFirstNameWithDynasty] was neutral\n;[This.GetTitledFirstNameWithDynasty] est neutre\n;;;[This.GetTitledFirstNameWithDynasty] es neutral\n;;;;;;;;;x
EVTOPTCambition.26;These appeared to oppose the plan;Ils semblent s'opposer à notre plan.;;;Parece que se oponen a mi iniciativa.;;;;;;;;;x
TOOLTIPambition.26C;[This.GetTitledFirstNameWithDynasty] is against the invasion\n;[This.GetTitledFirstNameWithDynasty] est contre l'invasion\n;;;[This.GetTitledFirstNameWithDynasty] estaba en contra de la invasión.\n;;;;;;;;;x
EVTDESCambition.27;The Grand Council is finally over, the time has come to leave [From.Capital.GetName] for home, where we must now prepare for war.;Le Grand Conseil est finalement terminé, le temps est venu de quitter [From.Capital.GetName] pour nous préparer à la guerre.;;;El Gran Consejo ha acabado, ya es hora de dejar [From.Capital.GetName] y volver a casa, donde debemos prepararnos para la guerra.;;;;;;;;;x
EVTOPTAambition.27;Blood awaits [From.PrimaryTitle.GetName];[From.PrimaryTitle.GetName] va saigner.;;;[From.PrimaryTitle.GetName] sangrará.;;;;;;;;;x
opinion_left_grand_council;Stormed Out of Council;A claqué la porte du conseil;;;Portazo en la puerta del Consejo.;;;;;;;;;x
opinion_invasion_good;Supports the Invasion;Soutient l'invasion;;;Apoya la invasión.;;;;;;;;;x
opinion_invasion_bad;Opposes the Invasion;S'oppose à l'invasion;;;Se opone a la invasión.;;;;;;;;;x
opinion_council_persuaded;Persuaded in Favour;Convaincu de soutenir;;;Persuadido a favor de la invasión.;;;;;;;;;x
opinion_council_dissuaded;Persuaded in Opposition;Convaincu de s'opposer;;;Persuadido en contra de la invasión.;;;;;;;;;x
EVTDESCambition.40;When your time came to speak, your arguments in favour of [Root.TopLiege.GetTitledFirstName]'s proposed invasion were most convincing it seems, for your speech roused many cheers of support and shouts of assent. You used your words well and they carried great authority, many on the council seemed to be persuaded in favour of the motion.;Lorsque votre temps fut venu de vous exprimer, vous avez exposé vos arguments en faveur de l'invasion proposée par [Root.TopLiege.GetTitledFirstName]. Ils étaient particulièrement convaincants et vous avez reçu de nombreuses acclamations. Vous avez su vous exprimer avec justesse et vigueur et vous avez fait montre d'une belle autorité, de nombreux participants ont été convaincus de voter en faveur de la motion.;;;Cuando te tocó el turno de hablar, dsito tu aprovación a los argumentos propuestos por [Root.TopLiege.GetTitledFirstName] a favor de la invasión, tu discurso despertó muchos aplausos y alabanzas. Usaste las palabras justas y con gran autoridad, varios asistentes parecían haber sido persuadidos a favor de la invasión.;;;;;;;;;x
EVTOPTAambition.40;People respect my views;Les gens respectent mes vues.;;;La gente respeta mis opiniones.;;;;;;;;;x
TOOLTIPgrand_councilPERSUADE;[This.GetTitledFirstNameWithDynasty] was persuaded in favour\n;[This.GetTitledFirstNameWithDynasty] a été persuadé en faveur du décret\n;;;[This.GetTitledFirstNameWithDynasty] ha sido persuadido a favor del decreto.\n;;;;;;;;;x
EVTDESCambition.41;As a vassal of note, when you came to speak the council listened intently. Your arguments in favour of [Root.TopLiege.GetTitledFirstName]'s planned invasion  seemed to resonate with many, with some on the council giving audible shouts of agreement. Still, many sat in silence, with division amongst the council still evident.;Lorsque votre tour fut venu de prendre la parole au conseil, tous se mirent à écouter étant donné votre statut de vassal sur lequel il faut compter. Vos arguments en faveur de l'invasion planifiée par [Root.TopLiege.GetTitledFirstName] ont semblé convaincre de nombreux participants qui n'ont pas hésité à faire entendre leur accord. Néanmoins certains sont restés silencieux, démontrant que les divisions au sein du conseil étaient toujours bien vivaces.;;;Cuando llegó tu turno para tomar la palabra en el Consejo, todos te escucharon atentamente como corresponde a tu estatus de vasallo. Tus argumentos en favor de la invasión planificada por [Root.TopLiege.GetTitledFirstName] parecieron convencer a muchos participantes que no dudaron a mostrar su apoyo. De todos modos, algunos se mantuvieron en silencio, demostrando que las divisiones en el seno del Consejo están todavía muy vivas.;;;;;;;;;x
EVTOPTAambition.41;Some will take note of what i said;Certains prendront note de ce que j'ai dit. ;;;Algunos tomarán nota de lo que dije.;;;;;;;;;x
EVTDESCambition.42;As a high ranking noble you of course had to speak, but it may have been better if you hadn't. Your rambling speech in favour [Root.TopLiege.GetTitledFirstName]'s planned invasion failed to rouse any cheering or much agreement. Some of your points were even openly ridiculed. By the end none of the council seemed persuaded any more in favour.;En tant que noble de haut rang vous deviez évidemment vous exprimer, mais il aurait mieux valu que vous n'en fassiez rien. Votre discours brouillon en faveur de l'invasion planifiée par [Root.TopLiege.GetTitledFirstName] n'est pas parvenu à convaincre les participants. Certains de vos arguments furent même ouvertement ridiculisés. A la fin, aucun membre du conseil ne semblait persuadé de soutenir le projet.;;;Como un noble de alto rango por supuesto que tenías que hablar, pero habría sido mejor si no lo hubieras hecho. Tu discurso incoherente en favor de la invasión planificada por [Root.TopLiege.GetTitledFirstName] no logró despertar ningún acuerdo. Tus argumentos fueron ridiculizados, al término del discurso ningún miembro del Concilio parecía persuadido.;;;;;;;;;x
EVTOPTAambition.42;Best if I sit and be quiet now;Il vaut mieux m'asseoir et me taire désormais.;;;Lo mejor es que me siente y me esté quieto.;;;;;;;;;x
EVTDESCambition.43;When [From.GetTitledFirstName] came to speak, [From.GetHerHis] arguments in favour of [From.TopLiege.GetTitledFirstName]'s proposed invasion were most convincing it seems, for [From.GetHerHis] speech roused many cheers of support and shouts of assent. [From.GetSheHeCap] used [From.GetHerHis] words well and they carried great authority, many on the council seemed to be persuaded in favour of the motion.;Lorsque [From.GetTitledFirstName] parla, ses arguments en faveur de l'invasion planifiée de [From.TopLiege.GetTitledFirstName] se montèrent très convaincants et de nombreux participants l'acclamèrent bruyamment. [From.GetSheHeCap] a bien parlé et a fait montre d'une belle autorité, nombre de membres du conseil semblent avoir été convaincus de soutenir la motion.;;;Cuando[From.GetTitledFirstName] habló, sus argumentos en favor de la invasión planificada de [From.TopLiege.GetTitledFirstName] fueron tan convincentes que numerosos participantes lo aclamaron ruidosamente. [From.GetSheHeCap] habló muy bien y con mucha autoridad y muchos miembros del consejo parecían convencidos de apoyar la moción.;;;;;;;;;x
EVTDESCambition.44;As a vassal of note, when [From.GetTitledFirstName] came to speak the council listened intently. Their arguments in favour of [From.TopLiege.GetTitledFirstName]'s planned invasion seemed to resonate with many, with some on the council giving audible shouts of agreement. Still, many sat in silence, with division amongst the council still evident.;Lorsque le tour de [From.GetTitledFirstName] fut venu de prendre la parole au conseil, tous se mirent à écouter étant donné son statut de vassal sur lequel il faut compter. Ses arguments en faveur de l'invasion planifiée par [Root.TopLiege.GetTitledFirstName] ont semblé convaincre de nombreux participants qui n'ont pas hésité à faire entendre leur accord. Néanmoins certains sont restés silencieux, démontrant que les divisions au sein du conseil étaient toujours bien vivaces.;;;Cuando llegó el turno de [From.GetTitledFirstName] y tomó la palabra en el Consejo, todos le escucharon atentamente como corresponde a su estatus de vasallo. Sus argumentos en favor de la invasión planificada por [Root.TopLiege.GetTitledFirstName] parecieron convencer a muchos participantes que no dudaron a mostrar su apoyo. De todos modos, algunos se mantuvieron en silencio, demostrando que las divisiones en el seno del Consejo están todavía muy vivas.;;;;;;;;;x
EVTDESCambition.45;As a high ranking noble [From.GetTitledFirstName] of course had to speak, but it may have been better if [From.GetSheHe] hadn't. Their rambling speech in favour of [From.TopLiege.GetTitledFirstName]'s planned invasion failed to rouse any cheering or much agreement. Some of [From.GetHerHis] points were even openly ridiculed. By the end none of the council seemed persuaded any more in favour.;En tant que noble de haut rang [From.GetTitledFirstName] devait évidemment s'exprimer, mais il aurait mieux valu qu'[From.GetSheHe] n'en fasse rien. Son discours brouillon en faveur de l'invasion planifiée par [Root.TopLiege.GetTitledFirstName] n'est pas parvenu à convaincre les participants. Certains de ses arguments furent même ouvertement ridiculisés. A la fin, aucun membre du conseil ne semblait persuadé de soutenir le projet.;;;Como noble de alta alcurnia [From.GetTitledFirstName] tenía que hablar, aunque mejor que no lo hubiera hecho. Su discurso a favor de la invasión planificada por [From.TopLiege.GetTitledFirstName] fue incoherente y no logró despertar ninguna emoción. Algunos de los puntos defendidos fueron ridiculizados abiertamente. Al final, nadie del consejo parecía haber sido persuadido.;;;;;;;;;x
EVTDESCambition.46;Many on the council seem to look to you for leadership in speaking against [Root.TopLiege.GetTitledFirstName]'s proposal, and when you came to speak you duly delivered a withering attack. You cleverly, yet diplomatically, criticised [Root.TopLiege.GetTitledFirstName]'s presumption and arrogance, convincing many on the council of [Root.TopLiege.GetHerHis] folly. By the end of your speech many were shouting in fierce agreement.;Nombre de membres du conseil semblaient voir en vous le principal opposant à la proposition de [Root.TopLiege.GetTitledFirstName], aussi, lorsque votre tour fut venu de prendre la parole, vous n'avez ménagé aucun effort pour attaquer ce projet. Intelligemment, mais avec courtoisie, vous avez critiqué l'arrogance de [Root.TopLiege.GetTitledFirstName] et convaincu nombre de participants de la folie de sa proposition. A la fin de votre discours, nombreux étaient ceux qui montraient bruyamment leur accord avec votre point de vue.;;;Muchos de los asistentes te vieron como el principal opositor a [Root.TopLiege.GetTitledFirstName], no has escatimado esfuerzos en oponerte a él. Inteligente, pero con cortesía, criticaste la arrogancia de [Root.TopLiege.GetTitledFirstName] consiguiendo convencer a muchos de los participantes de la locura de su propuesta. Al final de tu sermón muchos muestran su acuerdo contigo a voces.;;;;;;;;;x
EVTOPTAambition.46;[Root.TopLiege.GetTitledFirstName] would do well to heed me;[Root.TopLiege.GetTitledFirstName] derait mieux de compter avec moi.;;;[Root.TopLiege.GetTitledFirstName] haría bien en escucharme.;;;;;;;;;x
TOOLTIPgrand_councilDISSUADE;[This.GetTitledFirstNameWithDynasty] was persuaded in opposition\n;[This.GetTitledFirstNameWithDynasty] a été convaincu de s'opposer\n;;;[This.GetTitledFirstNameWithDynasty] ha sido convencido para oponerse.\n;;;;;;;;;x
EVTDESCambition.47;[Root.TopLiege.GetTitledFirstName]'s proposal seemed alarming to you, so you felt compelled to openly question it before the council. Your speech calmly outlined the many dangers and the questionable benefit of such an invasion, with many on the council nodding and muttering in agreement. Yet their were shouts of disagreement from the more ardent supporters of the invasion.;La proposition de [Root.TopLiege.GetTitledFirstName] vous semblait dangereuse aussi avez-vous pris la parole au conseil pour la critiquer. Votre discours a calmement exposé les nombreux dangers d'une invasion et les bénéfices incertains que l'on pourrait en tirer. Nombre de membres du conseil ont abondé dans votre sens. Néanmoins, les plus fidèles soutiens au projet ne se sont pas gênés pour montrer qu'ils n'étaient pas d'accord avec vous.;;;La propuesta de [Root.TopLiege.GetTitledFirstName] parecía preocupante, por lo que te sentiste obligado a cuestionarla abiertamente ante el Consejo. Expusiste un discurso calmado explicando los muchos peligros y el cuestionable beneficio de tal invasión, muchos en el consejo mostraron acuerdo murmurando y asintiendo. Sin embargo, los gritos de los partidarios de la invasión te coparon.;;;;;;;;;x
EVTOPTAambition.47;At least I brought some sense to proceedings;Au moins j'ai apporté quelques arguments contre ce projet.;;;Al menos he aportado cordura a la discusión.;;;;;;;;;x
EVTDESCambition.48;It seems you misjudged the mood of the council entirely, for when you rose to speak against [Root.TopLiege.GetTitledFirstName]'s proposal most on the council were immediately hostile. Your stuttered and stammered arguments were met with gales of laughter and shouts of anger in equal measure. You quickly realised you weren't convinving anyone, and quickly retook your seat in embarrassment.;Il semble que vous ayez mal jugé l'humeur du conseil. Lorsque vous vous êtes levé pour prendre la parole contre la proposition de [Root.TopLiege.GetTitledFirstName], une bonne partie de la grande salle se montra hostile. Les fragiles arguments que vous avez exposé en begayant ne rencontrèrent que des rires ou des instultes. Vous avez rapidement réalisé que vous ne parviendriez pas à convaincre qui que ce soit et vous vous êtes empressé de vous rasseoir, votre visage empourpré par l'embarras.;;;Cuando te levantaste para hablar en contra de [Root.TopLiege.GetTitledFirstName] y su propuesta, todo el Consejo te abucheó. Tartamudeabas al hablar y tus argumentos fueron recibidos con carcajadas y gritos de rabia a partes iguales. Cuando te diste cuenta de que nadie te apoyaba volviste avergonzado tu asiento.;;;;;;;;;x
EVTOPTAambition.48;They will regret this humiliation;Ils regretteront de m'avoir infligé une telle humiliation.;;;Se arrepentirán de haberme humillado.;;;;;;;;;x
EVTDESCambition.49;Many on the council seem to look to [From.GetTitledFirstName] for leadership in speaking against the invasion proposal proposal, and so when [From.GetSheHe] came to speak [From.GetSheHe] duly delivered a withering attack. [From.GetSheHeCap] cleverly, yet diplomatically, criticised [From.TopLiege.GetTitledFirstName]'s presumption and arrogance, convincing many on the council of the plans folly. By the end of your speech many were shouting in fierce agreement.;Nombre de membres du conseil semblaient voir en [From.GetTitledFirstName] le principal opposant à la proposition de [Root.TopLiege.GetTitledFirstName], aussi, lorsque son tour fut venu de prendre la parole, [From.GetSheHe] n'a ménagé aucun effort pour attaquer ce projet. Intelligemment, mais avec courtoisie, [From.GetSheHeCap] a critiqué l'arrogance de [Root.TopLiege.GetTitledFirstName] et convaincu nombre de participants de la folie de sa proposition. A la fin de son discours, nombreux étaient ceux qui montraient bruyamment leur accord avec son point de vue.;;;Un gran número de miembros vieron a [From.GetTitledFirstName] como el principal opositor a la propuesta de [Root.TopLiege.GetTitledFirstName], cuando le llegó el turno de hablar, [From.GetSheHe] no escatimó esfuerzos para hacer frente a este proyecto. Inteligente, pero con cortesía, [From.GetSheHeCap] criticó la arrogancia de [Root.TopLiege.GetTitledFirstName] y convenció a muchos de los participantes de la locura de la invasión. Al final de su discurso, hubo muchos que ruidosamente mostraron su acuerdo con sus puntos de vista.;;;;;;;;;x
EVTDESCambition.50;[From.GetTitledFirstName] seemed particularly alarmed with the proposal, and so felt compelled to openly question it before the council. Their speech calmly outlined the many dangers and the questionable benefit of such an invasion, with many on the council nodding and muttering in agreement. Yet their were shouts of disagreement from the more ardent supporters of the invasion.;La proposition semblait dangereuse à [From.GetTitledFirstName], aussi a-t-[From.GetSheHe] pris la parole au conseil pour la critiquer. Son discours a calmement exposé les nombreux dangers d'une invasion et les bénéfices incertains que l'on pourrait en tirer. Nombre de membres du conseil ont abondé dans son sens. Néanmoins, les plus fidèles soutiens au projet ne se sont pas gênés pour montrer qu'ils n'étaient pas d'accord avec [From.GetTitledFirstName].;;;[From.GetTitledFirstName] parecía particularmente alarmado con la propuesta, por lo que se sintió obligado a cuestionarla abiertamente ante el Consejo. Su discurso expuso con calma los muchos peligros y el poco beneficio de tal invasión, muchos en el Consejo asintintieron mostrando el acuerdo. Sin embargo, los gritos de los partidarios de la invasión en contra del discurso eran insoportables.;;;;;;;;;x
EVTDESCambition.51;It seems [From.GetTitledFirstName] misjudged the mood of the council entirely, for when [From.GetSheHe] rose to speak against the invasion proposal most on the council were immediately hostile. Their stuttered and stammered arguments were met with gales of laughter and shouts of anger in equal measure. [From.GetSheHeCap] quickly realised [From.GetSheHe] wasn't convinving anyone, and quickly retook [From.GetHerHis] seat in embarrassment.;Il semble que [From.GetTitledFirstName] a mal jugé l'humeur du conseil. Lorsque [From.GetSheHe] s'est levé pour prendre la parole contre la proposition de [Root.TopLiege.GetTitledFirstName], une bonne partie de la grande salle s'est montrée hostile. Les fragiles arguments qu'[From.GetSheHe] a exposé en begayant n'ont rencontré que des rires ou des instultes. [From.GetSheHeCap] a rapidement réalisé qu'[From.GetSheHe] ne parviendrait pas à convaincre qui que ce soit et s'est empressé de se rasseoir, son visage empourpré par l'embarras.;;;Parece que [From.GetTitledFirstName] ha juzgado mal al Consejo, ya que cuando [From.GetSheHe] se levantó para hablar en contra de la propuesta de la invasión el consejo se mostró hostil. Tartamudeó y balbuceó al hablar lo que provocó carcajadas y gritos de rabia a partes iguales. [From.GetSheHeCap] se dio cuenta rápidamente y regresó a su asiento con celeridad, mostrándose completamente avergonzado.;;;;;;;;;x
EVTDESCambition.52;As [Root.GetTitle] of [Root.PrimaryTitle.GetName] you of course gave your view on the invasion. You gave a bizarre and frankly embarrassing monologue about the dangers of grumpkins and snarks, as well of the possiblity of [Root.Religion.GetRandomGodName] coming to join with [Root.TopLiege.GetTitledFirstName] in union. Eventually one of your courtiers calmed you down and led you away from the council.;En tant que [Root.GetTitle] de [Root.PrimaryTitle.GetName] vous avez bien entendu donné votre avis sur l'invasion. Vous vous êtes lancé dans un monologue bizarre et particulièrement embarassant sur les dangers des snarks et des grumequins, et sur la possibilité que [Root.Religion.GetRandomGodName] se marie [Root.TopLiege.GetTitledFirstName]. L'un de vos courtisans a fini par vous calmer avant de vous faire sortir de la grande salle.;;;Como [Root.GetTitle] de [Root.PrimaryTitle.GetName], diste tu punto de vista sobre la invasión. Diste un monólogo extraño y embarazoso sobre los peligros de grumpkins y snarks, además de la posibilidad de que [Root.Religion.GetRandomGodName] se fusionase con [Root.TopLiege.GetTitledFirstName]. Finalmente, uno de tus cortesanos te calmó y te llevó lejos de la reunión.;;;;;;;;;x
EVTOPTAambition.52;But I was getting to the best part!;Mais… j'en étais bientôt à la meilleure partie de mon récit !;;;¡Pero si estaba llegando a la mejor parte! ;;;;;;;;;x
EVTDESCambition.53;[From.GetTitledFirstName] was always known to be deranged, so it was no surprise when [From.GetSheHe] gave a bizarre and frankly embarrassing monologue. Everyone looked on awkwardly as [From.GetSheHe] ranted and raved about the dangers of grumpkins and snarks, as well of the possiblity of [From.Religion.GetRandomGodName] coming to join with [From.TopLiege.GetTitledFirstName] in union. Eventually one of [From.GetHerHis] courtiers calmed [From.GetHerHim] down and led [From.GetHerHim] away.;[From.GetTitledFirstName] a toujours été connu pour sa démence, cela ne surpris donc personne losqu'[From.GetSheHe] s'est lancé(e) dans un monologue bizarre et particulièrement embarassant sur les dangers des snarks et des grumequins, et sur la possibilité que [Root.Religion.GetRandomGodName] se marie avec [Root.TopLiege.GetTitledFirstName]. L'un de ses courtisans a fini par le(a) calmer avant de le(a) faire sortir de la grande salle.;;;[From.GetTitledFirstName] estaba trastornado, así que no fue una sorpresa cuando [From.GetSheHe] dio un discurso extraño y francamente vergonzoso. Todo el mundo miró torpemente como [From.GetSheHe] despotricaba sobre los peligros de los grumpkins y snarks, además de la posibilidad de que [From.Religion.GetRandomGodName] se enfadase con [From.TopLiege.GetTitledFirstName]. Finalmente se llevaron lejos a [From.GetTitledFirstName].;;;;;;;;;x
EVTOPTAambition.53;Thank [Root.Religion.GetRandomGodName] [From.GetSheHe]'s gone ;Bénit soit [Root.Religion.GetRandomGodName] [From.GetSheHe] est parti.;;;Gracias a [Root.Religion.GetRandomGodName] que se ha ido.;;;;;;;;;x
EVTDESCambition.54;Your time came to address the council, and you wasted no time in pointing out the potential gain to be had from a foreign campaign led by [Root.TopLiege.GetTitledFirstName].  You spoke at length about the gold and lands and that all may win, and spoke lustfully of the glory and prestige to be won. Some thought your ambition crude and unseemly, but many of similar thinking agreed with you.;Lorsque votre tour vint de prendre la parole au conseil, vous n'avez pas perdu de temps pour pointer du doigt les gains potentiels que pourrait rapporter une campagne à l'étranger menée par [Root.TopLiege.GetTitledFirstName]. Vous avez parlé de l'or et des terres que les membres du conseil pourraient gagner et de la gloire et du prestige qui leur reviendraient. Certains ont semblé rebuté par vos ambitions qu'ils ont jugé inconvenantes et brutales, mais bien d'autres ont montré leur approbation à vos propos.;;;Llegó tu tiempo de dirigirte al consejo, y no perdiste tiempo en señalar la ganancia de una campaña al extranjero liderada por [Root.TopLiege.GetTitledFirstName]. Has hablado largo y tendido sobre el oro y las tierras que todos podrían ganar, y hablaste con arrojo de la gloria y el prestigio que se ganaría. Algunos pensaban que tu ambición era indecorosa, pero muchos pensaban como tú.;;;;;;;;;x
EVTOPTAambition.54;They know it makes sense;Ils savent que je dis la vérité.;;;Ellos saben que estoy en lo cierto.;;;;;;;;;x
EVTDESCambition.55;[From.GetTitledFirstName]'s time came to address the council, and [From.GetSheHe] wasted no time in pointing out the potential gain to be had from a foreign campaign led by [From.TopLiege.GetTitledFirstName].  [From.GetSheHeCap] spoke at length about the gold and lands and that all may win, and spoke lustfully of the glory and prestige to be won. Some thought [From.GetHerHis] ambition crude and unseemly, but many of similar thinking agreed with [From.GetHerHim].;Lorsque ce fut le tour de [From.GetTitledFirstName] de prendre la parole au conseil, [From.GetSheHe] n'a pas perdu de temps pour pointer du doigt les gains potentiels que pourrait rapporter une campagne à l'étranger menée par [Root.TopLiege.GetTitledFirstName]. [From.GetSheHeCap] a parlé de l'or et des terres que les membres du conseil pourraient gagner et de la gloire et du prestige qui leur reviendraient. Certains ont semblé rebuté par ses ambitions qu'ils ont jugé inconvenantes et brutales, mais bien d'autres ont montré leur approbation à ses propos.;;;Cuando llegó el turno de [From.GetTitledFirstName], no perdió el tiempo en señalar la ganancia potencial que se conseguiría en una campaña extranjera liderada por [From.TopLiege.GetTitledFirstName]. Habló largo y tendido sobre el oro y las tierras que todos podrán ganar, y de la gloria y el prestigio que conseguirían. Algunos pensaban que su ambición era inconveniente y brutal, pero muchos mostraron su aprobación a la propuesta.;;;;;;;;;x
EVTOPTAambition.55;[From.GetSheHeCap] never wastes a chance to acquire riches;[From.GetSheHeCap] ne perd jamais une occasion de s'enrichir.;;;[From.GetSheHeCap] nunca desperdicia una oportunidad de conseguir riquezas.;;;;;;;;;x
