#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC250800;While you were hunting in the woods, a group of poachers dared to ambush and kidnap you!;Alors que vous chassiez dans les bois, vous avez été capturé par des braconniers !;;;¡Unos malditos furtivos se han atrevido a capturarte mientras cazabas en el bosque! ¡A tí!;;;;;;;;;x
EVTTITLEiron_throne.17;Summerhall Completed;Lestival terminé;;;Refugio Estival Completado;;;;;;;;;x
EVTDESCiron_throne.17;After lots of hard work and much gold being invested your summer house in Blackheart has finally been completed. It is a homely castle for you to take your family to so you can enjoy the summer away from the prying eyes of King's Landing.\nInside there are fine silks and skilfully made wooden furnishing crafted extremely ornately with images of dragons and fire. The banner of House Targaryen flies high to honour you and your ancestors.\nThis new castle needs a new fitting name to replace Blackheart, what do you suggest?;Après énormément de labeur et des investissements coûteux, votre pavillon d'été à Noircœur est enfin prêt. Il s'agit d'un château confortable pour que vous et votre famille puissiez profiter de l'été loin des regards persistants des gens de Port-Réal.\nA l'intérieur se trouvent des soies dines et des meubles en bois ouvragés, ornés d'images de dragons et de feu. La bannière de la Maison Targaryen flotte au vent honorant par là même vous même et vos ancêtres.\nCe nouveau château a besoin d'un nom approproé pour remplacer Noircœur, que suggérez-vous ?;;;Después de mucho trabajo y mucho oro invertido la casa de verano en Corazónegro ha sido finalmente completada. Es un castillo familiar para que la familia pueda disfrutar del verano lejos de las miradas indiscretas de Desembarco del Rey.\nEn su interior hay finas sedas y muebles de madera hábilmente hechos a mano, extremadamente ornamentados con imágenes de dragones y fuego. El estandarte de la Casa Targaryen ondea alto para honrar a vuestros ancestros.\nEste nuevo castillo necesita un nuevo nombre apropiado que reemplace el de Corazónegro. ¿Qué sugieres?;;;;;;;;;x
EVTOPTAiron_throne.17;It shall be known as 'Summerhall';Je le nommerai « Lestival »;;;Será conocida como 'Refugio Estival';;;;;;;;;x
ca_summerhall;Summerhall;Lestival;;;Refugio Estival;;;;;;;;;x
ca_summerhall_desc;Summerhall is the summer house of the Targaryen family built in the province formerly known as Blackheart. Not a heavily fortified location such as King's Landing but one of the favourite locations of many of the Targaryens to spend the warm summers.;Lestival est la résidence d'été de la famille Targaryen construite dans la province anciennement nommée Noircœur. Ce n'est pas une place forte comme Port-Réal mais cela reste un des endroits favoris des Targaryens pour passer l'été.;;;Refugio Estival es la casa de verano que la familia Targaryen construyó en la provincia anteriormente conocida como Corazónegro. No tan fortificada como Desembarco del Rey pero uno de los lugares favoritos de muchos Targaryen para pasar los cálidos veranos.;;;;;;;;;x
TOOLTIPbuild_summerhall_treasurer;Have [Root.job_treasurer.GetTitledFirstName] §YOversee Construction§! in Blackheart to §Gincrease§! the speed of construction;Charger [Root.job_treasurer.GetTitledFirstName] §YOversee Construction§! à Noircœur pour §Gincrease§! la vitesse de construction;;;Tener a [Root.job_treasurer.GetTitledFirstName] §Ysupervisando la construcción§! en Corazónegro para §Gincrementar§! la velocidad de la construccion.;;;;;;;;;x
EVTDESC22099;I would be willing to accept the [Root.GetBoyGirl] [Root.GetTitledFirstName] here in [From.Capital.GetName] as a ward of [New.GetTitledFirstName] [New.GetOnlyDynastyName], but only if a payment of coin is provided to cover the expense of having [Root.GetHerHim] here. Else, there would be no value to having [Root.GetHerHim] in my court.;Je suis prêt à accepter la venue de [Root.GetBoyGirl] [Root.GetTitledFirstName] ici à [From.Capital.GetName] en tant que pupille de [New.GetTitledFirstName] [New.GetOnlyDynastyName], à condition de recevoir un paiement en compensation des frais générés. Sinon, je n'ai aucun intérêt à l'avoir à ma cour.;;;Yo estaría dispuesto a aceptar a [Root.GetTitledFirstName] aquí en [From.Capital.GetName] como pupilo de [New.GetTitledFirstName] [New.GetOnlyDynastyName], pero solo si se me provee de un pago en oro para cubrir los gastos que genera tenerle aquí. Si no, tenerle en mi corte no tendria ningún valor;;;;;;;;;x
EVTOPTA22099;That is reasonable;C'est raisonnable;;;Eso es razonable;;;;;;;;;x
EVTOPTB22099;I'm not paying for this;Je ne paierai pas pour cela;;;No voy a pagar por esto;;;;;;;;;x
EVTDESCinterregnum.1;[From.GetTitledFirstNameWithDynasty] left no blood relatives as heir to [From.PrimaryTitle.GetName], and so the succession is now unclear. You have been named as [Root.GetLordLady] Protector during this period of interregnum, and will oversee governance of the realm until a great council is called to determine who should be crowned.;[From.GetTitledFirstNameWithDynasty] n'a laissé aucun parent pour hériter de [From.PrimaryTitle.GetName], et la succession est ouverte. Vous avez été nommé(e) comme [Root.GetLordLady] Protecteur pendant la période d'interrègne et vous allez gérer la gouvernance du royaume jusqu'à ce qu'un grand concile soit appelé pour déterminer qui doit être couronné.;;;[From.GetTitledFirstNameWithDynasty] no ha dejado familiares de sangre como herederos de [From.PrimaryTitle.GetName], y la sucesión no está clara. Has sido nombrado como [Root.GetLordLady] Protector durante este periodo de interregno, y supervisarás la gobernanza del Reino hasta que un Gran Consejo sea llamado para determinar quién debe ser coronado.;;;;;;;;;x
EVTDESCinterregnum.1B;[From.GetFirstNameWithDynasty] no longer reigns over [Root.PrimaryTitle.GetName], and so the succession is now unclear. You have been named as [Root.GetLordLady] Protector during this period of interregnum, and will oversee governance of the realm until a great council is called to determine who should be crowned.;[From.GetFirstNameWithDynasty] ne règne plus sur [Root.PrimaryTitle.GetName], et actuellement la succession n'est pas claire. Vous avez été nommé(e) comme [Root.GetLordLady] Protecteur (trice) pendant la période d'interrègne et vous allez gérer la gouvernance du royaume jusqu'à ce qu'un grand concile soit appelé pour déterminer qui doit être couronné.;;;;;;;;;;;;x
EVTDESCinterregnum.1C;The interregnum of [Root.PrimaryTitle.GetName] continues with you ruling as [Root.GetTitle]. The lords and nobles of the realm expect a great council to determine the heir to be held soon...;L'interrègne de [Root.PrimaryTitle.GetName] continue, avec vous à la tête de [Root.GetTitle]. Les lords et les nobles du royaume attendent la réunion prochaine d'un grand concile pour déterminer qui est l'héritier...;;;;;;;;;;;;x
EVTDESCinterregnum.1D;Due to [From.GetHerHis] incapacity to lead, [From.GetTitledFirstNameWithDynasty] has been removed as [From.GetLordLady] Protector of [Root.PrimaryTitle.GetName]. You have been named as the new [Root.GetLordLady] Protector during this period of interregnum and uncertainty, and will oversee governance of the realm until a great council is called to determine who should be crowned.;A cause de son incapacité à diriger, [From.GetTitledFirstNameWithDynasty] a été déchu de la charge de [From.GetLordLady] Protecteur (trice) de [Root.PrimaryTitle.GetName]. Vous avez été nommé(e) comme [Root.GetLordLady] Protecteur pendant cette période d'interrègne et d'incertitude, et vous allez gérer la gouvernance du royaume jusqu'à ce qu'un grand concile soit appelé pour déterminer qui doit être couronné.;;;;;;;;;;;;x
EVTOPTAinterregnum.1;Yes, a great council must be held immediately;En effet, un grand concile doit être réuni immédiatement;;;Sí, un Gran Consejo debería convocarse inmediatamente;;;;;;;;;x
TOOLTIPinterregnum.1COUNCIL;All important lords and nobles of [Root.PrimaryTitle.GetName] shall convene in [Root.Capital.GetName] to decide who should inherit the [Root.PrimaryTitle.GetTier]\n;Tous les lords et nobles importants de [Root.PrimaryTitle.GetName] sont convoqués à [Root.Capital.GetName] pour décider qui héritera du titre de [Root.PrimaryTitle.GetTier]\n;;;Todos los Señores y nobles importantes de [Root.PrimaryTitle.GetName] se reunirán en [Root.Capital.GetName] para decidir quién debe heredar el [Root.PrimaryTitle.GetTier]\n;;;;;;;;;x
EVTOPTBinterregnum.1;No, I shall crown myself!;Non, je me couronnerai moi-même !;;;No, me coronaré a mí mismo!;;;;;;;;;x
TOOLTIPinterregnum.1USURP;[Root.GetTitledFirstName] has [Root.GetHerHim]self crowned\n;[Root.GetTitledFirstName] s'[Root.GetHerHim] couronné(e) lui/elle-même\n;;;[Root.GetTitledFirstName] se ha coronado a sí mismo\n;;;;;;;;;x
EVTOPTCinterregnum.1;Now is not the right time;C'est le bon moment;;;Ahora no es el momento adecuado;;;;;;;;;x
EVTOPTDinterregnum.1;I am incapable of holding this office, it must pass to another;Je suis incapable de remplir cet office, je dois passer la main à quelqu'un d'autre;;;;;;;;;;;;x
opinion_suspended_council;Suspended Great Council;Grand concile suspendu;;;Gran Consejo Suspendido;;;;;;;;;x
EVTDESCinterregnum.2;Word has spread about the great council to be held in [Root.Capital.GetName], and all those who with a claim to [Root.PrimaryTitle.GetName] have made their case to the council. The leading candidates shall be considered when all have arrived.;La nouvelle du grand concile à venir en ville de [Root.Capital.GetName] s'est répandue. Les personnes revendiquant le titre de [Root.PrimaryTitle.GetName] ont présenté leur cas devant le concile. Les candidatures les plus intéressantes seront bientôt examinées.;;;Ha corrido la voz sobre el Gran Consejo que tendrá lugar en [Root.Capital.GetName], y todos los que reclaman el [Root.PrimaryTitle.GetName] se lo han hecho saber al consejo. Los principales candidatos serán considerados cuando lleguen todos.;;;;;;;;;x
EVTOPTAinterregnum.2;I hope it will be peaceful;J'espère que tout se passera bien;;;Espero que sea pacífico;;;;;;;;;x
TOOLTIPinterregnumcandidate;[This.GetTitledFirstNameWithDynasty] is one of the leading candidates\n;[This.GetTitledFirstNameWithDynasty] est un des candidats les plus en vue\n;;;[This.GetTitledFirstNameWithDynasty] es uno de los candidatos principales\n;;;;;;;;;x
EVTDESCinterregnum.3;[Root.GetTitledFirstNameWithDynastyNoRegnal], as [FromFromFrom.GetTitledFirstNameWithDynasty] left no blood relatives as heir to [From.PrimaryTitle.GetName], a great council must be held to determine who shall inherit the [From.PrimaryTitle.GetTier]. I bid you join us in [From.Capital.GetName] so we can vote for a new sovereign.\n\nSigned,\n[From.GetFirstNameoftheHouse], [From.GetTitle] of [From.PrimaryTitle.GetName];[Root.GetTitledFirstNameWithDynastyNoRegnal], en tant que [FromFromFrom.GetTitledFirstNameWithDynasty] n'a laissé aucun parent pour hériter de [From.PrimaryTitle.GetName]. Un grand concile doit se réunir pour déterminer qui héritera de [From.PrimaryTitle.GetTier]. Je vous prie de bien vouloir nous retrouver à [From.Capital.GetName] pour que nous élisions un nouveau souverain.\n\nSigné,\n[From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;[Root.GetTitledFirstNameWithDynastyNoRegnal], como [FromFromFrom.GetTitledFirstNameWithDynasty] no ha dejado familiares de sangre como herederos de [From.PrimaryTitle.GetName], un Gran Consejo debe convocarse para determinar quién debe heredar el [From.PrimaryTitle.GetTier]. Ruego que os unáis a nosotros en [From.Capital.GetName] para votar a un nuevo soberano.\n\nFirmado,\n[From.GetFirstName] de la Casa [From.GetOnlyDynastyName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;;;;;;;x
EVTDESCinterregnum.3B;[Root.GetTitledFirstNameWithDynastyNoRegnal], [FromFromFrom.GetTitledFirstNameWithDynasty] no longer rules over [From.PrimaryTitle.GetName], and so a great council must be held to determine who shall inherit the [From.PrimaryTitle.GetTier]. I bid you join us in [From.Capital.GetName] so we can vote for a new sovereign.\n\nSigned,\n[From.GetFirstNameoftheHouse], [From.GetTitle] of [From.PrimaryTitle.GetName];[Root.GetTitledFirstNameWithDynastyNoRegnal], en tant que [FromFromFrom.GetTitledFirstNameWithDynasty] n'a laissé aucun parent pour hériter de [From.PrimaryTitle.GetName]. Un grand concile doit se réunir pour déterminer qui héritera de [From.PrimaryTitle.GetTier]. Je vous prie de bien vouloir nous retrouver à [From.Capital.GetName] pour que nous élisions un nouveau souverain.\n\nSigné,\n[From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;[Root.GetTitledFirstNameWithDynastyNoRegnal], como [FromFromFrom.GetTitledFirstNameWithDynasty] no ha dejado familiares de sangre como herederos de [From.PrimaryTitle.GetName], un Gran Consejo debe convocarse para determinar quién debe heredar el [From.PrimaryTitle.GetTier]. Ruego que os unáis a nosotros en [From.Capital.GetName] para votar a un nuevo soberano.\n\nFirmado,\n[From.GetFirstName] de la Casa [From.GetOnlyDynastyName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;;;;;;;x
EVTDESCinterregnum.3C;[Root.GetTitledFirstNameWithDynastyNoRegnal], the inheritance of [From.PrimaryTitle.GetName] has been thrown into question, and so a great council must be held to determine who shall inherit the [From.PrimaryTitle.GetTier]. I bid you join us in [From.Capital.GetName] so we can vote for a new sovereign.\n\nSigned,\n[From.GetFirstNameoftheHouse], [From.GetTitle] of [From.PrimaryTitle.GetName];[Root.GetTitledFirstNameWithDynastyNoRegnal], en tant que [FromFromFrom.GetTitledFirstNameWithDynasty] n'a laissé aucun parent pour hériter de [From.PrimaryTitle.GetName]. Un grand concile doit se réunir pour déterminer qui héritera de [From.PrimaryTitle.GetTier]. Je vous prie de bien vouloir nous retrouver à [From.Capital.GetName] pour que nous élisions un nouveau souverain.\n\nSigné,\n[From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;[Root.GetTitledFirstNameWithDynastyNoRegnal], como [FromFromFrom.GetTitledFirstNameWithDynasty] no ha dejado familiares de sangre como herederos de [From.PrimaryTitle.GetName], un Gran Consejo debe convocarse para determinar quién debe heredar el [From.PrimaryTitle.GetTier]. Ruego que os unáis a nosotros en [From.Capital.GetName] para votar a un nuevo soberano.\n\nFirmado,\n[From.GetFirstName] de la Casa [From.GetOnlyDynastyName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;;;;;;;x
EVTDESCinterregnum.3D;To all my subjects, the inheritance of [From.PrimaryTitle.GetName] has been thrown into question, and so a great council must be held to determine who shall inherit the [From.PrimaryTitle.GetTier]. All shall gather in [From.Capital.GetName] so we can vote for a new sovereign.\n\nSigned,\n[From.GetFirstNameoftheHouse], [From.GetTitle] of [From.PrimaryTitle.GetName];[Root.GetTitledFirstNameWithDynastyNoRegnal], en tant que [FromFromFrom.GetTitledFirstNameWithDynasty] n'a laissé aucun parent pour hériter de [From.PrimaryTitle.GetName]. Un grand concile doit se réunir pour déterminer qui héritera de [From.PrimaryTitle.GetTier]. Je vous prie de bien vouloir nous retrouver à [From.Capital.GetName] pour que nous élisions un nouveau souverain.\n\nSigné,\n[From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;[Root.GetTitledFirstNameWithDynastyNoRegnal], como [FromFromFrom.GetTitledFirstNameWithDynasty] no ha dejado familiares de sangre como herederos de [From.PrimaryTitle.GetName], un Gran Consejo debe convocarse para determinar quién debe heredar el [From.PrimaryTitle.GetTier]. Ruego que os unáis a nosotros en [From.Capital.GetName] para votar a un nuevo soberano.\n\nFirmado,\n[From.GetFirstName] de la Casa [From.GetOnlyDynastyName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;;;;;;;x
EVTOPTAinterregnum.3;I will travel at once;Je me rendrai sur place;;;Tendré que viajar;;;;;;;;;x
EVTOPTAinterregnum.3B;Interesting;;;;Interesante;;;;;;;;;x
EVTDESCinterregnum.4;[Root.GetTitledFirstNameWithDynastyNoRegnal], as [FromFromFrom.GetTitledFirstNameWithDynasty] left no blood relatives as heir to [From.PrimaryTitle.GetName], a great council must be held to determine who shall inherit the [From.PrimaryTitle.GetTier]. You have been deemed by the council to have one of the strongest claims, and so we urge you to come to [From.Capital.GetName] to make your case.\nSigned,\n[From.GetFirstNameoftheHouse], [From.GetTitle] of [From.PrimaryTitle.GetName];[Root.GetTitledFirstNameWithDynastyNoRegnal], en tant que [FromFromFrom.GetTitledFirstNameWithDynasty] n'a laissé aucun parent pour hériter de [From.PrimaryTitle.GetName]. Un grand concile doit se réunir pour déterminer qui héritera de [From.PrimaryTitle.GetTier]. Le concile a établi que votre revendication fait partie des plus fortes, aussi nous vous prions de venir au plus vite à [From.Capital.GetName] pour plaider votre cas.\nSigné,\n[From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;[Root.GetTitledFirstNameWithDynastyNoRegnal], como [FromFromFrom.GetTitledFirstNameWithDynasty] no ha dejado familiares de sangre como herederos de [From.PrimaryTitle.GetName], un Gran Consejo debe convocarse para determinar quién debe heredar el [From.PrimaryTitle.GetTier]. Vuestra reclamación es considerada por el consejo como una de las más fuertes, y por ello le insto a que acudáis a [From.Capital.GetName] para argumentar vuestra reclamación.\nFirmado,\n[From.GetFirstName] de la Casa [From.GetOnlyDynastyName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;;;;;;;x
EVTOPTAinterregnum.4;The throne will be mine;Le trône sera à moi;;;El trono será mío;;;;;;;;;x
EVTDESCinterregnum.5;[Root.GetTitledFirstNameNoRegnal], [FromFromFrom.GetTitledFirstNameWithDynasty] left no blood relatives as heir to [From.PrimaryTitle.GetName], leaving the succession unclear. Therefore I have decided to use my powers as [From.GetLordLady] Protector to crown myself, and so demand fealty as your new [From.GetTitle].\n\nSigned,\n[From.GetFirstNameoftheHouse], the [From.GetRegnalOrdinal] of [From.GetHerHis] name;[Root.GetTitledFirstNameNoRegnal], [FromFromFrom.GetTitledFirstNameWithDynasty] n'a laissé aucun parent de son sang pour hériter de [From.PrimaryTitle.GetName], laissant une succession compliquée. Toutefois, j'ai décidé d'utiliser mes pouvoirs de [From.GetLordLady] Protecteur (trice) pour me couronner moi-même, et j'exige que vous me reconnaissez comme étant votre nouveau (lle) [From.GetTitle].\n\nSigné,\n[From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetRegnalOrdinal] de son nom;;;[Root.GetTitledFirstNameNoRegnal], [FromFromFtr.GetTitledFirstNameWithDynasty] no dejó parientes consanguíneos como heredero de [From.PrimaryTitle.GetName], lo que deja la sucesión poco clara. Por lo tanto, he decidido usar mis poderes como Protector [From.GetLordLady] para coronarme a mí mismo, y así exigir lealtad como su nuevo [From.GetTitle].\n\nFirmado,\n[From.GetFirstName] de la Casa [De. GetOnlyDynastyName], el [From.GetRegnalOrdinal] de su nombre;;;;;;;;;x
EVTDESCinterregnum.5A;To all my subjects, no blood relatives of the past sovereigns stand as the obvious heir to [From.PrimaryTitle.GetName], leaving the succession unclear. Therefore I have decided to use my powers as [From.GetLordLady] Protector to crown myself, and so demand fealty of the nobles of the realm as the new [From.GetTitle].\n\nSigned,\n[From.GetFirstNameoftheHouse], the [From.GetRegnalOrdinal] of [From.GetHerHis] name;[Root.GetTitledFirstNameNoRegnal], [FromFromFrom.GetTitledFirstNameWithDynasty] n'a laissé aucun parent de son sang pour hériter de [From.PrimaryTitle.GetName], laissant une succession compliquée. Toutefois, j'ai décidé d'utiliser mes pouvoirs de [From.GetLordLady] Protecteur (trice) pour me couronner moi-même, et j'exige que vous me reconnaissez comme étant votre nouveau (lle) [From.GetTitle].\n\nSigné,\n[From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetRegnalOrdinal] de son nom;;;Para todos mis súbditos, ningún pariente consanguíneo de los antiguos soberanos es el heredero obvio de [From.PrimaryTitle.GetName], dejando la sucesión poco clara. Por lo tanto, he decidido usar mis poderes como Protector [From.GetLordLady] para coronarme a mí mismo, y así exigir lealtad a los nobles del reino como el nuevo [From.GetTitle].\n\nFirmado,\n[[From.GetFirstName] de la Casa [From.GetOnlyDynastyName], el [From.GetRegnalOrdinal] de su nombre.;;;;;;;;;x
EVTOPTAinterregnum.5;Outrageous! A council should have been held!;Honteux ! Un concile aurait dû avoir lieu !;;;¡Indignante! ¡Un consejo debería haberse celebrado!;;;;;;;;;x
EVTOPTAinterregnum.5A;A bold move;;;;Un movimiento audaz;;;;;;;;;x
EVTDESCinterregnum.6;All the lords and nobles have arrived in [From.Capital.GetName] for the great council. The leading candidates for the throne of [From.PrimaryTitle.GetName] have had their say and have been discussed at length. Now all those present will choose their sides...;Tous les lords et les nobles sont arrivés à [From.Capital.GetName] pour assister au grand concile. Les candidats les plus en vue pour le trône de [From.PrimaryTitle.GetName] ont eu leur mot à dire et ont discuté longuement. Maintenant, tous les participants doivent choisir un camp...;;;Todos los señores y nobles han llegado a [From.Capital.GetName] para el Gran Consejo. Los principales candidatos para el trono de [From.Primary Title.GetName] han dado su opinión y se ha discutido extensamente. Ahora todos los presentes elegirán...;;;;;;;;;x
EVTDESCinterregnum.6B;After many days of debate there is deadlock between two candidates, and so as [From.GetTitle] it falls you to cast the deciding vote.;Après de nombreux jours de débat, la situation est bloquée entre deux candidats et il vous incombe, en tant que [From.GetTitle] d'avoir le vote décisif.;;;Después de muchos días de debate se ha llegado a un punto muerto entre dos candidatos, así que [From.GetTitle] deberá emitir el voto decisivo.;;;;;;;;;x
EVTOPTAinterregnum.6;I should be crowned!;Je serai couronné !;;;Debería ser coronado!;;;;;;;;;x
EVTOPTBinterregnum.6;I back [interregnum_claimant_1.GetTitledFirstName] [interregnum_claimant_1.GetOnlyDynastyName];Je soutiens [interregnum_claimant_1.GetTitledFirstName] [interregnum_claimant_1.GetOnlyDynastyName];;;Respaldo a [interregnum_claimant_1.GetTitledFirstName] [interregnum_claimant_1.GetOnlyDynastyName];;;;;;;;;x
EVTOPTCinterregnum.6;[interregnum_claimant_2.GetTitledFirstName] [interregnum_claimant_2.GetOnlyDynastyName] should have the throne;[interregnum_claimant_2.GetTitledFirstName] [interregnum_claimant_2.GetOnlyDynastyName] doit être couronné;;;[interregnum_claimant_2.GetTitledFirstName] [interregnum_claimant_2.GetOnlyDynastyName] debe tener el trono;;;;;;;;;x
EVTOPTDinterregnum.6;The [From.PrimaryTitle.GetTier] should go to [interregnum_claimant_3.GetTitledFirstName] [interregnum_claimant_3.GetOnlyDynastyName];Le [From.PrimaryTitle.GetTier] doit aller à [interregnum_claimant_3.GetTitledFirstName] [interregnum_claimant_3.GetOnlyDynastyName];;;El [From.PrimaryTitle.GetTier] debería ser para [interregnum_claimant_3.GetTitledFirstName] [interregnum_claimant_3.GetOnlyDynastyName];;;;;;;;;x
EVTOPTEinterregnum.6;[interregnum_claimant_4.GetTitledFirstName] [interregnum_claimant_4.GetOnlyDynastyName] will receive my vote;[interregnum_claimant_4.GetTitledFirstName] [interregnum_claimant_4.GetOnlyDynastyName] recevra ma voix;;;[interregnum_claimant_4.GetTitledFirstName] [interregnum_claimant_4.GetOnlyDynastyName] recibirá mi voto;;;;;;;;;x
EVTDESCinterregnum.8;The great council of the nobles of [interregnum_title.GetName] has concluded, and you have been backed as the heir to the [interregnum_title.GetTier]! You are promptly crowned in [interregnum_capital.Capital.GetName]'s throne room before all those assembled.;Le grand conseil des nobles de [Root.PrimaryTitle.GetName] s'est achevé et vous avez été soutenu pour devenir l'héritier de [root.PrimaryTitle.GetTier] ! Vous êtes aussitôt couronné dans la salle du trône de [Root.Capital.Capital.GetName] devant toutes les personnes rassemblées.;;;;;;;;;;;;x
EVTOPTAinterregnum.8;I promise to rule justly;Je promets de régner de manière juste;;;Prometo reinar con justicia;;;;;;;;;x
EVTDESCinterregnum.9;The great council of the nobles of [interregnum_title.GetName] has concluded, and [From.GetTitledFirstNameWithDynastyNoRegnal] has been backed as the heir to the [interregnum_title.GetTier]! [From.GetSheHeCap] is promptly crowned in [interregnum_capital.Capital.GetName]'s throne room before all those assembled.;Le grand conseil des nobles de [Root.PrimaryTitle.GetName] s'est achevé et [From.GetTitledFirstNameWithDynastyNoRegnal] a été soutenu(e) pour hériter de [Root.PrimaryTitle.GetTier] ! [From.GetSheHeCap] est aussitôt couronné(e) dans la salle du trône de [Root.Capital.Capital.GetName] devant toutes les personnes rassemblées.;;;El Gran Consejo de nobles de [Root.PrimaryTitle.GetName] ha concluido, y [From.GetTitledFirstNameWithDynastyNoRegnal] ha sido respaldado como heredero al [Root.PrimaryTitle.GetTier]! Será coronado de inmediato en la sala del trono de [Root.Capital.GetName] ante todos los reunidos.;;;;;;;;;x
EVTOPTAinterregnum.9;May [From.GetHerHis] reign be prosperous;Que son règne soit prospère;;;Que su reinado sea próspero;;;;;;;;;x
EVTDESCinterregnum.10;The great council of the nobles of [interregnum_title.PrimaryTitle.GetName] has concluded, and [FromFrom.GetFirstNameWithDynasty] has been backed as the heir to the [interregnum_title.GetTier]! [FromFrom.GetSheHeCap] is promptly crowned as [FromFrom.GetTitle] in [interregnum_capital.Capital.GetName]'s throne room before all those assembled.;Le grand conseil des nobles de [FromFrom.PrimaryTitle.GetName] s'est achevé et [FromFrom.GetFirstNameWithDynasty] a été soutenu(e) pour hériter de [FromFrom.PrimaryTitle.GetTier] ! [FromFrom.GetSheHeCap] est aussitôt couronné(e) en tant que [FromFrom.GetTitle] dans la salle du trône de [FromFrom.Capital.Capital.GetName] devant toutes les personnes rassemblées.;;;El Gran Consejo de nobles de [From.PrimaryTitle.GetName] ha concluido, y [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] ha sido respaldado como heredero al [From.PrimaryTitle.GetTier]! [FromFrom.GetSheHeCap] será coronado de inmediato en la sala del trono de [From.Capital.GetName] ante todos los reunidos.;;;;;;;;;x
EVTDESCinterregnum.10A;[interregnum_title.GetName] recently fell into a period of interregnum, with a great council of the nobles of being called to determine the heir. [FromFrom.GetFirstNameWithDynasty] has been backed as the heir to the [interregnum_title.GetTier] by this council, and has been crowned as [FromFrom.GetTitle].;Le grand conseil des nobles de [FromFrom.PrimaryTitle.GetName] s'est achevé et [FromFrom.GetFirstNameWithDynasty] a été soutenu(e) pour hériter de [FromFrom.PrimaryTitle.GetTier] ! [FromFrom.GetSheHeCap] est aussitôt couronné(e) en tant que [FromFrom.GetTitle] dans la salle du trône de [FromFrom.Capital.Capital.GetName] devant toutes les personnes rassemblées.;;;El Gran Consejo de nobles de [From.PrimaryTitle.GetName] ha concluido, y [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] ha sido respaldado como heredero al [From.PrimaryTitle.GetTier]! [FromFrom.GetSheHeCap] será coronado de inmediato en la sala del trono de [From.Capital.GetName] ante todos los reunidos.;;;;;;;;;x
EVTOPTAinterregnum.10;May [FromFrom.GetHerHis] reign be prosperous;Que son règne soit prospère;;;Que su reinado sea próspero;;;;;;;;;x
EVTDESCinterregnum.11;[Root.GetTitledFirstNameWithDynastyNoRegnal], [FromFromFrom.GetTitledFirstNameWithDynasty] has passed, leaving no blood relatives as heir to [From.PrimaryTitle.GetName]. I assure the realm a great council will be held to determine who shall inherit the [From.PrimaryTitle.GetTier], but I deem now not to be the right time.\n\nSigned,\n[From.GetFirstNameoftheHouse], [From.GetTitle] of [From.PrimaryTitle.GetName];[Root.GetTitledFirstNameWithDynastyNoRegnal], [FromFromFrom.GetTitledFirstNameWithDynasty] est mort(e), ne laissant aucun parent pour hériter de [From.PrimaryTitle.GetName]. J'ai promis au royaume qu'un grand conseil se tiendra pour déterminer qui héritera de [From.PrimaryTitle.GetTier], mais pour l'instant, ce n'est pas le bon moment.\n\nSigné,\n[From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;[Root.GetTitledFirstNameWithDynastyNoRegnal], [FromFromFrom.GetTitledFirstNameWithDynasty] ha fallecido sin dejar familiares de sangre como heredero de [From.PrimaryTitle.GetName]. Garantizo al Reino que se convocará un Gran Consejo para determinar quién debe heredar el [From.PrimaryTitle.GetTier], pero considero que no es el momento adecuado para ello.\n\nFirmado,\n[From.GetFirstName] de la Casa [From.GetOnlyDynastyName], [From.GetTitle] de [From.PrimaryTitle.GetName];;;;;;;;;x
EVTOPTAinterregnum.11;The council better be held soon;Le conseil a intérêt à être convoqué prochainement;;;El Gran Consejo se celebrará pronto;;;;;;;;;x
TOOLTIPinterregnum.8;[Root.GetFirstNameWithDynasty] is crowned. [Root.GetSheHeCap] obtained [Root.great_council_votes.GetValue] votes\n;[Root.GetFirstNameWithDynasty] est couronné(e). [Root.GetSheHeCap] a obtenu [Root.great_council_votes.GetValue] votes\n;;;[From.GetTitledFirstNameWithDynasty] ha sido coronado. Ha obtenido [From.great_council_votes.GetValue] votos\n;;;;;;;;;x
