#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
take_loan;Take Out a Loan;Contracter un emprunt auprès de la Banque de Fer.;Kredit nehmen;;Pedir un préstamo al Banco de Hierro;;;;;;;;;x
EVTDESCbankruptcy.104B;[Root.PrimaryTitle.GetFOA], I would like to politely remind you of the gold that the [loan_title.GetFullName] owes my House, and hereby request that the coin owed is paid as soon as is possible.\n\n Regards,\n[From.GetTitledFirstNameWithDynasty];[Root.PrimaryTitle.GetFOA], j'aimerais poliment vous rappeler l'or que [Root.PrimaryTitle.GetName] doit à ma maison, aussi je viens requérir le remboursement de cette dette.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName];;;[Root.PrimaryTitle.GetFOA], me gustaría recordarle cortésmente el oro que [Root.PrimaryTitle.GetName] debe a mi casa, así que vengo a reclamar la devolución de la deuda .\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName];;;;;;;;;x
EVTOPTAbankruptcy.104;Pay the money;Payer;;;Pagar el dinero;;;;;;;;;x
TOOLTIPbankruptcy.105;The loan shall be repaid in full;L'emprunt sera complètement rembourser;;;El préstamo será reembolsado en su totalidad;;;;;;;;;x
TOOLTIPbankruptcy.106;shall receive your gold and extend the loan;recevra votre or et prolongera le prêt;;;recibirá el oro y prolongará el préstamo;;;;;;;;;x
TOOLTIPbankruptcy.107;shall be informed of your default and extend the loan;sera informé de votre défaut de paiement et prolongera le prêt;;;será informado de vuestra falta de pago y prolongará el préstamo;;;;;;;;;x
TOOLTIPbankruptcy.108;The loan shall be cancelled;Le prêt sera annulé;;;El préstamo será anulado;;;;;;;;;x
EVTDESCbankruptcy.105;[Root.GetTitle] [Root.GetFirstName], I will of course honour the agreement and repay all coin owed to your House. The gold shall be sent forth to [Root.Capital.GetName] immediately.\n\n Regards,\n[From.GetTitledFirstNameWithDynasty];[Root.GetTitle] [Root.GetFirstName], j'honorerai bien entendu notre accord et vous rembourserai la totalité de la somme due à votre maison. L'or est déjà sur le chemin de [Root.Capital.GetName].\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], honraré nuestro acuerdo y os reeembolsaré la totalidad de la suma debida a vuestra casa. El oro ya está camino de [Root.Capital.GetName].\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.105;A deal well done;Une affaire rondement menée;;;Un asunto llevado a cabo sin problemas.;;;;;;;;;x
EVTDESCbankruptcy.106;[Root.GetTitle] [Root.GetFirstName], [From.PrimaryTitle.GetName] cannot presently afford to repay all coin owed to your House, but I shall of course pay you the due interest and extend the loan as agreed.\n\n Regards,\n[From.GetTitledFirstNameWithDynasty];[Root.GetTitle] [Root.GetFirstName], [From.PrimaryTitle.GetName] ne peut pas actuellement se permettre de rembourser la totalité de la somme due à votre maison, néanmoins je paierai bien entendu les intérêts et prolongerai le prêt comme convenu en pareil cas.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], [From.PrimaryTitle.GetName] no puede actualmente permitirse reembolsar la totalidad de la cantidad debida a vuestra casa, sin embargo, pagaré los intereses y prolongaré el préstamo de la manera acordada.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.106;As long as I get the coin eventually...;Tant que je revois un jour mon argent…;;;Espero ver algún día mi dinero...;;;;;;;;;x
EVTDESCbankruptcy.107;[Root.GetTitle] [Root.GetFirstName], Unfortunately me and my council have decided [From.PrimaryTitle.GetName] simply cannot afford to pay any coin to your House at this time, but rest assured you shall receive what is owed in due course.\n\n Regards,\n[From.GetTitledFirstNameWithDynasty];[Root.GetTitle] [Root.GetFirstName], malheureusement j'ai décidé avec mon conseil que [From.PrimaryTitle.GetName] ne pouvait se permettre de rembourser la moindre pièce à votre maison pour le moment, mais je peux vous assurer que vous recevrez ce qui vous est dû en temps voulu.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], desgraciadamente, he decidido con la ayuda del Consejo Privado que [From.PrimaryTitle.GetName] no se puede permitir reembolsar ni una moneda a vuestra casa por el momento, aunque os aseguro que recibirá lo adeudado en el momento adecuado.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.107;[From.PrimaryTitle.GetName] is run by fools;[From.PrimaryTitle.GetName] est dirigé par des idiots;;;[From.PrimaryTitle.GetName] está dirigido por idiotas.;;;;;;;;;x
EVTDESCbankruptcy.108;[Root.GetTitle] [Root.GetFirstName], I have decided that I do not owe any coin to anyone, and that anyone who has given gifts in the past should be glad to have offered past coin as tribute. Consider your 'loan' cancelled.\n\n Regards,\n[From.GetTitledFirstNameWithDynasty];"[Root.GetTitle] [Root.GetFirstName], j'ai décidé que, en tant que votre suzerain légitime, je ne devais aucune somme d'argent à vous ou à mes autres bannerets et que vous devriez être honoré d'avoir contribué à la bonne marche de nos terres par ce tribut. Considérez donc votre ""prêt"" comme annulé.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName]";;;"[Root.GetTitle] [Root.GetFirstName], he decidido que, como vuestro señor legítimo, no debo ninguna cantidad de dinero ni a vos ni a ningúno de mis vasallos y que deberiáis estar honrados de haber contribuido al buen funcionamiento de nuestras tierras por ese tributo. Considera vuestro ""préstamo"" cancelado.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa[From.GetOnlyDynastyName]";;;;;;;;;x
EVTOPTAbankruptcy.108;This is an outrage!;C'est une insulte !;;;Es un ultraje!;;;;;;;;;x
opinion_cancelled_loan;Cancelled Loan;A annulé un prêt;;;Ha anulado un préstamo;;;;;;;;;x
opinion_loan_default;Defaulted on Loan Payment;Défaut de paiement;;;Ha incumplido el pago de un préstamo;;;;;;;;;x
opinion_extended_loan;Extended Loan;Prêt prolongé;;;Prolongó un préstamo;;;;;;;;;x
TOOLTIPbankruptcy.109;The Loan shall be extended for another 5 years, without an interest payment;Le prêt sera prolongé pour 5 ans, sans intérêt supplémentaire;;;El préstamo será prolongado 5 años, sin interés suplementario.;;;;;;;;;x
EVTDESCbankruptcy.109;[Root.PrimaryTitle.GetFOA], I'm sure you are aware of the gold that [Root.PrimaryTitle.GetName] owes my House, and that repayment is shortly due. However, I am presently in no need of coin and hence extend the loan, so that you may benefit from it.\n\n Yours,\n[From.GetTitledFirstNameWithDynasty];[Root.PrimaryTitle.GetFOA], je suis sûr que vous êtes au courant de l'or que [Root.PrimaryTitle.GetName] doit à ma maison, et que le remboursement doit bientôt avoir lieu. Néanmoins, je n'ai actuellement pas besoin d'argent aussi par la présente je prolonge le prêt.\n\n Bien à vous,\n[From.GetTitle] [From.GetFirstName];;;[Root.PrimaryTitle.GetFOA], estoy seguro que está al corriente del oro que [Root.PrimaryTitle.GetName] debe a mi casa, y que el vencimineto está cercano. Sin embargo, no necesito actualmente el dinero, así que por la presente prolongo el préstamo.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName];;;;;;;;;x
EVTOPTAbankruptcy.109;How charitable;Que c'est charitable;;;Muy caritativo.;;;;;;;;;x
EVTDESC38071C;A [bank_envoy.GetBankEnvoyTitle] of [Root.GetLoanBank] has arrived in [Root.Capital.GetName], and [bank_envoy.GetSheHe] seems quite perturbed. [bank_envoy.GetSheHeCap] informs my court that debts owed to the bank by the [debt_capital.GetFullName] have not been honoured, and that as the current holder of this title I should compensate them for the coin lost...;Un représentant de la Banque de Fer de Braavos est arrivé à la cour, il semble quelque peu irrité. Il informe tous ceux présents que mon(a) [From.GetRootRelation] [From.GetTitle] [From.GetFirstName] n'a pas honoré ses dettes envers la banque, et qu'en tant qu'héritier je devrais les dédommager de cette perte...;;;Un representante del Banco de Hierro de Braavos llegó a la corte, parecía un poco irritado. Informó a todos los presentes que mi [From.GetRootRelation] [From.GetTitle] [From.GetFirstName] no pagó sus deudas con el banco, y que como heredero me he de hacer cargo de ellas.;;;;;;;;;x
EVTDESC38071D;An envoy from a bank has arrived in [Root.Capital.GetName], and he seems quite perturbed. He informs my court that debts owed to the bank by the [debt_capital.GetFullName] have not been honoured, and that as the current holder of this title I should compensate them for the coin lost...;Un représentant de la Banque de Fer de Braavos est arrivé à la cour, il semble quelque peu irrité. Il informe tous ceux présents que mon(a) [From.GetRootRelation] [From.GetTitle] [From.GetFirstName] n'a pas honoré ses dettes envers la banque, et qu'en tant qu'héritier je devrais les dédommager de cette perte...;;;Un representante del Banco de Hierro de Braavos llegó a la corte, parecía un poco irritado. Informó a todos los presentes que mi [From.GetRootRelation] [From.GetTitle] [From.GetFirstName] no pagó sus deudas con el banco, y que como heredero me he de hacer cargo de ellas.;;;;;;;;;x
EVTDESC38071E;A [bank_envoy.GetBankEnvoyTitle] of [Root.GetLoanBank] has arrived in [Root.Capital.GetName], and [bank_envoy.GetSheHe] seems quite angry. [bank_envoy.GetSheHeCap] claims that gold was stolen from the bank during the sacking of the city by my predecessors, and is demanding the return of the gold along with additional compensation...;Un représentant de la Banque de Fer de Braavos est arrivé à la cour, il semble quelque peu irrité. Il informe tous ceux présents que mon(a) [From.GetRootRelation] [From.GetTitle] [From.GetFirstName] n'a pas honoré ses dettes envers la banque, et qu'en tant qu'héritier je devrais les dédommager de cette perte...;;;Un representante del Banco de Hierro de Braavos llegó a la corte, parecía un poco irritado. Informó a todos los presentes que mi [From.GetRootRelation] [From.GetTitle] [From.GetFirstName] no pagó sus deudas con el banco, y que como heredero me he de hacer cargo de ellas.;;;;;;;;;x
EVTOPTB38071;I promise to repay, and will pay the interest due;;;;;;;;;;;;;x
EVTOPTA38071;I cannot afford it right now, but promise to repay;;;;;;;;;;;;;x
TOOLTIPIRONBANKMERCS;You shall be granted some mercenaries by the Iron bank;La Banque de Fer va vous envoyer quelques mercenaires en renfort.;;;El Banco de Hierro os va a enviar algunos mercenarios de refuerzo.;;;;;;;;;x
EVTOPTBbankruptcy.107;Land would be acceptable payment;Des terres constitueraient un payement acceptable;;;Las  tierras serían un pago aceptable;;;;;;;;;x
TOOLTIPbankruptcy.500;You offer to clear [This.GetTitle] [This.GetFirstName]'s debt in exchange for some land;Vous proposez au(à la) [This.GetTitle] [This.GetFirstName] d'éponger ses dettes en échange de l'octroi de terres.;;;Proponéis a [This.GetTitle] [This.GetFirstName] de saldar las deudas a cambio de otorgarle tierras.;;;;;;;;;x
EVTOPTCbankruptcy.107;Maybe [From.GetSheHe] can reduce [From.GetHerHis] powers instead?;Peut-être pourrait-[From.GetSheHe] plutôt réduire son pouvoir à la place ?;;;Podría la Corona reducir su poder a cambio?;;;;;;;;;x
TOOLTIPbankruptcy.503;You offer to clear [This.GetTitle] [This.GetFirstName]'s debt in exchange for the lowering of crown authority;Vous proposez au(à la) [This.GetTitle] [This.GetFirstName] d'éponger ses dettes en échange d'une baisse de l'autorité de la couronne.;;;Proponéis a [This.GetTitle] [This.GetFirstName] de saldar las deudas a cambio de una reducción del poder de la corona.;;;;;;;;;x
EVTOPTDbankruptcy.107;If the Faith is empowered we can wave this debt;Si la Foi venait à se renforcer, nous pourrions oublier ces dettes.;;;Si se reforzase la Fe, podríamos olvidar las deudas.;;;;;;;;;x
TOOLTIPbankruptcy.507;You offer to clear [This.GetTitle] [This.GetFirstName]'s debt in exchange for the raising the Faith's authority;Vous proposez au(à la) [This.GetTitle] [This.GetFirstName] d'éponger ses dettes en échange d'une hausse de l'autorité de la Foi.;;;Proponéis a [This.GetTitle] [This.GetFirstName] de saldar las deudas a cambio de aumentar el poder de la Fe.;;;;;;;;;x
EVTOPTEbankruptcy.107;How about I waive this debt in exchange for a favour?;Et si je renonçais à cette dette en échange d'une faveur ?;;;Y si renunciara a esta deuda a cambio de un favor?;;;;;;;;;x
TOOLTIPbankruptcy.511;You offer to clear [This.GetTitle] [This.GetFirstName]'s debt in exchange for a favour;Vous proposez au(à la) [This.GetTitle] [This.GetFirstName] d'éponger ses dettes en échange d'une faveur.;;;Proponéis a [This.GetTitle] [This.GetFirstName] de saldar las deudas a cambio de un favor.;;;;;;;;;x
EVTDESCbankruptcy.500;[Root.PrimaryTitle.GetFOA], I am sorry to hear you cannot pay me in coin at this time, but perhaps we can reach another arrangement? If you were to grant House [From.GetOnlyDynastyName] some land we would in return cancel the debt.\n\n Yours,\n[From.GetTitle] [From.GetFirstName];[Root.PrimaryTitle.GetFOA], je suis navré d'apprendre que vous êtes dans l'incapacité de me rembourser, mais peut-être pourrions-nous trouver un arrangement ? L'octroi de terres à la maison [From.GetOnlyDynastyName] pourrait nous inciter à annuler vos dettes.\n\n Bien à vous,\n[From.GetTitle] [From.GetFirstName];;;[Root.PrimaryTitle.GetFOA], me consterna saber que sois incapaces de pagarme, pero quizás podamos acordar un arreglo? Otorgar tierras a la casa [From.GetOnlyDynastyName] podría incitarnos a cancelar la deuda.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName];;;;;;;;;x
EVTOPTAbankruptcy.500;A fair deal, consider it done;Une bonne affaire, que ce soit fait !;;;Un buen acuerdo, que se haga!;;;;;;;;;x
TOOLTIPbankruptcy.501;Your debt to [This.GetTitle] [This.GetFirstName] will be cancelled;Votre dette envers le(a) [This.GetTitle] [This.GetFirstName] va être annulée.;;;Vuestra deuda con [This.GetTitle] [This.GetFirstName] será anulada.;;;;;;;;;x
EVTOPTBbankruptcy.500;No, [From.GetSheHe] will have the coin in due course;Non, [From.GetSheHe] aura son argent en temps voulu.;;;No, [From.GetSheHe] tendrá su dinero en el momento oportuno;;;;;;;;;x
EVTDESCbankruptcy.501;[Root.GetTitle] [Root.GetFirstName], your offered terms are most reasonable. I hereby grant House [Root.GetOnlyDynastyName] said lands, and in return [From.PrimaryTitle.GetName]'s debt to you shall be cancelled.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], les termes de votre offre me semblent des plus raisonnables. Par la présente j'octroie de nouvelles terres à la maison [Root.GetOnlyDynastyName] en échange les dettes de [From.PrimaryTitle.GetName] envers vous seront annulées.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], los términos de vuestra oferta me parecen de lo más razonable. Por la presente concedo nuevas tierras a la casa [Root.GetOnlyDynastyName], a cambio la deuda de [From.PrimaryTitle.GetName] será cancelada.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.501;I am satisfied;Je suis satisfait;;;Estoy satisfecho;;;;;;;;;x
EVTDESCbankruptcy.502;[Root.GetTitle] [Root.GetFirstName], I am afraid I cannot accept these terms offered. This land has been set aside for a greater purpose, you shall receive payment in coin as soon as [From.PrimaryTitle.GetName] is able.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], je crains de ne pas pouvoir accepter votre offre. Ces terres ne peuvent être cédées, vous recevrez votre payement en argent dès que [From.PrimaryTitle.GetName] en sera capable.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], me temo que no acepto vuestra oferta. Esas tierras no pueden ser cedidas, recibiréis vuestro pago cuando [From.PrimaryTitle.GetName] sea capaz.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.502;Yes, we better do;Oui, nous ferions mieux.;;;Sí, será lo mejor;;;;;;;;;x
EVTDESCbankruptcy.503;[Root.PrimaryTitle.GetFOA], I am sorry to hear you cannot pay me in coin at this time, but perhaps we can reach another arrangement? If the freedoms and liberties of the vassals of [Root.PrimaryTitle.GetName] could be extended I am sure we could in exchange cancel your debt.\n\n Yours,\n[From.GetTitle] [From.GetFirstName];[Root.PrimaryTitle.GetFOA], je suis navré d'apprendre que vous êtes dans l'incapacité de me rembourser, mais peut-être pourrions-nous trouver un arrangement ? Si les libertés des vassaux de [Root.PrimaryTitle.GetName] venaient à être accrues, je suis sûr que nous pourrions annuler cette dette en échange.\n\n Bien à vous,\n[From.GetTitle] [From.GetFirstName];;;[Root.PrimaryTitle.GetFOA], me consterna saber que sois incapaces de pagarme, pero quizás podamos acordar un arreglo? Si las libertades de los vasallos de [Root.PrimaryTitle.GetName] aumentaran, estoy seguro que podríamos anular la deuda a cambio.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName];;;;;;;;;x
EVTOPTAbankruptcy.503;I have no choice, I shall sign this into law;Je n'ai pas d'autres choix, je dois promulguer cette loi.;;;No tengo más opciones, he de promulgar esa ley.;;;;;;;;;x
EVTOPTBbankruptcy.503;No, I will not make law for coin;Non, je ne vais pas légiférer pour une poignée de pièces.;;;No, no legislaré por un puñado de monedas.;;;;;;;;;x
EVTDESCbankruptcy.504;[Root.GetTitle] [Root.GetFirstName], your offered terms are most reasonable. I hereby lower the [From.GetTitle]'s authority throughout the realm, and in return [From.PrimaryTitle.GetName]'s debt to you shall be cancelled.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], les termes de votre offre me semblent des plus raisonnables. Par la présente je réduit l'autorité du(e la) [From.GetTitle] sur le royaume, et en échange les dettes de [From.PrimaryTitle.GetName] seront annulées.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], los términos de vuestra oferta me parecen de lo más razonable. Por la presente reduzco la autoridad de [From.GetTitle] sobre el reino, a cambio, la deuda de [From.PrimaryTitle.GetName] será anulada.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.504;A deal well made;Une bonne affaire.;;;Un buen acuerdo;;;;;;;;;x
EVTDESCbankruptcy.505;[Root.GetTitle] [Root.GetFirstName], I am afraid I cannot accept these terms offered. The laws of the land cannot be bartered for gold, you shall receive payment in coin as soon as [From.PrimaryTitle.GetName] is able.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], je crains de ne pas pouvoir accepter votre offre. Les lois du royaume ne peuvent être changées pour de l'or, vous recevrez votre payement en argent dès que [From.PrimaryTitle.GetName] en sera capable.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], me temo que no puedo aceptar vuestra oferta. Las leyes del Reino no pueden ser cambiadas por oro, recibiréis vuestro pago cuando [From.PrimaryTitle.GetName] sea capaz.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTDESCbankruptcy.506;[Root.PrimaryTitle.GetFOA], we have received a decree from [FromFrom.GetTitle] [FromFrom.GetFirstName] in [FromFrom.Capital.GetName]. The [FromFrom.GetTitle] has signed a new law lowering the crown's authority in the realm. According to reports this was done in exchange for cancelling [FromFrom.PrimaryTitle.GetName]'s debt to [From.GetTitle] [From.GetFirstName] and House [From.GetOnlyDynastyName].;[Root.PrimaryTitle.GetFOA], nous avons reçu un décret du(e la) [FromFrom.GetTitle] [FromFrom.GetFirstName] en provenance de [FromFrom.Capital.GetName]. Le(a) [FromFrom.GetTitle] a signé une nouvelle loi qui réduit l'autorité de la couronne au sein du royaume. Selon nos informations, cette loi a été signée en échange de l'annulation des dettes [FromFrom.PrimaryTitle.GetName] envers [From.GetTitle] [From.GetFirstName] et la maison [From.GetOnlyDynastyName].;;;[Root.PrimaryTitle.GetFOA], hemos recibido un decreto de [FromFrom.GetTitle] [FromFrom.GetFirstName] procedente de [FromFrom.Capital.GetName]. El [FromFrom.GetTitle] ha firmado una nueva ley que reduce la autoridad de la corona en el seno del Reino. Según nuestras informaciones, esta ley ha sido ratificada a cambio de la anulación de la deuda de [FromFrom.PrimaryTitle.GetName] con [From.GetTitle] [From.GetFirstName] y la casa [From.GetOnlyDynastyName].;;;;;;;;;x
EVTOPTAbankruptcy.506;Everyone is happy it seems;Tout le monde est content.;;;Todos contentos.;;;;;;;;;x
EVTDESCbankruptcy.507;[Root.PrimaryTitle.GetFOA], The Faith is upset your House cannot pay what is owed at this time, but perhaps we can reach another arrangement? If the Faith's authority throughout the realm can be strengthened, with assurances signed into law, we in exchange can forgive this debt.\n\n Signed in sight of the gods,\nHis Holiness the High Septon;[Root.PrimaryTitle.GetFOA], la Foi est mécontente envers votre maison qui ne peut rembourser à temps ce qu'elle doit, mais peut-être pourrions-nous trouver un arrangement ? Si l'autorité de la Foi sur le royaume venait à être renforcée, et cette décision sanctionnée par une loi, nous pourrions peut-être oublier cette dette.\n\n Signé à la Lumière des Dieux,\nSa Sainteté le Grand Septon;;;[Root.PrimaryTitle.GetFOA], la Fe está descontenta de que vuestra casa no pueda devolver a tiempo lo que debe, pero podríamos encontrar un arreglo? Si la autoridad de la Fe fuera a reforzarse, podríamos olvidar esta deuda.\n\n Firmado a la luz de los Dioses,\nSu Santidad el Gran Septón;;;;;;;;;x
EVTOPTAbankruptcy.507;Yes, give the Septons these concessions;Oui, nous allons faire ces concessions envers les septons.;;;Sí, haremos esta concesión a los septones.;;;;;;;;;x
EVTOPTBbankruptcy.507;No, the Faith cannot grow to powerful;Non, la Foi ne doit pas obtenir trop de pouvoir.;;;No, la Fe no debe conseguir demasiado poder.;;;;;;;;;x
EVTDESCbankruptcy.508;Your Holiness, your offered terms are most reasonable. I will hereby sign into law new and greater powers for the Faith, and in return [From.PrimaryTitle.GetName]'s debt to you shall be cancelled.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];Votre Sainteté, les termes de votre offres semblent raisonnable. Je vais promulguer une nouvelle loi octroyant plus de pouvoirs à la Foi, et en retour les dettes de [From.PrimaryTitle.GetName] seront annulées.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;Su Santidad, los términos de su oferta me parecen razonables. Promulgaré una nueva ley otorgando más poderes a la Fe, y a cambio, la deuda de [From.PrimaryTitle.GetName] será anulada.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.508;[From.GetSheHeCap] shows piety and wisdom;[From.GetSheHeCap] fait preuve de piété et de sagesse. ;;;[From.GetSheHeCap] demuestra piedad y sabiduría.;;;;;;;;;x
EVTDESCbankruptcy.509;Your Holiness, I am afraid I cannot accept these terms offered. The laws of the land cannot be bartered for gold, you shall receive payment in coin as soon as [From.PrimaryTitle.GetName] is able.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];Votre Sainteté , je crains de ne pas pouvoir accepter votre offre. Les lois du royaume ne peuvent être changées pour de l'or, vous recevrez votre payement en argent dès que [From.PrimaryTitle.GetName] en sera capable.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;Su Santidad, me temo que no puedo aceptar vuestra oferta. Las leyes del Reino no pueden cambiarse por un poco de oro, recibiréis el pago cuando [From.PrimaryTitle.GetName] sea capaz.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.509;The faithful will be concerned with this;Les fidèles seront déçus. ;;;Los fieles se sentirán decepcionados.;;;;;;;;;x
EVTDESCbankruptcy.510;[Root.PrimaryTitle.GetFOA], we have received a decree from [FromFrom.GetTitle] [FromFrom.GetFirstName] in [FromFrom.Capital.GetName]. The [FromFrom.GetTitle] has signed a law granting extensive powers and new freedoms to the Faith and the High Septon. According to reports this was done in exchange for cancelling [FromFrom.PrimaryTitle.GetName]'s debt to the Faith.;[Root.PrimaryTitle.GetFOA], nous avons reçu un décret du(e la) [FromFrom.GetTitle] [FromFrom.GetFirstName] en provenance de [FromFrom.Capital.GetName]. Le(a) [FromFrom.GetTitle] a signé une nouvelle loi qui octroie de nouvelles libertés et de plus grands pouvoirs à la Foi et au Grand Septon. Selon nos informations, cette loi a été signée en échange de l'annulation des dettes [FromFrom.PrimaryTitle.GetName] envers la Foi.;;;[Root.PrimaryTitle.GetFOA], hemos recibido un decreto de [FromFrom.GetTitle] [FromFrom.GetFirstName] procedente de [FromFrom.Capital.GetName]. El [FromFrom.GetTitle] ha firmado una nueva ley que otorga nuevas libertades y más poderes a la Fe y al Septón Supremo. Según nuestras informaciones, esta ley ha sido ratificada a cambio de la anulación de la deuda de [FromFrom.PrimaryTitle.GetName] con la Fe.;;;;;;;;;x
EVTOPTAbankruptcy.510;I hope this proves wise;J'espère qu'il s'agissait d'une sage décision.;;;Espero que esto sea una decisión sabia.;;;;;;;;;x
EVTDESCbankruptcy.511;[Root.PrimaryTitle.GetFOA], I am sorry to hear you cannot pay me in coin at this time, but perhaps we can reach another arrangement? If you were to promise to grant me a favour in the future, I would in return cancel this debt.\n\n Yours,\n[From.GetTitle] [From.GetFirstName];[Root.PrimaryTitle.GetFOA], je suis navré(e) d'apprendre que vous êtes dans l'incapacité de me rembourser, mais peut-être pourrions-nous trouver un arrangement ?  Si vous me promettez de m'accorder une faveur dans le futur, je pourrais en échange annuler votre dette.\n\n  Bien à vous,\n[From.GetTitle] [From.GetFirstName];;;[Root.PrimaryTitle.GetFOA], me consterna saber que sois incapaces de pagarme, pero quizás podamos acordar un arreglo?  Si me prometéis un favor en el futuro, podría cancelar la deuda a cambio.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName];;;;;;;;;x
EVTOPTAbankruptcy.511;That is reasonable, I accept;Cette requête est raisonnable, j'accepte.;;;Esta petición es razonable, la acepto.;;;;;;;;;x
EVTDESCbankruptcy.512;[Root.GetTitle] [Root.GetFirstName], your offered terms are most reasonable. I hereby pledge to grant a you a favour, and in return [From.PrimaryTitle.GetName]'s debt to you shall be cancelled.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], les termes de votre offre me semblent des plus raisonnables. Par la présente, je m'engage à vous devoir une faveur et en échange, les dettes de [From.PrimaryTitle.GetName] envers vous seront annulées.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], los términos de vuestra oferta me parecen de lo más razonable. Por la presente, me comprometo a deberos un favor y a cambio, las deudas de [From.PrimaryTitle.GetName] con vos serán canceladas.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName].;;;;;;;;;x
