#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
aegons_crown;Aegon's Crown;;;;Corona de Aegon;;;;;;;;;x
book_rubies_and_iron_desc;Rubies and Iron is written by Maester Naylin. The book is named for the tendency of the warrior women from Kayakayanaya, Samyriana and Bayasabhad to wear iron rings in their nipples, and rubies in their cheeks.;;;;Hierro y rubíes es un libro escrito por el maestre Naylin. En el libro se hace referencia a la tendencia de las mujeres guerreras de Kayakayanaya, Samyriana y Bayasabhad a llevar anillos de hierro en los pezones y rubíes en sus mejillas.;;;;;;;;;x
book_signs_and_portents;Signs and Portents;;;;Señales y Portentos;;;;;;;;;x
book_signs_and_portents_desc;Signs and Portents is a book of visions written down by Daenys Targaryen, the maiden daughter of Aenar Targaryen, before the Doom of Valyria. For some time the whole book has been thought to be lost.;;;;Señales y Portentos es un libro de visiones escritas por Daenys Targaryen, la hija doncella de Aenar Targaryen, en el que se predice la Maldición de Valyria. Durante algún tiempo, se pensó que todo el libro estaba perdido.;;;;;;;;;x
book_song_of_the_sea;Song of the Sea;;;;Canción del Mar;;;;;;;;;x
book_song_of_the_sea_desc;Song of the Sea: How the Lands Were Severed. In the book, Cassander argues that the Arm of Dorne was not shattered by greenseers, but rather covered by the Song of the Sea, a slow rising of the waters.;;;;Canción del Mar, o de cómo se dividió la tierra es un libro escrito por el Archimaestre Cassander. El libro afirma que el Brazo Roto de Dorne no fue destrozado por verdevidentes sino cubierto por la Canción del Mar, un levantamiento lento de las aguas causada por una serie de largos y calurosos veranos e inviernos cortos y cálidos que derritieron el hielo congelado en las tierras al norte del Mar de los Escalofríos.;;;;;;;;;x
book_songs_the_drowned_men_sing;Songs the Drowned Men Sing;;;;Canciones que Cantan los Hombres Ahogados;;;;;;;;;x
book_songs_the_drowned_men_sing_desc;Songs the Drowned Men Sing is a book written by Maester Kirth. It discusses ironborn legends and the preachings of the drowned men.;;;;Canciones que Cantan los Hombres Ahogados es una colección de leyendas recopilada por el maestre Kirth. En ellas se sugiere que el Trono de Piedramar fue dejado en su lugar actual por unos visitantes del otro lado del Mar del Ocaso.;;;;;;;;;x
book_strange_stone;Strange Stone;;;;La Piedra Extraña;;;;;;;;;x
book_strange_stone_desc;Strange Stone is a manuscript that postulates that both the Seastone Chair and the ancient foundation of the Hightower in Oldtown were constructed by Deep Ones, a race of half-men sired by creatures of the sea upon human women.;;;;La piedra extraña es un manuscrito escrito por el maestre Theron. En este se postula, de forma vaga, que el Faro de Antigua y la piedra de la Silla de Piedramar de las Islas del Hierro son obra de una extraña raza de medio hombres deformes engendrados por criaturas del mar y mujeres humanas. Estos hombres serían la base para las leyendas actuales sobre tritones, al mismo tiempo que las criaturas del mar que los engendraron inspiraron la religión del Dios Ahogado.;;;;;;;;;x
book_summer_and_winter_annals;Summer and Winter Annals;;;;Anales del Verano y el Invierno;;;;;;;;;x
book_summer_and_winter_annals_desc;Summer and Winter Annals is a history about the Kingdom of Sarnor. Only fragments still exist.;;;;Anales del Verano y el Invierno es un libro que narra la historia del Reino de Sarnor. Sólo existen fragmentos.;;;;;;;;;x
book_true_history;True History;;;;Verdadera Historia;;;;;;;;;x
book_true_history_desc;True History is a text of the history of Westeros, presumably written by maesters. It suggests that the Battle for the Dawn and the building of the Wall occurred eight thousand years ago, rather than six thousand years.;;;;Verdadera Historia es un libro de historia ponienti, presumiblemente escrito por maestres. El texto sugiere que la Batalla por el Amanecer y la construcción del Muro ocurrieron ocho mil años atrás, en vez de seis mil años. También asegura que la Invasión Ándala comenzó cuatro mil años atrás.;;;;;;;;;x
book_watchers_on_the_wall;Watchers on the Wall;;;;Vigilantes del Muro;;;;;;;;;x
book_watchers_on_the_wall_desc;Watchers on the Wall. It includes many legends about the Nightfort. Notably, it tells the story of how Brandon the Breaker allied with the King-beyond-the-Wall Joramun, to end the thirteen-year rule of the Night's King and his corpse queen.;;;;Vigilantes del Muro es un libro escrito por el Archimaestre Harmune. El libro reúne varias leyendas del Fuerte de la Noche. Notablemente, cuenta la historia de cómo Brandon el Rompedor se alió con el Rey-Más-Allá-del-Muro Joramun para poner fin al reinado de trece años del Rey de la Noche y su reina. A partir de entonces se borró el nombre del Rey de la Noche de la historia.;;;;;;;;;x
book_wed_to_the_sea;Wed to the Sea;;;;Casada con el Mar;;;;;;;;;x
book_wed_to_the_sea_desc;Wed to the Sea, Being an Account of the History of White Harbor from Its Earliest Days is a history of White Harbor written by Yorrick, who was a maester in service to House Manderly. The text mentions the practice of blood sacrifice to the old gods.;;;;Casada con el Mar, historia de la ciudad de Puerto Blanco desde sus primeros días, es un libro escrito por el maestre Yorrick. En él se relata la práctica de los sacrificios de sangre a los Antiguos Dioses, los cuales persistieron hasta hace cinco siglos, según los predecesores del maestre Yorrick en Puerto Blanco.;;;;;;;;;x
book_winter_kings;Winter's Kings;;;;Reyes del Invierno;;;;;;;;;x
book_winter_kings_desc;Winter's Kings, or the Legends and Lineages of the Starks of Winterfell is a book about House Stark, the Kings of Winter from Winterfell. It contains s ballad alleged to tell of the time Brandon the Builder sought the aid of the children of the forest while raising the Wall.;;;;Reyes del Invierno, o Leyendas y Linajes de los Stark de Invernalia, es un libro escrito por el maestre Childer. Contiene una balada que dice que Brandon el Constructor buscó la ayuda de los hijos del bosque mientras levantaba el Muro.;;;;;;;;;x
book_wonders_made_by_man;Wonders Made by Man;;;;Maravillas Creadas por el Hombre;;;;;;;;;x
book_wonders_made_by_man_desc;Wonders Made by Man is one of the two books written by Lomas Longstrider, the famous traveller. This book records nine man-made wonders of the known world, while the second book records seven natural wonders.;;;;Maravillas Creadas por el Hombre es uno de los dos libros escritos por Lomas Pasolargo, el famoso viajero. Este libro registra nueve maravillas hechas por el hombre del mundo conocido, mientras que el segundo libro registra siete maravillas naturales.;;;;;;;;;x
book_the_world_of_ice_and_fire;The World of Ice and Fire;;;;El Mundo de Hielo y Fuego;;;;;;;;;x
book_the_world_of_ice_and_fire_desc;The World of Ice and Fire is a work on history and geography written by Maester Yandel. Its writing began after Greyjoy's Rebellion during the reign of Robert I Baratheon, and was finished during the reign of Tommen I Baratheon.;;;;El Mundo de Hielo y Fuego es una obra sobre historia y geografía escrita por el maestre Yandel. Su escritura se inició después de la Rebelión Greyjoy y durante el reinado de Robert I Baratheon, y fue terminada durante el reinado de Tommen I Baratheon.;;;;;;;;;x
glass_candle;Glass Candle;;;;Vela de Vidrio;;;;;;;;;x
glass_candle_desc;A glass candle is a candle made of obsidian. It is claimed that when the glass candles burn the sorcerers can see across mountains, seas and deserts, give men visions and dreams and communicate with one another half a world apart.;;;;Una vela de vidrio es una vela hecha de obsidiana. Se dice que cuando las velas de vidrio se queman, los hechiceros pueden ver a través de montañas, mares y desiertos, dar visiones y sueños a los hombres y comunicarse entre sí a medio mundo de distancia.;;;;;;;;;x
royce_bronze_armor;Royce Bronze Armor;;;;Armadura de Bronce de los Royce;;;;;;;;;x
royce_bronze_armor_desc;A set of ancient bronze plate armor inscribed with runes that are thought to make their wearers immune to injury. An ancestral heirloom of House Royce;;;;Un conjunto de armadura de placas de bronce antiguas inscrita con runas que se cree que hacen que sus usuarios sean inmunes a las lesiones. Una reliquia ancestral de la Casa Royce.;;;;;;;;;x
ghiscar_crown;Crown of Ghiscar;;;;Corona Ghiscari;;;;;;;;;x
ghiscar_crown_desc;An ancient crown worn by an unknown emperor of Ghiscar. Recovered from the ruins of Old Ghis.;;;;Una antigua corona usada por un emperador desconocido de Ghiscar. Recuperada de las ruinas de Viejo Ghis.;;;;;;;;;x
ghiscar_scepter;Scepter of Ghiscar;;;;Cetro Ghiscari;;;;;;;;;x
ghiscar_scepter_desc;An ancient scepter owned by an unknown emperor of Ghiscar. Recovered from the ruins of Old Ghis.;;;;Un antiguo cetro propiedad de un emperador desconocido de Ghiscar. Recuperado de las ruinas de Viejo Ghis.;;;;;;;;;x
c_artifact_rename;Artifact;;;;Artefacto;;;;;;;;;x
TOOLTIPartifactCANRENAME;Can be renamed;;;;Puede ser renombrado;;;;;;;;;x
TOOLTIPMNM.9949;Artifact management menu is presented;;;;El menú de gestión de artefactos es presentado;;;;;;;;;x
EVTDESCMNM.9949;What would you like to do with [FromFrom.GetName]?;;;;¿Qué os gustaría hacer con [FromFrom.GetName]?;;;;;;;;;x
EVTOPTAMNM.9949;Destroy;;;;Destruir;;;;;;;;;x
EVTOPTBMNM.9949;Rename;;;;Renombrar;;;;;;;;;x
EVTOPTCMNM.9949;Sell;;;;Vender;;;;;;;;;x
EVTOPTZMNM.9949;Nothing;;;;Nada;;;;;;;;;x
TOOLTIPrename_artifact;§RCustomiser DLC is required!§!\n§YINSTRUCTIONS§! To input your own name follow these instructions:\n-You will gain a Lordship/County title called §Y[FromFrom.GetName]§!\n-Rename this title to your desired new artifact name (accessible by clicking on the shield of the title)\n-You may also change the description of the artifact by inputting text into the title adjective (optional)\n-In two days an event will trigger renaming your artifact to the chosen name (the title will also be destroyed);;;;§RSe requiere el DLC de personalización del usuario!§!\n§YINSTRUCCIONES§! Para ingresar vuestro propio nombre siga estas instrucciones:\nObtendrá un título de Señorío/Condado llamado §Y[FromFrom.GetName]§!\n-Cambie el nombre de este título al nuevo nombre del artefacto deseado (accesible haciendo click en el escudo del título)\n-También puede cambiar la descripción del artefacto ingresando un nuevo texto en el adjetivo del título (opcional)\nEn dos días un evento activará el cambio de nombre de su artefacto al nombre elegido (el título también se destruirá);;;;;;;;;x
EVTDESCMNM.9950;[FromFromFrom.GetName] shall be renamed [new_artifact_name.GetName];;;;[FromFromFrom.GetName] cambiará de nombre a [new_artifact_name.GetName];;;;;;;;;x
EVTOPTBMNM.9950;Change the description as well;;;;Cambiar la descripción también;;;;;;;;;x
TOOLTIPMNM.9949SELL;You try to find a buyer for [FromFrom.GetName]. The sale would gain §G[Root.artifact_value.GetValue]§!W¤and lose §R[Root.artifact_value.GetValue]§! prestige. The artifact will also no longer be considered an heirloom of your house.;;;;Intentáis encontrar un comprador para [FromFrom.GetName]. Vendiéndolo ganaríais §G[Root.artifact_value.GetValue]§!W¤ y perderíais §R[Root.artifact_value.GetValue]§! de prestigio.;;;;;;;;;x
EVTDESCMNM.9955;A buyer has been found for the [FromFromFrom.GetName]. A minor merchant who is visiting [Root.Capital.GetName] has given the required coin to take the item away.;;;;Se ha encontrado un comprador para [FromFromFrom.GetName].Un comerciante menor que está visitando [Root.Capital.GetName] ha dado las monedas requeridas para llevarse el artículo.;;;;;;;;;x
EVTDESCMNM.9956;Unfortunately a buyer could not be found for the [FromFromFrom.GetName].;;;;Desafortunadamente no se pudo encontrar un comprador para [FromFromFrom.GetName].;;;;;;;;;x
EVTOPTBMNM.9956;Let me know when a buyer is found;;;;Hacedme saber cuando aparezca un comprador;;;;;;;;;x
TOOLTIPMNM.9956;Your advisors will let you know when a buyer is found;;;;Vuestros consejeros os harán saber cuando un comprador sea encontrado;;;;;;;;;x
EVTDESCMNM.9957;Word has reached the markets of [Root.Capital.GetName] that [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] has put [From.GetHerHis] [artifact_to_sell.GetName] up for sale.;;;;A ha llegado a los mercados de [Root.Capital.GetName] que [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] ha puesto [From.GetHerHis] [FromFromFrom.GetName] en venta.;;;;;;;;;x
EVTOPTAMNM.9957;I'll have one of my courtiers go purchase it for me;;;;Haré que uno de mis cortesanos me lo compre;;;;;;;;;x
EVTOPTBMNM.9957;I'm not interested in that;;;;No me interesa eso;;;;;;;;;x
EVTDESCMNM.9958;A buyer has been found for the [artifact_to_sell.GetName]. A representative of [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] has arrived in [Root.Capital.GetName] and has given the required coin to take the item away.;;;;Se ha encontrado un comprador para [artifact_to_sell.GetName]. Un representante de [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] ha llegado a [Root.Capital.GetName] y ha dado las monedas requeridas para comprar el artículo.;;;;;;;;;x
EVTOPTAMNM.9958;Send my regards to [From.GetTitledFirstNameNoRegnal];;;;Enviar mis saludos a [From.GetTitledFirstNameNoRegnal];;;;;;;;;x
EVTOPTBMNM.9958;I change my mind;;;;Cambié de opinión;;;;;;;;;x
EVTDESCMNM.9959;A buyer had been found for the [artifact_to_sell.GetName], but the deal could not be concluded. A representative of [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] arrived in [Root.Capital.GetName] to negotiate the sale, but the price could not be agreed.;;;;Se encontró un comprador para [artifact_to_sell.GetName], pero no se pudo cerrar el trato. Un representante de [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] llegó a [Root.Capital.GetName] para negociar la venta, pero no se llegó a un acuerdo con el precio.;;;;;;;;;x
EVTOPTAMNM.9959;I'll just have to keep trying;;;;Tendré que seguir intentándolo;;;;;;;;;x
EVTOPTDMNM.9949;View History;;;;Ver Historial;;;;;;;;;x
TOOLTIPMNM.9970;A list of past holders is presented;;;;Se presenta una lista de los propietarios anteriores;;;;;;;;;x
EVTDESCMNM.9970;The following people have held [FromFromFrom.GetName] in their lifetimes.;;;;Las siguientes personas han poseído a [FromFromFrom.GetName] en sus vidas.;;;;;;;;;x
TOOLTIPMNM.9970HOLDER;[This.GetTitledFirstNameWithDynastyAndTitle];;;;[This.GetTitledFirstNameWithDynastyAndTitle];;;;;;;;;x
arakh_tier_1;Arakh;;;;Arakh;;;;;;;;;x
arakh_tier_1_desc;An arakh is a sword commonly used by the Dothraki. It is shaped half like a sword and half like a scythe.;;;;Un arakh es una espada comúnmente utilizada por los Dothraki. Su forma es una mezcla entre espada y guadaña.;;;;;;;;;x
arakh_tier_2;Fine Arakh;;;;Arakh de Calidad;;;;;;;;;x
arakh_tier_2_desc;An arakh is a sword commonly used by the Dothraki. It is shaped half like a sword and half like a scythe.;;;;Un arakh es una espada comúnmente utilizada por los Dothraki. Su forma es una mezcla entre espada y guadaña.;;;;;;;;;x
arakh_tier_3;Exquisite Arakh;;;;Arakh Excepcional;;;;;;;;;x
arakh_tier_3_desc;An arakh of exceptional quality forged by a master craftsman. An arakh is a sword commonly used by the Dothraki. It is shaped half like a sword and half like a scythe.;;;;Un arakh de calidad excepcional forjado por un maestro artesano. Un arakh es una espada comúnmente utilizada por Dothraki. Su forma es una mezcla entre espada y guadaña.;;;;;;;;;x
String_arakh;arakh;;;;arakh;;;;;;;;;x
EVTOPTA_MNM_9122_ARAKH;A blade fit for a [Root.GetTitle], I will name it;;;;Una hoja adecuada para un [Root.GetTitle], le daré un nombre adecuado;;;;;;;;;x
TOOLTIPRENAMEARTIFACTADVICE;§YNOTE:§! Artifacts may be §Yrenamed§! using the §Yrename artifact§! option (Holy Fury DLC required);;;; §YNOTA:§! Los artefactos pueden ser §Yrenombrados o Vendidos§! para ello ves a la §Ycámara del tesoro§! y dale a destruir y acepta lo siguiente que salga para que salga la ventana (Se requiere paquete de personalización DLC);;;;;;;;;x
crystal_sword;Crystal Sword;;;;Espada de Cristal;;;;;;;;;x
crystal_sword_desc;The Others  wield thin crystal swords. The pale swords are extremely sharp, capable of moving through ringmail as if it is silk. They are alive with moonlight and have a faint blue glow to them. It is said they are made of some magical form of ice. ;;;;Los Otros empuñan espadas de cristal delgadas. Las espadas de hielo son extremadamente afiladas, capaces de moverse a través del viento y la carne como si fuera seda. Están vivas con la luz de la luna y tienen un tenue resplandor azul. Se dice que están hechas de alguna forma mágica de hielo.;;;;;;;;;x
daarios_ladies;Daario's Ladies;;;;Damas de Daario;;;;;;;;;x
daarios_ladies_desc;A Dothraki arakh and a Myrish stiletto. Their hilts are a matched pair of naked women made in gold.;;;;Un arakh Dothraki y un estilete de Myr. Sus empuñaduras son un par de mujeres desnudas hechas de oro.;;;;;;;;;x
EVTOPTH_MNM_9118;A sword of fire!!;;;;!Una espada de fuego!;;;;;;;;;x
EVTOPTH_MNM_9118_TT;This option is available because you are either §Yfire obssesed, lunatic, a Red priest, favored/chosen by R'hllor§!\nOrder a Fire Sword, a sword hardened so it can be set alight with wildfire. This weapon will give you §G+5%§! to commanded troops against §YReligious enemies§!, §G+0.3§! §YMonthly Prestige§! and §G+0.87§! §YEstimated Duel Skill§!.\n;;;;Esta opción está disponible porque estáis §Yobsesionado con el fuego, sois lunático, un Sacerdote Rojo o soisfavorecido/el elegido de R'hllor§!\nEncargar una Espada de Fuego, una espada endurecida para que pueda ser encendida con fuego. ¡Esta arma le dará §G+5%§! a las tropas comandadas contra §YEnemigos religiosos§!, §G+0.3§! de §YMPrestigio mensual§! y §G+0.87§! de §YHabilidad de duelo estimada§!.\n;;;;;;;;;x
fire_sword;Fire Sword;;;;Espada de Fuego;;;;;;;;;x
fire_sword_desc;A sword set aflame with wildfire. This can spook enemy combatants and embolden troops against religious enemies.;;;;Una espada incendiada con fuego incontrolable. Esto puede asustar a los combatientes enemigos y envalentonar a las tropas contra los enemigos religiosos.;;;;;;;;;x
stannis_crown;Stannis' Crown;;;;Corona de Stannis;;;;;;;;;x
stannis_crown_desc;A crown of red gold wrought with points that look like flames.;;;;Una corona de oro rojo forjada con puntos que parecen llamas.;;;;;;;;;x
renlys_crown;Renly's Crown;;;;Corona de Renly;;;;;;;;;x
renlys_crown_desc;A crown with golden roses girding the temple and a jade stag's head afore.;;;;Una corona con rosas doradas de oro ceñidas acla cabeza de un ciervo de jade.;;;;;;;;;x
lannister_crown;Crown of The Rock;;;;Corona de La Roca;;;;;;;;;x
lannister_crown_desc;The crown of the Lannister Kings of the Rock, surrendered to Aegon I Targaryen by King Loreon Lannister in the War of Conquest.;;;;La corona de los Lannister Reyes de La Roca, entregada a Aegon I Targaryen por el Rey Loreon Lannister en la Guerra de la Conquista.;;;;;;;;;x
falcon_crown;Falcon Crown;;;;Corona del Halcón;;;;;;;;;x
falcon_crown_desc;The Falcon Crown worn by the Kings of the Vale of Arryn before the War of Conquest. Surrendered to Queen Visenya Targaryen during the War of Conquest by Dowager Queen Sharra Arryn.;;;;La Corona del Halcón, usada por los Reyes del Valle de Arryn antes de la Guerra de la Conquista, y entregada a la Reina Visenya Targaryen durante la Guerra de la Conquista por la Reina Viuda Sharra Arryn.;;;;;;;;;x
gardener_crown;Gardener Crown;;;;Corona de Altojardín;;;;;;;;;x
gardener_crown_desc;The ancient crown of the Gardener Kings of The Reach.;;;;La antigua corona de la Casa Gardener, reyes del Dominio;;;;;;;;;x
durrandon_crown;Storm Crown;;;;Corona de Tormenta;;;;;;;;;x
durrandon_crown_desc;The ancient crown of the Durrandon Storm Kings.;;;;La antigua corona de la Casa Durrandon, reyes de Bastión de Tormentas.;;;;;;;;;x
martell_crown;Crown of Dorne;;;;Corona de Dorne;;;;;;;;;x
martell_crown_desc;The ancient crown of the Martell Princes and Princesses of Dorne.;;;;La antigua corona de la Casa Martell, Príncipes de Dorne.;;;;;;;;;x
driftwood_crown;Driftwood Crown;;;;Corona de Sal y Roca;;;;;;;;;x
driftwood_crown_desc;The crown of Salt and Rock, also referred to as the Driftwood Crown, denotes kingship over the Iron Isles, the Ironborn and their territories.;;;;Corona de Sal y Roca, también conocida como la Corona de Madera Flotante, denota el reinado sobre las Islas de Hierro, los Hijos del Hierro y sus territorios.;;;;;;;;;x
driftwood_crown_mid;Driftwood Crown;;;;Corona de Sal y Roca;;;;;;;;;x
driftwood_crown_mid_desc;The crown of Salt and Rock, also referred to as the Driftwood Crown, denotes kingship over the Iron Isles, the Ironborn and their territories.;;;;Corona de Sal y Roca, también conocida como la Corona de Madera Flotante, denota el reinado sobre las Islas de Hierro, los Hijos del Hierro y sus territorios.;;;;;;;;;x
EVTOPTI_MNM_9118;A Dornish Spear;;;;Una Lanza Dorniense;;;;;;;;;x
EVTOPTI_MNM_9118_TT;Order a Dornish Spear. This weapon will give you §G+2.5%§! to commanded §YPikemen§!, §G+0.3§! §YMonthly Prestige§! and §G+0.87§! §YEstimated Duel Skill§!.\n;;;;Encargar una Lanza Dorniense. ¡Esta arma le dará §G+2.5%§! al §YPiqueros§! que comandéis, §G+0.3§! §YPrestigio mensual§! y §G+0.87§! de §YHabilidad de duelo estimada§!.\n;;;;;;;;;x
dornish_spear;Dornish Spear;;;;Lanza Dorniense;;;;;;;;;x
dornish_spear_desc;A weapon favoured by the Dornish and used for hunting and combat, comprising a quality wooden shaft up to 10 feet long tipped with a relatively small head of steel.;;;;Un arma favorecida por los dornienses y utilizada para la caza y el combate, que comprende un mango de madera de buena calidad de hasta 10 pies de largo con una punta de acero relativamente pequeña.;;;;;;;;;x
dornish_dagger;Dornish Dagger;;;;Daga Dorniense;;;;;;;;;x
dornish_dagger_desc;An ornamental dagger in the dornish style;;;;Una daga ornamental de estilo dorniense;;;;;;;;;x
hearteater;Hearteater;;;;Comecorazones;;;;;;;;;x
hearteater_desc;Hearteater is the name King Joffrey Baratheon gave this sword on the eve of the Battle of the Blackwater. The pommel is a ruby cut in the shape of a heart between a lion's jaws. Three fullers are incised deeply in the blade.;;;;Comecorazones es el nombre que el rey Joffrey Baratheon le dio a esta espada en la víspera de la Batalla del Aguasnegras. El pomo es un rubí tallado en forma de corazón, engastado entre las fauces de un león. La hoja tiene tres vaceos profundos;;;;;;;;;x
lions_tooth;Lion's Tooth;;;;Colmillo de León;;;;;;;;;x
lions_tooth_desc;Lion's Tooth was originally Joffrey Baratheon's sword. It is a longsword proportioned to fit a twelve-year-old boy, made of gleaming blue steel, castle-forged and double-edged, with a leather grip and a gold lion's-head pommel.;;;;Colmillo de León era originalmente la espada de Joffrey Baratheon. Es una espada larga proporcionada para un niño de doce años, hecha de reluciente acero azul, forjada en el castillo y de doble filo, con empuñadura de cuero y un pomo de cabeza de león de oro.;;;;;;;;;x
jaimes_sword;Jaime Lannister's Sword;;;;Espada de Jaime Lannister;;;;;;;;;x
jaimes_sword_desc;A gilded longsword originally wielded by Jaime Lannister;;;;Una espada larga dorada originalmente manejada por Jaime Lannister.;;;;;;;;;x
needle;Needle;;;;Aguja;;;;;;;;;x
needle_desc;Needle is a small, slender sword first owned by Arya Stark. The thin sword is suitable to Arya's slight build and the style of fencing used by bravos of the Free Cities.;;;;"Aguja es una espada delgada y liviana, hecha pensando en la constitución ligera de Arya. Se adapta muy bien al estilo de esgrima conocida como ""danza del agua"" usado por los jaques de las Ciudades Libres.";;;;;;;;;x
EVTOPTJ_MNM_9118;A Myrish Stiletto;;;;Un Estilete de Myr;;;;;;;;;x
EVTOPTJ_MNM_9118_TT;Order a Myrish Stiletto. This weapon will give you §G+0.3§! §YMonthly Prestige§! and §G+0.87§! §YEstimated Duel Skill§!.\n;;;;Encargar un estilete de Myr. ¡Esta arma os dará §G+0.3§! de §YPrestigio mensual§! y §G+0.87§! de §YHabilidad de duelo estimada§!.\n;;;;;;;;;x
myrish_stiletto;Myrish Stiletto;;;;Estilete de Myr;;;;;;;;;x
myrish_stiletto_desc;A stiletto in the Myrish style, a dagger with a long slender blade and needle-like point, primarily intended as a stabbing weapon.;;;;Un estilete al estilo Myr, una daga con una hoja larga y delgada y una punta en forma de aguja, destinada principalmente para apuñalar.;;;;;;;;;x
norvoshi_longaxe;Norvoshi Longaxe;;;;Hacha Larga Norvoshi;;;;;;;;;x
norvoshi_longaxe_desc;A long-hafted version of the battle-axe. The longaxe of the norvoshi style is light enough to be wielded by one hand.;;;;Una versión de largo alcance del hacha de guerra. Las Hachas Largas Norvoshi son lo suficientemente livianas como para ser manejadas con una mano.;;;;;;;;;x
religious_scroll;Religious Scrolls;;;;Pergaminos religiosos;;;;;;;;;x
religious_scroll_desc;Ancient religious scrolls found in the ruins of a colony during its restoration;;;;Pergaminos religiosos antiguos encontrados en las ruinas de una colonia durante su restauración.;;;;;;;;;x
GetDynamicReligiousScrollName;[This.Religion.GetName] Scrolls of [This.GetName];;;;Pergaminos [This.Religion.GetName] de [This.GetName].;;;;;;;;;x
book_remnants_of_the_dragonlords;Remnants of the Dragonlords;;;;Vestigios de los Señores del Dragón;;;;;;;;;x
book_remnants_of_the_dragonlords_desc;Remnants of the Dragonlords is a work written by Archmaester Gramyon. In it, he claims that the Temple of the Lord of Light in Volantis is three times larger than the Great Sept of Baelor in King's Landing.;;;;Vestigios de los Señores del Dragón es una obra escrita por el Archimaestre Gramyon. En él, afirma que el Templo del Señor de la Luz en Volantis es tres veces más grande que el Gran Septon de Baelor en Desembarco del Rey.;;;;;;;;;x
book_the_testimony_of_mushroom;The Testimony of Mushroom;;;;El Testimonio de Hongo;;;;;;;;;x
book_the_testimony_of_mushroom_desc;The Testimony of Mushroom is an account by the court jester Mushroom. As Mushroom was the court jester, people believed him to be a lackwit. This caused the highborns to speak freely around him. The account is filled with Mushroom's tales of plots, murders, trysts, debaucheries, amongst other things. The stories are in the most explicit detail.;;;;El Testimonio de Hongo es un relato de un bufón. Como Hongo era el bufón de la corte, la gente creía que era un tonto. Esto hizo que los nobles hablaran libremente a su alrededor. Las historias están llenas de cuentos de complots, asesinatos, citas y libertinaje, entre otras cosas.;;;;;;;;;x
book_triumphs_and_defeats;Triumphs and Defeats;;;;Triunfos y Derrotas;;;;;;;;;x
book_triumphs_and_defeats_desc;Triumphs and Defeats is a book written by Archmaester Vyron. It describes that the claim that the final form of Storm's End was the seventh castle, is a clear show of influence by the Andals.;;;;Triunfos y derrotas es un libro escrito por el Archimaestre Vyron. En él Vyron supone que la afirmación de que el séptimo castillo fue la forma final de Bastión de Tormentas, es una clara muestra de la influencia de los Ándalos.;;;;;;;;;x
book_true_account_addam_duskendales_journeys;True Account of Addam of Duskendale's Journeys;;;;Verdadera Crónica de los Viajes de Addam del Valle Oscuro;;;;;;;;;x
book_true_account_addam_duskendales_journeys_desc;This book is the account of the alleged journeys of Addam of Duskendale in Bayasabhad, Samyriana, and Kayakayanaya. It provides little insight on these cities, and instead constantly reminds readers that the warrior women of these cities walk about bare-breasted and decorate their cheeks and nipples with ruby studs and iron rings.;;;;Este libro es el relato de los presuntos viajes de Addam de Valle Oscuro en Bayasabhad, Samyriana y Kayakayanaya. Proporciona poca información sobre estas ciudades, y en su lugar recuerda constantemente a los lectores que las mujeres guerreras de estas ciudades caminan desnudas y decoran sus mejillas y pezones con clavos de rubí y anillos de hierro.;;;;;;;;;x
book_inventories;Inventories;;;;Inventarios;;;;;;;;;x
book_inventories_desc;Inventories is a book written by Archmaester Thurgood which stated the existence of 227 Valyrian steel blades in all of Westeros, although some have since disappeared.;;;;Inventarios es un libro escrito por el Archimaestre Thurgood que afirmaba la existencia de 227 hojas de acero Valyrio en todo Poniente, aunque muchas han desaparecido desde entonces.;;;;;;;;;x
book_the_measures_of_the_days;The Measure of the Days;;;;La Medida de los Días;;;;;;;;;x
book_the_measures_of_the_days_desc;The Measure of the Days is a book written by Maester Nicol. He argues that seasons of the world might once have been of regular length.;;;;La Medida de los Días es un libro escrito por el maestre Nicol. Sostiene que las estaciones del mundo podrían haber sido hace mucho de longitud regular.;;;;;;;;;x
book_observations_stepstones;Observations Upon the Recent Blood-Letting on the Stepstones;;;;Observaciones sobre la Reciente Sangría en los Peldaños de Piedra;;;;;;;;;x
book_observations_stepstones_desc;Observations Upon the Recent Blood-Letting on the Stepstones is a text about the War of the Ninepenny Kings by Grand Maester Pycelle. In the work Pycelle praises the deeds of Ser Tywin Lannister and his brothers, Ser Kevan and Tygett, during the campaign in the Stepstones.;;;;Observaciones sobre la Reciente Sangría en los Peldaños de Piedra es un texto sobre la Guerra de los Reyes Nueve Peniques escrito por el Gran Maestre Pycelle. En la obra, Pycelle elogia los actos de Ser Tywin Lannister y sus hermanos, Ser Kevan y Tygett, durante la campaña en los Peldaños de Piedra.;;;;;;;;;x
book_before_the_dragons;Before the Dragons;;;;Antes de los Dragones;;;;;;;;;x
