#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
wikid;On a Quest Overseas;Dans une quête outre-mer;;;En una búsqueda en el extranjero;;;;;;;;;x
CUSTOMTOOLTIPwikidredwyne;You are a Redwyne but you didn't tell them your real name. You noticed something was wrong with the drink even before it was placed infront of you and had plenty of time to hide a dagger in your boot as well as pickpocket a guards keychain.;Vous êtes un Redwyne mais vous ne leur avez pas dit votre véritable nom. Vous avez remarqué que quelque chose ne tournait pas rond avec la boisson avant même qu'on vous tende le verre. Vous avez eu le temps de glisser une dague dans votre botte et de subtiliser une clé à l'un des gardes.;;;Eres un Redwyne pero no les dijiste tu nombre real. Notaste que algo andaba mal con la bebida, incluso antes de que la colocasen delante de ti y tenías tiempo de sobra para esconder una daga en tu bota, así como de robar un llavero de los guardias.;;;;;;;;;x
CUSTOMTOOLTIPwikidfeignillness;The poisoned drink took you by suprize but it appears as though you are wanted alive. Perhaps if [wikid_companion.GetFirstName] was to feign death to lure the guard in, you could subdue him and escape.;La boisson empoisonnée vous a prit par surprise mais il semble qu'ils vous veuillent en vie. Peut-être que si [wikid_companion.GetFirstName] feignait d'être mort(e), auriez-vous une chance d'attirer le garde dans la cellule et de le maîtriser.;;;La bebida envenenada te sorprendió pero parece que te quieren vivo. Tal vez si [wikid_companion.GetFirstName] fuera a fingir la muerte para atraer al guardia, podrías someterlo y escapar.;;;;;;;;;x
EVTTITLEwikid.67;Escape;Un endroit inconnu;;;Escape;;;;;;;;;x
EVTDESCwikid.69;The plan worked! You and [wikid_companion.GetFirstName] find an abandoned passageway in the dungeons, filled with spiderwebs and obviously untouched for hundreds of years. You follow this passage for hours until you reach a dark, square shaped corridor.;Le plan a fonctionné ! Vous et [wikid_companion.GetFirstName] avez trouvé un passage abandonné partant des cachots. Il est sombre et plein de toiles d'araignée. Vous suivez ce passage pendant des heures avant d'atteindre un sombre couloir bien mieux construit.;;;¡El plan funcionó! Tú y [wikid_companion.GetFirstName] encuentran un pasillo abandonado en las mazmorras, lleno de telarañas y obviamente intacto durante cientos de años. Sigue este pasaje durante horas hasta que llegan a un corredor oscuro y de forma cuadrada.;;;;;;;;;x
EVTOPTAwikid.69;I will continue onwards;Je vais continuer par là.;;;Continuaré adelante.;;;;;;;;;x
EVTTITLEwikid.70;Alive!;En vie !;;;¡Viva!;;;;;;;;;x
EVTDESCwikid.70;You awaken with a start, coughing violently, facedown in the sand with the surf lapping at your legs. You get to your knees and take stock of the area around you. No one else seems to be there, you realize with growing panic. Are you the sole survivor? Wait... no, there's a body washing up on shore! It's [wikid_companion.GetFirstName], but [wikid_companion.GetSheHe] is unconscious.;Vous vous réveillez d'un coup, vomissant de l'eau, la tête dans le sable et les jambes caressées par le ressac. Vous vous mettez à genou et jetez un œil autour de vous. Vous réalisez avec horreur qu'il n'y a personne autour de vous. Etes-vous le seul survivant ? Attendez ... non, il y a un corps affalé sur la plage. C'est  [wikid_companion.GetFirstName], inconscient(e).;;;Te despiertas tosiendo violentamente, boca abajo en la arena con  espuma en tus piernas. Te pones de rodillas y haces un balance del área que te rodea. Nadie parece estar por allí, te das cuenta con creciente pánico. ¿Eres el único superviviente? Espera ... ¡No!, hay un cuerpo en la orilla! Es [wikid_companion.GetFirstName], pero [wikid_companion.GetSheHe] está inconsciente.;;;;;;;;;x
EVTOPTAwikid.70;Try to wake them by pressing on their chest and breathing into their lungs;Le souvenir des instructions données par votre mestre durant votre enfance  vous revient. Vous devez appuyer sur son torse et souffler dans sa bouche.;;;Intentas despertarlo presionando sobre su pecho y respirando en sus pulmones.;;;;;;;;;x
EVTOPTBwikid.70;You run over and kick them in the side. 'Get up, you lazy wretch!';Vous courez jusqu'à lui(elle) et lui donnez un coup de pied. 'Réveille-toi, fainéant(e) !';;;Usted corre y los patea en el costado. '¡Levántate, estúpido infeliz!';;;;;;;;;x
EVTDESCwikid.71;You storm through the jungle with [wikid_companion.GetFirstName] trailing behind, struggling to keep up. You mutter continually about the cruelty of [Root.Religion.GetRandomGodName] in ruining your adventure, complaining about the heat in this damnable jungle and how the day just keeps getting worse. So caught up in your own woes, you almost miss [wikid_companion.GetFirstName]'s sudden cry for help. You glance back to see a large snake wrapping itself around your [wikid_companion.GetHerHis] legs, as [wikid_companion.GetSheHe] lies prone on the ground.;Vous traversez la jungle,  [wikid_companion.GetFirstName] derrière vous, tentant de tenir la cadence. Vous ne pouvez vous empêcher de maudire [Root.Religion.GetRandomGodName] pour avoir ruiné votre aventure. Vous vous plaignez de cette foutue jungle, et de ces jours qui s'enchaînent et qui ne vous apportent que plus de malheurs. Tout à vos jurons, vous n'entendez presque pas les appels au secours de votre compagnon(e). Vous vous retournez pour découvrir  [wikid_companion.GetFirstName] attaqué(e) par un serpent qui s'enroule autour de sa jambe.;;;Atraviesas la jungla con [wikid_companion.GetFirstName] detrás, luchando por mantener el ritmo. Murmuras continuamente sobre lo tonto que es [Root.Religion.GetRandomGodName] arruinando tu aventura, quejándote del calor en esta maldita jungla y cómo el día sigue empeorando. Tan atrapado en tus propios problemas, que casi te pierdes, oyes  el grito repentino de [wikid_companion.GetFirstName]  pidiendo ayuda. Miras hacia atrás y ves una gran serpiente envolviendo las piernas de [wikid_companion.GetHerHis].;;;;;;;;;x
EVTTITLEwikid.72;Snakes on an Island;Serpents dans la jungle;;;Serpientes en la jungla;;;;;;;;;x
EVTOPTAwikid.71;You wrestle with the snake with your bare hands;A mains nues, vous tentez de faire lâcher prise au serpent.;;;Luchas con la serpiente con tus manos desnudas.;;;;;;;;;x
EVTOPTBwikid.71;You find a large stick, and take swings at the snake;Vous cherchez autour de vous quelque chose qui pourrait faire office d'arme. Vous trouvez un bâton assez grand pour vous servir d'épée de fortune et vous commencez à frapper le serpent.;;;Buscar algo que podría ser un arma.;;;;;;;;;x
EVTOPTCwikid.71;You laugh mockingly as [wikid_companion.GetFirstName] struggles;Vous vous moquez de [wikid_companion.GetFirstName] et feignez d'être également attaqué par un serpent.;;;Te ríes burlonamente cuando [wikid_companion.GetFirstName] lucha.;;;;;;;;;x
EVTOPTDwikid.71;You take timid swipes at the snake causing it to attack wildly;Vous donnez des coups bien trop timides ce qui ne fait que rendre le serpent plus sauvage encore.;;;Le das golpes demasiados flojos que solo hacen que la serpiente se vuelva más salvaje.;;;;;;;;;x
EVTDESCwikid.72;You manage to free [wikid_companion.GetFirstName] from the jaws of the snake and you carry [wikid_companion.GetHerHim] to a nearby cave. You notice once inside the cave the walls are dark and square, it seems like a man made corridor.;Vous parvenez à libérer [wikid_companion.GetFirstName] de la morsure du serpent et le(a) trainez jusqu'à une petite grotte. A l'intérieur, vous remarquez que les murs sont sombres et taillés, comme si des mains d'hommes avaient creusé un couloir.;;;Logras liberar a [wikid_companion.GetFirstName] de las fauces de la serpiente y llevas a [wikid_companion.GetHerHim] a una cueva cercana. Observas que una vez dentro de la cueva las paredes son oscuras y cuadradas, parece un pasillo hecho por un hombre.;;;;;;;;;x
EVTTITLEwikid.72;Snakes on an Island;Serpents dans la jungle;;;Serpientes en la jungla;;;;;;;;;x
EVTOPTAwikid.72;I will continue onwards;Je vais continuer par là.;;;Continuaré adelante;;;;;;;;;x
EVTDESCwikid.251;Your young [From.GetRootRelation] [From.GetTitledFirstName] has approached you with a request. [From.GetSheHeCap] desires to travel to foreign lands, where [From.GetSheHe] says [From.GetSheHe] will stay for a number of months. This tour will perhaps make [From.GetHerHim] a better [From.GetManWoman], but [From.GetSheHe] needs coin to help [From.GetHerHim] start.;Votre jeune [From.GetRootRelation] [From.GetTitledFirstName] vous approche avec une requête. [From.GetSheHeCap] veut se rendre dans les terres étrangères pour voyager. [From.GetSheHeCap] dit qu'[From.GetSheHe] veut y rester quelques mois. Ce voyage pourrait peut-être en faire un(e) [From.GetManWoman] meilleur(e), mais [From.GetSheHe] a besoin d'argent pour une telle aventure.;;;Su joven [From.GetRootRelation] [From.GetTitledFirstName] lo aborda con una solicitud. [From.GetSheHeCap] quiere viajar a tierras extranjeras para viajar. [From.GetSheHeCap] dice que quiere quedarse por unos meses. Este viaje podría hacer que un mejor [From.GetManWoman], pero necesita dinero para una aventura así.;;;Su joven [From.GetRootRelation] [From.GetTitledFirstName] ha anunciado su deseo de viajar a tierras extranjeras, donde dice que se quedará por un número de meses. [From.GetSheHeCap] ha usado su propia riqueza para fletar un barco, y parte de [Root.Capital.GetName] en los próximos días.;;;;;;x
EVTDESCwikid.251B;Your young [From.GetRootRelation] [From.GetTitledFirstName] has announced [From.GetHerHis] desire to travel to foreign lands, where [From.GetSheHe] says [From.GetSheHe] will stay for a number of months. [From.GetSheHeCap] has used [From.GetHerHis] own wealth to charter a ship, and departs from [Root.Capital.GetName] in the coming days.;Votre jeune [From.GetRootRelation] [From.GetTitledFirstName] a fait part de sa volonté de voyager à l'étranger, où [From.GetSheHe] veut rester quelques mois. [From.GetSheHeCap] a utilisé ses propres fonds pour louer un navire et va quitter [Root.Capital.GetName] dans les prochains jours.;;;Su joven [From.GetRootRelation] [From.GetTitledFirstName] ha expresado su deseo de viajar al extranjero, donde quiere quedarse unos meses. [From.GetSheHeCap] utilizó sus propios fondos para alquilar un barco y abandonará [Root.Capital.GetName] en los próximos días.;;;;;;;;;x
EVTOPTAwikid.251;No, I will not fund this tour;Non, je ne vais pas financer ce voyage.;;;No, no financiaré este viaje;;;;;;;;;x
EVTOPTBwikid.251;I will give you the coin, good luck;Je vais te donner l'argent nécessaire. Bonne chance.;;;Te daré el dinero necesario. Buena suerte;;;;;;;;;x
EVTOPTCwikid.251;I'm sure [From.GetSheHe] will come back a better [From.GetManWoman];Je suis sûr qu'[From.GetSheHe] deviendra un(e) [From.GetManWoman] meilleur(e);;;Estoy seguro de que el se convertirá en un mejor [From.GetManWoman];;;;;;;;;x
EVTOPTDwikid.251;I will not you defiling the [Root.GetOnlyDynastyName] name abroad with your depravity!;Je ne te laisserai pas salir le nom des [Root.GetOnlyDynastyName] à l'étranger avec tes pitreries !;;;!No voy a dejarte profanar el nombre [Root.GetOnlyDynastyName] en el extranjero con tu depravación!;;;;;;;;;x
EVTOPTEwikid.251;I consent, as long as you find yourself a suitable wife;J'y consens, à la condition que tu trouves une femme convenable;;;Estoy de acuerdo, siempre que encuentres una mujer adecuada;;;;;;;;;x
EVTOPTBwikid.293;Good, I will urge [From.GetHerHim] to find a suitable spouse;Bien, je vais lui demander de trouver une épouse convenable;;;Bien, voy a instar a [De.GetHerHim] para encontrar una esposa adecuado;;;;;;;;;x
TOOLTIPwikid.274;Will attempt to find a suitable bride from a foreign realm;va tenter de trouver une épouse convenable à l'étranger;;;Intentará encontrar una esposa adecuada en el extranjero;;;;;;;;;x
EVTDESCwikid.253;After many months sailing foreign seas, your [From.GetRootRelation] [From.GetTitledFirstName] has returned from [From.GetHerHis] tour. [From.GetSheHeCap] apparently acquired a sturdy trading cog, and used [From.GetHerHis] knowledge of trade and coin to ferry goods between towns and cities. By the time of [From.GetHerHis] last voyage from [foreign_realm.Capital.GetName] to [Root.Capital.GetName], the hold of [From.GetHerHis] cog contained an abudance of exotic treasures.;Après de nombreux mois passés à naviguer en eaux étrangères, votre [From.GetRootRelation] [From.GetTitledFirstName] est revenu de son voyage. Apparemment [From.GetSheHe] a fait l'acquisition d'un robuste cogue de commerce et a fait usage de ses connaissances dans l'art du commerce pour transporter des marchandises entre les ports. Son dernier voyage entre [foreign_realm.Capital.GetName] et [Root.Capital.GetName] a laissé ses cales remplies de marchandises exotiques.;;;Después de muchos meses navegando en aguas extranjeras, su [From.GetRootRelation] [From.GetTitledFirstName] ha regresado de su viaje. Aparentemente ha adquirido conocimiento de negocios y ha utilizado su conocimiento en el arte de comerciar para transportar mercancías entre puertos. Su último viaje entre [foreign_realm.Capital.GetName] y [Root.Capital.GetName] dejó sus reservas llenas de productos exóticos.;;;;;;;;;x
EVTOPTAwikid.253;Very well done [From.GetRootRelation]!;Bien joué [From.GetRootRelation] !;;;!Muy bien hecho [From.GetRootRelation]!;;;;;;;;;x
EVTDESCwikid.254;A raven has arrived bearing a message from your [From.GetRootRelation] [From.GetTitledFirstName]. [From.GetSheHeCap] says [From.GetSheHe] is stranded in [foreign_realm.Capital.GetName], having expended all of [From.GetHerHis] coin and then abandoned by [From.GetHerHis] men. Apparently [From.GetSheHe] has been begging for free passage back home to [Root.Capital.GetName], and asks for assistance.;Un corbeau est arrivé, il est porteur d'un message de votre [From.GetRootRelation] [From.GetTitledFirstName]. [From.GetSheHeCap] dit qu'[From.GetSheHe] est coincé à [foreign_realm.Capital.GetName]. [From.GetSheHeCap] a dépensé tout son argent et a été abandonné par tous ses hommes. Apparemment [From.GetSheHe] a besoin de payer un passeur pour revenir à [Root.Capital.GetName], et demande de l'aide.;;;Un cuervo ha llegado con un mensaje de tu [From.GetRootRelation] [From.GetTitledFirstName]. [From.GetSheHeCap] dice que está varado en [foreign_realm.Capital.GetName], habiendo gastado todo el dinero y luego abandonado por sus hombres. Aparentemente ha estado pidiendo un pasaje gratuito a casa a [Root.Capital.GetName], y pide ayuda.;;;;;;;;;x
EVTOPTAwikid.254;Yes, I had better send someone to bring [From.GetHerHim] home;Oui, je ferais mieux d'envoyer quelqu'un pour le(a) ramener à la maison.;;;Sí, es mejor que envíe a alguien para llevarlo a casa.;;;;;;;;;x
EVTOPTBwikid.254;No, [From.GetSheHe] needs to fend for [From.GetHerHim]self;Non, [From.GetSheHe] doit se débrouiller tout(e) seul(e).;;;No, tiene que valerse por sí solo.;;;;;;;;;x
EVTDESCwikid.255;Vagrants and beggars are often picked up and imprisoned by the guards of [Root.Capital.GetName], and one such prisoner is more important than [FromFrom.GetSheHe] seems. The filthy [FromFrom.Culture.GetGroupName] [FromFrom.GetManWoman] claims to be [FromFrom.GetTitledFirstName] from [From.Capital.GetName], and bears a [FromFrom.GetOnlyDynastyName] seal.;Des vagabonds et des mendiants sont souvent emprisonnés par les gardes de [Root.Capital.GetName], et l'un de ces prisonniers est plus important qu'il ne semble. Le(a) dégoûtant(e) [FromFrom.GetManWoman] [FromFrom.Culture.GetGroupName] dit être [FromFrom.GetTitledFirstName] de [From.Capital.GetName], et arbore l'emblème des [FromFrom.GetOnlyDynastyName].;;;Vagabundos y mendigos a menudo son encarcelados por los guardias de [Root.Capital.GetName], y uno de estos prisioneros es más importante de lo que parece. El (a) repugnante [FromFrom.GetManWoman] [FromFrom.Culture.GetGroupName] dice que es [FromFrom.GetTitledFirstName] de [From.Capital.GetName] y tiene el emblema de [FromFrom.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAwikid.255;Clearly an adventure gone wrong;Une aventure qui a sûrement mal tournée.;;;Claramente, la aventura salió mal.;;;;;;;;;x
EVTDESCwikid.256;After spending much time touring [foreign_realm.Culture.GetGroupName] lands and cities, your [From.GetRootRelation] [From.GetTitledFirstName] has finally returned home. [From.GetSheHeCap] arrives with an extra person in tow however, a young and pretty peasant maid called [From.Spouse.GetFirstName] [From.GetSheHe] met in [foreign_realm.Capital.GetName]. Apparently they fell in love, and got married not long after!;Après avoir passé pas mal de temps à visiter les terres et cités [foreign_realm.Culture.GetGroupName], votre [From.GetRootRelation] [From.GetTitledFirstName] est finalement revenu à la maison. Cependant [From.GetSheHe] n'est pas revenu seul puisqu'[From.GetSheHe] est accompagné d'une jeune et jolie paysanne nommée [From.Spouse.GetFirstName] qu'[From.GetSheHe] a rencontré à [foreign_realm.Capital.GetName]. Apparemment ils sont tombés amoureux et se sont mariés peu après !;;;Después de pasar mucho tiempo recorriendo [foreign_realm.Culture.GetGroupName] tierras y ciudades, tu [From.GetRootRelation] [From.GetTitledFirstName] finalmente ha regresado a casa. [From.GetSheHeCap] llega con una persona extra a cuestas,  una persona bastante guapa llamada [From.Spouse.GetFirstName] se reunió en [foreign_realm.Capital.GetName]. !Aparentemente se enamoraron y se casaron no mucho después!;;;;;;;;;x
EVTOPTAwikid.256;A marriage for love, how poetic;Un mariage d'amour, comme c'est romantique !;;;Un matrimonio por amor, qué poético;;;;;;;;;x
EVTDESCwikid.257;Over the past few months your [From.GetRootRelation] [From.GetTitledFirstName] appears to have acquired a taste for [foreign_realm.Culture.GetGroupName] ways. After touring many cities and foreign courts, [From.GetSheHe] arrived at the court of [foreign_realm.GetTitledFirstName] in [foreign_realm.Capital.GetName]. [From.GetFirstName] decided [From.GetSheHe] liked life there, and has sent word [From.GetSheHe] will be staying there indefinitely.;Depuis quelques mois votre [From.GetRootRelation] [From.GetTitledFirstName] semble avoir pris goût à la culture [foreign_realm.Culture.GetGroupName]. Après avoir visité de nombreuses cités et cours étrangères, [From.GetSheHe] est arrivé à la cour de [foreign_realm.GetTitledFirstName] à [foreign_realm.Capital.GetName]. [From.GetFirstName] a décidé qu'[From.GetSheHe] appréciait la vie là-bas et a envoyé un message nous informant qu'[From.GetSheHe] allait s'y installer définitivement.;;;En los últimos meses, parece que a su [From.GetRootRelation] [From.GetTitledFirstName] le gustó la cultura [foreign_realm.Culture.GetGroupName]. Después de visitar muchas ciudades y cortes extranjeras, llegó a la corte de [foreign_realm.GetTitledFirstName] en [foreign_realm.Capital.GetName]. [From.GetFirstName] decidió que disfruta de la vida allí y envió un mensaje informándonos que se iba a establecerse allí permanentemente.;;;;;;;;;x
EVTOPTAwikid.257;Will we ever see [From.GetHerHim] again?;Le(a) reverrais-je un jour ?;;;¿Alguna vez lo veremosde nuevo ?;;;;;;;;;x
EVTDESCwikid.258;Often adventuring foreigners visit the courts of [Root.Capital.GetName], a [FromFrom.Culture.GetGroupName] named [FromFrom.GetTitledFirstNameWithDynasty] being the latest. [FromFrom.GetSheHeCap] has stayed with us for a number of months now, and seems to have become comfortable with [Root.Culture.GetGroupName] court life. So much so [FromFrom.GetSheHe] has chosen to stay and serve here indefinitely.;Il est courant que des étrangers visitent la cour de [Root.Capital.GetName], un(e) [FromFrom.Culture.GetGroupName] nommé(e) [FromFrom.GetTitledFirstNameWithDynasty] est le(a) dernier(e) en date. [FromFrom.GetSheHeCap] est ici depuis de nombreux mois désormais et semble apprécier la vie de cour [Root.Culture.GetGroupName]. Au point qu'[FromFrom.GetSheHe] a choisi de s'installer définitivement.;;;A menudo, los extranjeros y aventureros visitan la corte de [Root.Capital.GetName], y [FromFrom.Culture.GetGroupName] esta ultima le a llamado [FromFrom.GetTitledFirstNameWithDynasty] la atencion a [FromFrom.GetSheHeCap] se ha quedado con nosotros durante varios meses y parece haberse acostumbrado a la vida de la corte [Root.Culture.GetGroupName]. Tanto que ha elegido quedarse y servir aquí indefinidamente.;;;;;;;;;x
EVTOPTAwikid.258;You are of course welcome to stay!;Vous pouvez bien entendu rester ici !;;;!Por supuesto, te invitamos a quedarte!;;;;;;;;;x
EVTDESCwikid.259;[From.GetTitledFirstName], your [From.GetRootRelation] who has been adventuring in foreign lands these past months, has returned. [From.GetSheHeCap] has been soaking in strange cultures and religions in many cities and courts, and whilst in [foreign_realm.Capital.GetName] [From.GetSheHe] was especially seduced by [foreign_realm.Religion.GetName]. [From.GetSheHeCap] has arrived home to [Root.Capital.GetName] a full adherent and convert to the religion.;[From.GetTitledFirstName], votre [From.GetRootRelation] qui voyageait en terres étrangères ces derniers mois, est revenu. [From.GetSheHeCap] a baigné dans d'étranges cultures et religions dans de nombreuses cours et cités. A [foreign_realm.Capital.GetName] [From.GetSheHe] a particulièrement été séduit(e) par [foreign_realm.Religion.GetName]. [From.GetSheHeCap] est retourné à [Root.Capital.GetName], converti(e) à cette religion.;;;[From.GetTitledFirstName], ha regresado su [From.GetRootRelation] que viajó a tierras extranjeras en los últimos meses. [From.GetSheHeCap] ha estado inmerso en culturas y religiones extrañas en muchos cortes y ciudades. En [foreign_realm.Capital.GetName] fue especialmente atraído por [foreign_realm.Religion.GetName]. [From.GetSheHeCap] se vuelve a [Root.Capital.GetName], convertido a esa religión.;;;;;;;;;x
EVTOPTAwikid.259;Have you forgotten [Root.Religion.GetName]?;As-tu oublié [Root.Religion.GetName] ?;;;¿Has olvidado [Root.Religion.GetName] ?;;;;;;;;;x
EVTDESCwikid.260;[From.GetTitledFirstName], your restless adventuring [From.GetRootRelation], has arrived back in [Root.Capital.GetName] after [From.GetHerHis] foreign tour. [From.GetSheHeCap] appears to of come back a changed [From.GetManWoman], [From.GetHerHis] months of experiencing new cultures and courts having a good influence. [From.GetSheHeCap] speaks highly of the people of [foreign_realm.Capital.GetName] in particular.;[From.GetTitledFirstName], votre agité et aventureux(se) [From.GetRootRelation], est de retour à [Root.Capital.GetName] après son voyage à l'étranger. [From.GetSheHeCap] semble être un(e) [From.GetManWoman] métamorphosé(e), ces mois à découvrir de nouvelles cultures et cours ont eu une bonne influence. [From.GetSheHeCap] a beaucoup de respect pour [foreign_realm.Capital.GetName] en particulier.;;;[From.GetTitledFirstName], tu aventuro [From.GetRootRelation], ha regresado a [Root.Capital.GetName] después de la gira en el extranjero. [From.GetSheHeCap] parece haber regresado cambiado  [De.GetManWoman], de meses de experiencia de nuevas culturas y cortes teniendo una buena influencia con [From.GetSheHeCap] habla muy bien de la gente de [foreign_realm.Capital.GetName] en particular.;;;;;;;;;x
EVTOPTAwikid.260;I'm glad it was worth it for [From.GetHerHim];Je suis content que cela ait servi à quelque chose.;;;Me alegro valió la pena;;;;;;;;;x
EVTDESCwikid.261;After many months travelling across foreign lands, your [From.GetRootRelation] [From.GetTitledFirstName] has returned from [From.GetHerHis] tour. [From.GetSheHeCap] visited many prestigious princes and lords, practicing [From.GetHerHis] skills with words and people at feasts, weddings and formal audiences. A meeting with [foreign_realm.GetTitledFirstName] of [foreign_realm.PrimaryTitle.GetName] went particularly well apparently.;Après de nombreux mois de voyages à travers les terres étrangères, votre [From.GetRootRelation] [From.GetTitledFirstName] est de retour. [From.GetSheHeCap] a visité de nombreux princes et seigneurs prestigieux et a entrainé ses talents d'orateurs lors de grands festins, de mariages et lors d'audiences officielles. Une rencontre avec [foreign_realm.GetTitledFirstName] de [foreign_realm.PrimaryTitle.GetName] s'est particulièrement bien passée apparemment.;;;Después de muchos meses de viajar por tierras extranjeras, tu [From.GetRootRelation] [From.GetTitledFirstName] ha regresado de la gira. [From.GetSheHeCap] visitó muchos príncipes y señores de prestigio, practicando habilidades con palabras y personas en fiestas, bodas y audiencias formales. Una reunión con [foreign_realm.GetTitledFirstName] de [foreign_realm.PrimaryTitle.GetName] fue particularmente bien aparentemente.;;;;;;;;;x
EVTOPTAwikid.261;Quite the diplomat you have become!;Quel diplomate, tu es devenu !;;;¡Te has convertido en un diplomático!;;;;;;;;;x
EVTDESCwikid.262;[From.GetTitledFirstName], your [From.GetRootRelation] who has been adventuring in foreign lands these past months, has returned. [From.GetSheHeCap] has been busy involving [From.GetHerHim]self in court life of [foreign_realm.Culture.GetGroupName] nobles, notably spending a number of months in [foreign_realm.Capital.GetName]. There [From.GetSheHe] learnt the workings of this strange domain, and even partook in a number of petty intrigues to learn more.;[From.GetTitledFirstName], votre [From.GetRootRelation] qui voyageait à l'étranger ces derniers mois est de retour. [From.GetSheHeCap] a été impliqué(e) dans la vie de cour des nobles [foreign_realm.Culture.GetGroupName], et a notamment passé plusieurs mois à [foreign_realm.Capital.GetName]. C'est là qu'[From.GetSheHe] a découvert le fonctionnement de cet étrange endroit, prenant même part à quelques menus complots pour en apprendre plus.;;;[From.GetTitledFirstName], su [From.GetRootRelation] que ha estado aventurándose en tierras extranjeras estos últimos meses, ha regresado. [From.GetSheHeCap] ha estado ocupado involucrandose en la vida de la corte de [foreign_realm.Culture.GetGroupName] nobles, en particular pasando un número de meses en [foreign_realm.Capital.GetName]. Allí aprendió el funcionamiento de este extraño dominio, e incluso participó en una serie de pequeñas intrigas para aprender más.;;;;;;;;;x
EVTOPTAwikid.262;Welcome home;Bienvenue à la maison.;;;Bienvenido a casa;;;;;;;;;x
EVTDESCwikid.263;By all accounts, your [From.GetRootRelation] [From.GetTitledFirstName] was having a fruitful journey across strange lands and far away seas. [From.GetSheHeCap] often sent word from many cities and towns saying of the grand time [From.GetSheHe] and was having, and was last seen leaving [foreign_realm.Capital.GetName] for home. However, according to a surviving companion who made it home, their ship was attacked by pirates, leading [From.GetFirstName] to be captured!;En tout point, le voyage à l'étranger de votre [From.GetRootRelation] [From.GetTitledFirstName] a été bénéfique. [From.GetSheHeCap] a souvent envoyé des lettres très enthousiastes depuis les villes et ports qu'[From.GetSheHe] visitait. Les dernières nouvelles indiquait qu'[From.GetSheHe] se trouvait à [foreign_realm.Capital.GetName] et comptait rentrer. Mais d'après un de ses compagnons survivants qui est parvenu à rentrer, son bateau a été attaqué par des pirates et [From.GetFirstName] a été capturé(e) !;;;En todos los aspectos, el viaje al extranjero de su [From.GetRootRelation] [From.GetTitledFirstName] ha sido beneficioso. [From.GetSheHeCap] a menudo ha enviado cartas muy entusiastas desde las ciudades y puertos que visitó. Las últimas noticias indicaban que estaba en [foreign_realm.Capital.GetName] y planeaba regresar. Pero según uno de sus compañeros sobrevivientes que logró regresar, su barco fue atacado por piratas y ¡[From.GetFirstName] fue capturado!;;;;;;;;;x
EVTOPTAwikid.263;The seas are dangerous to travel;Les mers sont dangereuses.;;;Los mares son peligrosos;;;;;;;;;x
EVTDESCwikid.264;One of your subordinate ships was prowling the seas near [Root.Location.GetName] when they sucessfully boarded a lone ship and captured its crew. The noble [FromFrom.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName] is amongst the prisoners, apparently [FromFrom.GetSheHe] was sailing home after a tour of foreign lands.;L'un de vos bateaux rôdait dans les mers près de [Root.Location.GetName] lorsqu'il a abordé un bateau isolé et capturé son équipage. Le(a) noble [FromFrom.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName] fait partie des prisonniers, apparemment [FromFrom.GetSheHe] rentrait à la maison après un voyage à l'étranger.;;;Uno de tus barcos subordinados estaba rondando los mares cerca de [Root.Location.GetName] cuando abordaron con éxito un barco solitario y capturaron a su tripulación. El noble [FromFrom.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName] está entre los prisioneros, aparentemente navegaba a casa después de un recorrido por tierras extranjeras.;;;;;;;;;x
EVTOPTAwikid.264;I hope [From.GetTitledFirstName] pays a good ransom!;J'espère que [From.GetTitledFirstName] va payer une bonne rançon !;;;Espero que [From.GetTitledFirstName] pague un buen rescate!;;;;;;;;;x
EVTDESCwikid.265;Your [From.GetRootRelation] [From.GetTitledFirstName] has arrived home to [Root.Capital.GetName] from [From.GetHerHis] tour, and [From.GetSheHe] seems shaken up. After visiting many exotic places, [From.GetSheHe] arrived in [foreign_realm.Capital.GetName], and their got in a dispute with a local merchant. Apparently this led to [From.GetFirstName] being kidnapped and suffering painful injuries at the merchant's command. [From.GetSheHeCap] refuses to name this merchant.;Votre [From.GetRootRelation] [From.GetTitledFirstName] est rentré(e) à [Root.Capital.GetName] après son voyage, et [From.GetSheHe] semble bouleversé(e). Après avoir visité de nombreux endroits exotiques [From.GetSheHe] est arrivé(e) à [foreign_realm.Capital.GetName], et s'y est disputé(e) avec un marchand local. Apparemment [From.GetFirstName] a été kidnappé(e) et a souffert de terribles blessures infligées sur ordre du marchand. [From.GetSheHeCap] refuse de nommer cet homme.;;;Su [From.GetRootRelation] [From.GetTitledFirstName] ha llegado a su casa en [Root.Capital.GetName], y parece agitado. Después de visitar muchos lugares exóticos, llegó a [foreign_realm.Capital.GetName] y se metieron en una disputa con un comerciante local. Aparentemente esto llevó a que [From.GetFirstName] fuera secuestrado y sufriera heridas dolorosas a las órdenes del comerciante. [From.GetSheHeCap] se niega a nombrar a este comerciante.;;;;;;;;;x
EVTOPTAwikid.265;I'm not surprised [From.GetSheHe] made some enemies;Je ne suis pas surpris qu'[From.GetSheHe] se soit fait quelques ennemis.;;;No estoy sorprendido el hizo algunos enemigos;;;;;;;;;x
