#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nick_snow;Snow;Snow;Snow;;Nieve;;;;;;;;;x
first_night_desc;The First Night is a tradition practiced in Westeros and by Valyrians where when commoners or peasants marry, their lord or king might bed the bride on the first night. This tradition sometimes even allows kings to bed the wives of nobles on their wedding night, although this rarely takes place, as a shrewd ruler would be aware of the resentment this would cause and how easily it could make enemies.;La première nuit est une tradition pratiquée à Westeros et par les Valyriens. Lorsque les petites gens se marient, leur lord ou leur roi peut prendre la virginité de la mariée. Cette tradition peut même parfois permettre à un roi de coucher avec la femme d'un noble le soir de leur nuit de noce. Mais une telle pratique est rare, tant le risque est grand de se faire ainsi des ennemis.;;;El derecho de pernada es una tradición practicada en Poniente y en Valyria. Cuando los campesinos se casan, su señor o rey puede reclamar a la novia en la primera noche. Esta tradición permite que los reyes se lleven al lecho a las esposas de los nobles en su noche de bodas, aunque esto rara vez se lleva a cabo, ya que un gobernante astuto sería consciente del resentimiento que esto causa y la facilidad con que podía hacer enemigos.;;;;;;;;;x
first_night_0;First Night Abolished;Première Nuit abolie;;;Derecho de pernada abolido;;;;;;;;;x
first_night_0_option;Illegal;Illegale;;;Ilegal;;;;;;;;;x
first_night_0_desc;The practice of the First Night is illegal. A Lord who is caught practicing it can be punished accordingly.;La pratique de la première nuit est illégale. Un lord surpris entrain de la pratiquer peut être sanctionné.;;;La práctica del derecho de pernada es ilegal. Un Señor que sea sorprendido practicándola será castigado en consecuencia.;;;;;;;;;x
first_night_1;Legal First Night;Première nuit légale;;;Derecho de pernada legal;;;;;;;;;x
first_night_1_option;Legal;Légale;;;Legal;;;;;;;;;x
first_night_1_desc;The practice of the First Night is legal, Lords may choose to bed newly wed brides in their realm at their discretion.;La pratique de la première nuit est légale. Un lord peut choisir de prendre la virginité de toutes les femmes se mariant sur ses domaines.;;;La práctica del derecho de pernada es legal, los Señores pueden elegir tomar la virginidad de todas las mujeres que se casen en sus dominios.;;;;;;;;;x
EVTDESC76110;The practice of the First Night is fully legal in [Root.PrimaryTitle.GetName], and you are not adverse to practicing it from time to time. One peasant who you had such an encounter with has had a child, and by all accounts it looks very much like you...;La pratique de la première est totalement légale à [Root.PrimaryTitle.GetName], et vous n'êtes pas contre le fait de la pratiquer de temps en temps. Une paysanne avec laquelle vous avez couché a eu un enfant, et ce dernier vous ressemble beaucoup…;;;La práctica del derecho de pernada es totalmente legal en [Root.PrimaryTitle.GetName], y vos no sois contrario a practicarla de vez en cuando. Una campesina con la que tuviste un encuentro ha tenido un hijo, y ciertamente se parece mucho a vos…;;;;;;;;;x
EVTOPTA76110;That is not my child;Ce n'est pas mon enfant.;;;Ese no es mi hijo;;;;;;;;;x
EVTOPTB76110;Yes, I acknowledge it as mine;Oui, c'est bien le mien.;;;Sí, lo reconozco como mío;;;;;;;;;x
EVTOPTC76110;I shall legitimise it;Je vais le légitimer.;;;Voy a legitimarlo;;;;;;;;;x
EVTDESC76111;It seems your [From.GetRootRelation] [From.GetTitledFirstName] has been eagerly claiming his right to the First Night of many [Root.GetPeasantNamePlural] in [Root.Capital.GetName], for one of his encounters has resulted in a child. He has claimed the child as his own and brought it into the household.;Il semble que votre [From.GetRootRelation] [From.GetTitledFirstName] ne s'est pas gardé de faire valoir ses droits de première nuit envers de nombreuses paysannes de [Root.Capital.GetName], puisque l'une de ces femmes a mis au monde un enfant. Il l'a reconnu et l'a pris avec lui.;;;Parece que Vuestr[From.GetOA] [From.GetRootRelation] [From.GetTitledFirstName] ha estado reclamando ansiosamente su derecho de pernada a muchos campesinos en [Root.Capital.GetName]. Uno de sus encuentros se ha transformado en un niño. Ha reclamado el hijo como suyo y se lo llevó a su Casa.;;;;;;;;;x
abolished_first_night;Abolished First Night;A aboli la première nuit;;;Ha abolido el derecho de pernada;;;;;;;;;x
opinion_abolished_first_night_bad;Abolished First Night;A aboli la première nuit;;;Ha abolido el derecho de pernada;;;;;;;;;x
opinion_abolished_first_night_good;Abolished First Night;A aboli la première nuit;;;Ha abolido el derecho de pernada;;;;;;;;;x
legalised_first_night;Legalised First Night;A légalisé la première nuit;;;Ha legalizado el derecho de pernada;;;;;;;;;x
opinion_legalised_first_night_good;Legalised First Night;A légalisé la première nuit;;;Ha legalizado el derecho de pernada;;;;;;;;;x
opinion_legalised_first_night_bad;Legalised First Night;A légalisé la première nuit;;;Ha legalizado el derecho de pernada;;;;;;;;;x
claimed_first_night;First Night Claimed;Fait valoir la première nuit;;;Ha reclamado el derecho de pernada;;;;;;;;;x
EVTOPT76111;Another [From.GetOnlyDynastyName] seed;Une autre graine [From.GetOnlyDynastyName];;;Otra semilla [From.GetOnlyDynastyName];;;;;;;;;x
TOOLTIPEVTOPTA76110;[This.GetFirstName] is denounced, becoming fatherless\n;[This.GetFirstName] n'est pas reconnu(e) et n'a donc plus de père\n;;;[This.GetFirstName] ha sido repudiad[This.GetOA], convirtiéndose en huérfan[This.GetOA]\n;;;;;;;;;x
opinion_confirmed_first_night;Enforced Lord's Right to the First Night;Première nuit forcée;;;Impuesto el derecho de pernada;;;;;;;;;x
opinion_restricted_first_night;Restricted Lord's Right to the First Night;Première nuit interdite;;;Restringido el derecho de pernada;;;;;;;;;x
EVTDESCbastard.1;My husband [From.GetFirstName] is dead, leaving my [Root.Liege.GetSonDaughter] [Root.Liege.GetFirstName] to rule as the new [Root.Liege.GetTitle]. [From.GetFirstName] was a known adulterer however, siring many bastards on harlots throughout the realm. These bastards could pose a threat to my [Root.Liege.GetSonDaughter]'s rule.;Mon mari [From.GetFirstName] est mort, laissant ma [Root.Liege.GetSonDaughter] [Root.Liege.GetFirstName] régnante en tant que nouvelle [Root.Liege.GetTitle]. [From.GetFirstName] était connu pour être fort volage, engendrant beaucoup de bâtards avec les prostituées partout dans le royaume. Ces bâtards pourraient constituer une menace pour l'autorité de ma [Root.Liege.GetSonDaughter].;;;Mi esposo [From.GetFirstName] ha muerto, dejando a mi [Root.Liege.GetSonDaughter] [Root.Liege.GetFirstName] como [Root.Liege.GetElLa] nuev[Root.Liege.GetOA] [Root.Liege.GetTitle]. Sin embargo, [From.GetFirstName] era un adúltero conocido, y engendro muchos bastardos con rameras en todo el reino. Estos bastardos podrían representar una amenaza para el reinado de mi [Root.Liege.GetSonDaughter].;;;;;;;;;x
EVTOPTAbastard.1;Have them all eliminated!;Les éliminer tous !;;;¡Eliminadlos a todos!;;;;;;;;;x
TOOLTIPbastard.1;[This.GetFirstNameWithNick] is targetted\n;[This.GetFirstNameWithNick] est ciblé\n;;;[This.GetFirstName WithNick] es fijado como objetivo\n;;;;;;;;;x
TOOLTIPbastard.2;The murders are undiscovered;Les meurtres restent cachés;;;Los asesinatos no son descubiertos;;;;;;;;;x
TOOLTIPbastard.3;The murders are discovered;Les meurtres sont découverts;;;Los asesinatos son descubiertos;;;;;;;;;x
EVTOPTBbastard.1;I will leave them be;Je vais laisser ainsi;;;Los dejaré en paz;;;;;;;;;x
EVTDESCbastard.2;The killings went as planned. Your most trusted men went around the brothels and houses of [Root.Liege.Capital.GetName] to discreetly murder any child suspecting of being an unacknowledged bastard of [FromFrom.GetTitledFirstNameNoRegnal], and their mothers for good measure. The more notable bastards have also been slayed without your name being implicated.;Les tueries se sont déroulées comme prévu. Vos hommes les plus dignes de confiance se sont promenés dans les maisons closes de [Root.Liege.Capital.GetName] pour assassiner discrètement tout enfant soupçonnant d'être un bâtard non reconnu de [FromFrom.GetTitledFirstNameNoRegnal] et de leur mère. Les bâtards les plus remarquables ont aussi été tués sans que votre nom soit impliqué.;;;Los asesinatos fueron según lo planeado. Vuestros hombres más confiables recorrieron los burdeles y las casas de [Root.Liege.Capital.GetName] para asesinar discretamente a cualquier niño que se sospechara fuera un bastardo no reconocido de [FromFrom.GetTitledFirstNameNoRegnal], y a sus madres, por si acaso. Los bastardos más notables también han sido asesinados sin que vuestro nombre esté implicado.;;;;;;;;;x
EVTOPTAbastard.2;This was neccessary to ensure my [Root.Liege.GetSonDaughter]'s position!;Cela a été nécessaire pour assurer la position de ma [Root.Liege.GetSonDaughter];;;!Fue necesario para asegurar la posición de mi [Root.Liege.GetSonDaughter]!;;;;;;;;;x
EVTDESCbastard.3;Some of your select men went around the brothels and houses of [Root.Liege.Capital.GetName] to murder any child suspecting of being an unacknowledged bastard of [FromFrom.GetTitledFirstNameNoRegnal], and their mothers for good measure. Word has got out that you are behind all the murders however!;Certains de vos hommes choisis ont fait le tour des maisons closes et des maisons de [Root.Liege.Capital.GetName] pour assassiner tout enfant soupçonnant d'être un bâtard non reconnu de [FromFrom.GetTitledFirstNameNoRegnal], et leurs mères pour bonne mesure. Cependant, le peuple sait que vous êtes derrière tous les meurtres !;;;Algunos de vuestros hombres recorrieron los burdeles y las casas de [Root.Liege.Capital.GetName] para asesinar a cualquier niño que se sospechara fuera un bastardo no reconocido de [FromFrom.GetTitledFirstNameNoRegnal], y a sus madres. ¡Sin embargo, se ha corrido la voz de que estáis detrás de todos los asesinatos!;;;;;;;;;x
EVTOPTAbastard.3;Fools and traitors!;Fous et traîtres !;;;¡Tontos y traidores!;;;;;;;;;x
EVTDESCbastard.5;[From.GetFirstNameWithNick] managed to escape the clutches of your men and has fled into exile in [From.Liege.Capital.GetName]!;[From.GetFirstNameWithNick] a réussi à échapper aux griffes de vos hommes et a fui en exil dans [From.Liege.Capital.GetName] !;;;![From.GetFirstNameWithNick] logró escapar de las garras de vuestros hombres y huyó al exilio en [From.Liege.Capital.GetName]!;;;;;;;;;x
EVTOPTAbastard.5;I will eliminate that renegade eventually!;Je vais finir par éliminer le renégat !;;;¡Eliminaré eventualmente a ese renegado!;;;;;;;;;x
EVTDESCbastard.6;One of [FromFromFrom.GetTitledFirstNameNoRegnal]'s previously unknown bastards managed to escape the men sent throughout [Root.Liege.Capital.GetName] to kill [escaped_bastard.GetHerHim] off. This traitor, who goes by the name of [escaped_bastard.GetFirstNameWitchNick], has fled to [escaped_bastard.Liege.Capital.GetName] and is now claiming [FromFromFrom.PrimaryTitle.GetName].;Un des bâtards inconnu de [FromFromFrom.GetTitledFirstNameNoRegnal] a réussi à échapper aux hommes envoyés à travers [Root.Liege.Capital.GetName] pour tuer [escaped_bastard.GetHerHim]. Ce traître, qui va par le nom de [escaped_bastard.GetFirstNameWitchNick], a fui vers [escapade_bastard.Liege.Capital.GetName] et revendique maintenant [FromFromFrom.PrimaryTitle.GetName].;;;Uno de los bastardos anteriormente desconocidos de [FromFromFrom.GetTitledFirstNameNoRegnal] logró escapar de los hombres enviados a [Root.Liege.Capital.GetName] para matarlo. Este traidor, que se conoce con el nombre de [escaped_bastard.GetFirstNameWitchNick], ha huido a [escaped_bastard.Liege.Capital.GetName] y ahora está reclamando [FromFromFrom.PrimaryTitle.GetName].;;;;;;;;;x
EVTOPTAbastard.6;This is unacceptable!;C'est inacceptable !;;;¡Esto es inaceptable!;;;;;;;;;x
EVTDESCbastard.7;My [From.GetRootRelation] [From.GetTitledFirstNameNoRegnal] seems to have acted ruthlessly upon the succession of [From.GetHerHis] [From.Liege.GetSonDaughter] to [FromFromFrom.PrimaryTitle.GetName] after the death of [FromFromFrom.GetTitledFirstNameNoRegnal]. [From.GetSheHeCap] has had [From.GetHerHis] men slay all possible bastards of the late [FromFromFrom.GetTitle] they could find, even killing their mothers. The people of [From.Liege.Capital.GetName] were appalled at the series of murders.;Mon [From.GetRootRelation] [From.GetTitledFirstNameNoRegnal] semble avoir agi impitoyablement sur la succession de [From.GetHerHis] [From.Liege.GetSonDaughter] à [FromFromFrom.PrimaryTitle.GetName] après la mort de [FromFromFrom.GetTitledFirstNameNoRegnal]. [From.GetSheHeCap] a embauché des hommes [From.GetHerHis] pour tuer tous les bâtards possibles [FromFromFrom.GetTitle] allant jusqu’à tuer leurs mères. Les gens de [From.Liege.Capital.GetName] ont été consternés par la série de meurtres.;;;Mi [From.GetRootRelation] [From.GetTitledFirstNameNoRegnal] parece haber actuado sin piedad en la sucesión de su [From.Liege.GetSonDaughter] como [FromFromFrom.PrimaryTitle.GetName] después de la muerte de [FromFromFrom.GetTitledFirstNameNoRegnal]. [From.GetSheHeCap] ha ordenado a sus hombres asesinar a todos los posibles bastardos que pudieron encontrar del último [FromFromFrom.GetTitle], incluso asesinando a las madres de los bastardos. Las gentes de [From.Liege.Capital.GetName] están horrorizadas ante la serie de asesinatos.;;;;;;;;;x
EVTOPTAbastard.7;This is shocking!;C'est choquant !;;;¡Esto es impactante!;;;;;;;;;x
TOOLTIPbastard.501B;On [Root.GetTitledFirstNameNoRegnal]'s death, an heir from House [Root.GetOnlyDynastyName] will be selected to inherit [Root.PrimaryTitle.GetName]\n;;;;Con la muerte de [Root.GetTitledFirstNameNoRegnal], se seleccionará a un heredero de la Casa [Root.GetOnlyDynastyName] para heredar [Root.PrimaryTitle.GetName]\n;;;;;;;;;x
legitimize_bastard;Obtain Legitimisation;;;;Obtener legitimación;;;;;;;;;x
legitimize_bastard_desc;Have your bastard [Root.GetSonDaughter] [Root.GetTitledFirstNameNoRegnal] declared your legitimate child. Usually only a king can legitimise a bastard.;;;;Hacer que vuestr[Root.GetOA] [Root.GetSonDaughter] bastard[Root.GetOA] [Root.GetTitledFirstNameNoRegnal] sea declarad[Root.GetOA] vuestr[Root.GetOA] [Root.GetSonDaughter] legítim[Root.GetOA]. Por lo general, solo un rey puede legitimar a un bastardo.;;;;;;;;;x
TOOLTIPlegitimize_bastardONGOING;Is NOT already requesting a legitimisation;;;;NO está solicitando una legitimación;;;;;;;;;x
TOOLTIP301LEGITREQUEST;[This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] will consider your legitimisation request;;;;[This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] considerará vuestra solicitud de legitimación;;;;;;;;;x
EVTOPTA301B;Ask for Legitimisation;;;;Pedir la legitimación;;;;;;;;;x
TOOLTIPlegit_bastard_fail;§RYou currently have no liege you can ask for legitmisation§!;;;;§¡En la actualidad no tenéis ningún señor al que pedir la legitimización§!;;;;;;;;;x
