#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
wedding_0;Host a Wedding feast;Organiser un banquet de mariage;;;Organizar una boda;;;;;;;;;x
EVTDESC180543;During [From.GetTitledFirstName]'s wedding, a servant spilled [From.GetAlcoholicDrink] all over my finest garb ruining its white fabric completely. I grabbed my knife and cut his throat, then returned to my seat and kept eating.;Lors du mariage de [From.GetTitledFirstName], un serviteur a renversé du vin sur mon beau doublet, en ruinant le tissu blanc. J'ai sorti mon couteau et tranché sa gorge, puis je suis retourné m'asseoir pour finir de manger. ;;;En la boda de [Root.GetTitledFirstName], un criado derramó el vino sobre mi precioso jubón, arruinando el tejido blanco. Saqué mi cuchillo y  le corté la garganta y me volví a sentar para acabar de comer. ;;;;;;;;;x
EVTDESC180543DOTHRAKI;During [From.GetTitledFirstName]'s wedding, a servant spilled drink all over my finest painted leather vest ruining its look completely. I grabbed my arakh and cut his throat, then returned to my seat and kept eating.;Lors du mariage de [From.GetTitledFirstName], un serviteur a renversé du kéfir sur ma belle veste de cuir peinte, la ruinant totalement. J'ai sorti mon arakh et tranché sa gorge, puis je suis retourné m'asseoir pour finir de manger.;;;Durante la boda de [From.GetTitledFirstName], un sirviente derramó la bebida por todo mi mejor chaleco de cuero pintado arruinándolo por completo. Agarré mi arakh y le corté la garganta, y luego volví a mi asiento y seguí comiendo.;;;;;;;;;x
EVTOPTA180543;I should have made him pay for the garb before I killed him;Peut-être aurais-je dû lui demander de me repayer un nouveau doublet avant de le tuer. ;;;Tal vez debería haberle pedido que me pagara un jubón nuevo antes de matarle. ;;;;;;;;;x
EVTTOOLTIP180544;[This.GetTitledFirstName] reacts to the killing of [This.GetHerHis] servant;[This.GetTitledFirstName] réagit à la mort de son serviteur ;;;[This.GetTitledFirstName] reacciona a la muerte de su criado;;;;;;;;;x
EVTDESC180544;At the feast, [From.GetTitledFirstName] cut the throat of one of the servants when the clumsy man spilled [Root.GetAlcoholicDrink] over [From.GetHerHis] garb!;[From.GetTitledFirstName] a coupé la gorge à l'un de mes serviteurs lorsque le maladroit a renversé du vin sur son doublet !;;;[From.GetTitledFirstName] ha cortado la garganta a uno de mis criados al derramarle el vino sobre el jubón!;;;;;;;;;x
EVTDESC72056;At the feast, [From.GetTitledFirstName] cut the throat of one of the servants when the clumsy man spilled [Root.GetAlcoholicDrink] over [From.GetHerHis] garb!;[From.GetTitledFirstName] a coupé la gorge à l'un de mes serviteurs lorsque le maladroit a renversé du vin sur son doublet !;;;[From.GetTitledFirstName] ha cortado la garganta a uno de mis criados al derramarle el vino sobre el jubón!;;;;;;;;;x
EVTDESC180544DOTHRAKI;[From.GetTitledFirstName] cut the throat of one of my servants with [From.GetHerHis] arakh when the fool spilled drink over [From.GetHerHis] painted leather vest!;[From.GetTitledFirstName] a tranché la gorge à l'un de mes serviteurs de son arakh lorsque le maladroit a renversé du vin sur sa veste de cuir !;;;[From.GetTitledFirstName] cortó la garganta de uno de mis sirvientes con su arakh cuando el estúpido le derramó la bebida por todo su chaleco de cuero pintado!;;;;;;;;;x
EVTOPTA180544;Imprison [From.GetTitledFirstName]!;Emprisonnez [From.GetTitledFirstName] !;;;Encarcelad a [From.GetTitledFirstName]!;;;;;;;;;x
EVTOPTB180544;[From.GetSheHeCap] did the right thing;[From.GetSheHeCap] a agit de la bonne manière;;;[From.GetSheHeCap] actuó de la manera correcta;;;;;;;;;x
EVTOPTC180544;Bribe the servants to keep their mouth shut;Payer les serviteurs pour qu'ils se taisent;;;Pagar a los criados para que guarden silencio.;;;;;;;;;x
EVTOPTD180544;What is another death at a wedding?;Qu’est-ce qu’une mort de plus lors d’un mariage ?;;;Qué es otra muerte en un boda?;;;;;;;;;x
EVTDESC180545;My liege had me imprisoned for the murder of one of his servants..;Mon suzerain m'a emprisonné pour le meurtre de l'un de ses serviteurs…;;;Mi Señor me ha encarcelado por la muerte de uno de sus criados...;;;;;;;;;x
EVTOPTA180545;He will pay for this!;Il payera pour ça !;;;Pagará por esto!;;;;;;;;;x
EVTDESC180546;After having been insulted and been the butt of the jokes for far too long, my patience with my court jester was beginning to run out. One last joke and I don't know what I will do...;Après avoir été pendant trop longtemps la cible des insultes et des moqueries, ma patience avec mon nain bouffon commence à s'essoufler. Une autre blague et je ne répondrai plus de mes actes... ;;;Tras haber sido durante un largo tiempo el objetivo de insultos y burlas, mi paciencia con mi bufón enano comienza a agotarse. Otra broma más y no respondo de mis actos... ;;;;;;;;;x
EVTOPTA180546;That's it! Off to prison with you!;C’en est trop ! En prison!;;;Ya es suficiente! A prisión!;;;;;;;;;x
EVTTOOLTIP180547;reacts to [Root.GetTitledFirstName] imprisoning [Root.GetHerHis] own jester;réagit à [Root.GetTitledFirstName] emprisonnant son propre bouffon;;;reacciona a [Root.GetTitledFirstName] encarcelando a su propio bufón.;;;;;;;;;x
EVTOPTB180546;I really shouldn't let him get on my nerves like this;Je ne devrais vraiment pas le laisser jouer avec mes nerfs comme ça;;;No debería dejarle jugar con mis nervios de esta forma.;;;;;;;;;x
EVTTOOLTIP180548;reacts to how graciously [Root.GetTitledFirstName] puts up with [Root.GetHerHis] jester's jokes;réagit à la façon gracieuse avec laquelle [Root.GetTitledFirstName] supporte les blagues de [Root.GetHerHis];;;reacciona de forma graciosa con la que [Root.GetTitledFirstName] soporta las bromas del bufón de la corte.;;;;;;;;;x
EVTDESC180547;It did not surprise me when [From.GetTitledFirstName] lost his temper when [From.GetHerHis] jester told a particularily nasty joke about [From.GetHerHim]. [From.GetTitledFirstName] bellowed for [From.GetHerHis] guards to drag the jester down to the dungeons.;Cela ne m'a pas supris lorsque [From.GetTitledFirstName] a perdu son sang-froid quand son bouffon a fait une blague particulièrement méchante sur sa personne. [From.GetTitledFirstName] a fait venir ses gardes pour qu'ils emmènent le nain aux cachots. ;;;No me sorprendió cuando [From.GetTitledFirstName] perdió la calma cuando su bufón hizo una broma particularmente desagradable a su persona. [From.GetTitledFirstName] llamó a los guardias para que encerraran al bufón.;;;;;;;;;x
EVTOPTA180547;Though, it was not suitable to throw the jester into the dungeon;Tout de même, il n'y avait pas là de quoi jeter le bouffon aux cachots;;;Aún así, no es suficiente para encerrar al bufón en las mazmorras.;;;;;;;;;x
EVTDESC180548;[Root.GetTitledFirstName]'s patience with the jokes [From.GetHerHis] jester told about [From.GetHerHim] was remarkable! A lesser [From.GetManWoman] would surely thrown the jester into [From.GetHerHis] dungeon.;La patience de [Root.GetTitledFirstName] avec les blagues de son bouffon était remarquable ! Un(e) [From.GetManWoman] plus susceptible aurait jeté le bouffon aux cachots. ;;;La paciencia de [Root.GetTitledFirstName] con las bromas de su bufón fue notable! Otra persona más susceptible habría encerrado al bufón en la cárcel.;;;;;;;;;x
EVTOPTA180548;[Root.GetTitledFirstName], I applaud your patience;[Root.GetTitledFirstName], j'applaudis votre patience;;;[Root.GetTitledFirstName], aplaudo vuestra paciencia.;;;;;;;;;x
EVTDESC180549;I made sure the most beautiful lady would be my dinner partner and during the feast I kept refilling both our [FromFrom.GetAlcoholicDrink] glasses. My charm and my winning smile made it impossible for her to stay unresponsive, it didn't take long until she looked at me with more than interest in her eyes...;Je me suis assuré que la plus belle des dames serait à côté de moi durant le banquet et je n'ai cessé de remplir nos deux verres de vin. Elle n’a rien pu faire contre mon charme et mon sourire éclatant, et cela ne prit pas longtemps avant qu'elle ne me regarde avec plus que de l'intérêt dans les yeux... ;;;Me aseguré de que la más bella dama estubirea a mi lado durante el banquete y no he cesado de rellenar nuestras jarras de vino. Ella no ha podido hacer nada contra mi encanto y mi brillante sonrisa, y no ha pasado mucho tiempo hasta que me empezó a mirar con algo más que interés en sus ojos...;;;;;;;;;x
EVTOPTA180549;I like to flirt, but I wouldn't do anything more than that;J'aime courtiser, mais je ne ferais rien de plus que ça;;;Me gusta cortejar, pero no haré nada más que esto.;;;;;;;;;x
EVTOPTB180549;I'd like to show you the castle, especially my bedchamber...;J'aimerais vous montrer le château, et plus particulièrement ma chambre à coucher…;;;Me gustaría enseñarte el castillo, sobre todo mi dormitorio...;;;;;;;;;x
EVTTOOLTIP180550;[Root.GetTitledFirstName] gives [This.GetTitledFirstName] a tour of the castle and [Root.GetHerHis] bedchamber especially...;[Root.GetTitledFirstName] fait faire un tour du château à [This.GetTitledFirstName] et plus particulièrement de sa chambre à coucher… ;;;[Root.GetTitledFirstName] le enseñó el castillo a [This.GetTitledFirstName] y más concretamente su dormitorio...;;;;;;;;;x
EVTDESC180550;[From.GetTitledFirstName] took me on a quick tour of [From.GetHerHis] castle and we ended up in [From.GetHerHis] bedchamber...;[From.GetTitledFirstName] m'a fait faire un tour rapide de son château pour finir dans sa chambre à coucher…;;;[From.GetTitledFirstName] me enseñó rápidamente el castillo para acabar en su dormitorio...;;;;;;;;;x
EVTOPTA180550;[From.GetFirstName] kissed me and I kissed [From.GetHerHim] back and we ended up in the bed...;[From.GetFirstName] m'a embrassé et je lui ai rendu son baiser avant de finir au lit… ;;;[From.GetFirstName] me besó y yo le devolví el beso antes de acabar en la cama...;;;;;;;;;x
EVTTOOLTIP180551;A night of passion came with a prize...;Une nuit de passion a un prix…;;;Una noche de pasión con premio...;;;;;;;;;x
EVTOPTB180550;We should return to the others now...;Nous devrions retourner avec les autres maintenant…;;;Deberíamos regresar con los otros cuanto antes...;;;;;;;;;x
EVTDESC180551;The night of passion [From.GetTitledFirstName] and I shared resulted in an unwanted pregnancy, and [From.GetHerHis] husband [From.Spouse.GetTitledFirstName] is not happy about the news...;La nuit de passion que j'ai partagé avec [From.GetTitledFirstName] a résulté en une grossesse non désirée, et son mari [From.Spouse.GetTitledFirstName] ne l'a guère apprécié… ;;;La noche de pasión que compartí con [From.GetTitledFirstName] ha resultado en un embarazo no deseado, y su marido [From.Spouse.GetTitledFirstName] no lo ha notado...;;;;;;;;;x
EVTOPTA180551;I don't regret that night...;Je ne regrette pas cette nuit...;;;No me arrepiento de esa noche...;;;;;;;;;x
EVTDESC180552;I saw the most beautiful girl at the feast and I decided I would try to charm her. She responded to my advances and started making her own, should I take this further?;J'ai vu la plus belle femme du banquet et j'ai décidé de tenter de la charmer. Elle y a répondu et a commencé à me faire des avances, dois-je aller plus loin ?;;;Vi a la más bella dama del banquete y decidí intentar cortejarla. Ella respondió y empezó a coquetear, debería ir más lejos?;;;;;;;;;x
EVTOPTA180552;It's fun to flirt;C'est amusant de flirter;;;Es divertido coquetear.;;;;;;;;;x
EVTTOOLTIP180553;[This.GetTitledFirstName] approves of [Root.GetTitledFirstName]'s harmless flirting with [This.GetHerHis] daughter;[This.GetTitledFirstName] approuve le flirt inoffensif de [Root.GetTitledFirstName] avec sa fille;;;[This.GetTitledFirstName] aprueba el coqueteo inofensivo de [Root.GetTitledFirstName] con su hija.;;;;;;;;;x
EVTOPTB180552;I'll give her a good tumble!;Je lui offrirai une bonne culbute !;;;Le daré un buen revolcón!;;;;;;;;;x
EVTTOOLTIP180554;[This.GetTitledFirstName] disapproves of [Root.GetTitledFirstName] seducing [This.GetHerHis] daughter;[This.GetTitledFirstName] désapprouve le flirt de [Root.GetTitledFirstName] avec sa fille;;;[This.GetTitledFirstName] desaprueba el coqueteo de [Root.GetTitledFirstName] con su hija.;;;;;;;;;x
EVTDESC180553;I saw [From.GetTitledFirstName] together with my daughter and kept a close eye on them. It seemed harmless, just a boy and a girl flirting, but I was relieved when [From.GetTitledFirstName] left my daughter to talk with someone else.;J'ai vu [From.GetTitledFirstName] avec ma fille et j'ai gardé un oeil sur eux. Cela semble inoffensif, ce n'est qu'un flirt entre un garçon et une fille, mais j'ai été soulagé lorsque [From.GetTitledFirstName] a laissé ma fille pour parler avec quelqu'un d'autre. ;;;He visto a [From.GetTitledFirstName] con mi hija y no les quito un ojo de encima. Parece inofensivo, un coqueteo entre jóvenes, pero me sentí aliviado cuando [From.GetTitledFirstName] ha dejado a mi hija para hablar con otros.;;;;;;;;;x
EVTOPTA180553;My daughter made me proud!;Ma fille m'a rendu fier!;;;Mi hija me ha hecho sentir orgulloso!;;;;;;;;;x
EVTDESC180554;I watched as my daughter and [From.GetTitledFirstName] started talking, flirted with each other. When they left, hand in hand, I had to stop myself from getting up and stalking after them. The looks they gave each other the next day confirmed what I had feared yesterday: [From.GetFirstName] seduced my little girl!;J'ai observé ma fille et [From.GetTitledFirstName] lorsqu'ils ont commencé à discuter ensemble, flirtant l'un avec l'autre. Lorsqu'ils sont partis, main dans la main, je me suis retenu pour ne pas les suivre. Leur mise le lendemain a confirmé ce que je craignais : [From.GetFirstName] a séduit ma petite fille !;;;He observado a mi hija y [From.GetTitledFirstName] cuando comenzarón a hablar, coqueteando entre ellos. Cuando se marcharon, cogidos de la mano, me tuve que retener para no seguirles. Sus miradas al día siguiente confirmaron lo que me temía! [From.GetFirstName] ha seducido a mi hijita!;;;;;;;;;x
EVTOPTA180554;I will tell [From.GetTitledFirstName]'s father!;Je vais en parler au père de [From.GetTitledFirstName] !;;;Hablaré con el padre de [From.GetTitledFirstName]!;;;;;;;;;x
EVTTOOLTIP180555;[This.GetTitledFirstName] is told about [This.GetHerHis] son seducing [Root.GetTitledFirstName]'s daughter;[This.GetTitledFirstName] parle de son fils séduisant la fille de [Root.GetTitledFirstName];;;[This.GetTitledFirstName] habla de tu hijo seduciendo a su hija [Root.GetTitledFirstName].;;;;;;;;;x
EVTOPTB180554;[From.GetTitledFirstName], how could you?;[From.GetTitledFirstName], comment as-tu pu ?;;;[From.GetTitledFirstName], cómo pudiste?;;;;;;;;;x
EVTTOOLTIP180556;[Root.GetTitledFirstName] confronts [This.GetTitledFirstName] about seducing [Root.GetHerHis] daughter;[Root.GetTitledFirstName] se confronte à [This.GetTitledFirstName] à propos de son comportement avec sa fille ;;;[Root.GetTitledFirstName] se enfrenta a [This.GetTitledFirstName] en relación de su comportamiento con su hija.;;;;;;;;;x
EVTOPTC180554;Grovel to [From.GetTitledFirstName]'s father;Se prosterner devant le père de [From.GetTitledFirstName];;;Humillarse delante del padre de [From.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIP180557;[Root.GetTitledFirstName] asks for [This.GetTitledFirstName]'s support in this matter;[Root.GetTitledFirstName] demande le soutien de [This.GetTitledFirstName] concernant cette affaire;;;[Root.GetTitledFirstName] pide el apoyo de [This.GetTitledFirstName] en relación a este asunto.;;;;;;;;;x
EVTOPTD180554;Grovel to [From.GetTitledFirstName];Se prosterner devant [From.GetTitledFirstName];;;Humillarse delante de [From.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIP180558;[Root.GetTitledFirstName] humbly asks [This.GetTitledFirstName] to make this right;[Root.GetTitledFirstName] demande humblement à [This.GetTitledFirstName] de tout arranger;;;[Root.GetTitledFirstName] pide humildemente a [This.GetTitledFirstName] que arregle todo;;;;;;;;;x
EVTDESC180555;My son [FromFrom.GetFirstName] seduced [From.GetTitledFirstName]'s daughter at my feast and now [From.GetSheHe] is very angry!;Mon fils a séduit la fille de [From.GetTitledFirstName] lors de mon banquet et maintenant [From.GetSheHe] est furieux(se) !;;;Mi hijo a seducido a la hija de [From.GetTitledFirstName] durante mi banquete y ahora está furioso!;;;;;;;;;x
EVTOPTA180555;Well, what can I do? Nothing!;Certes, mais que puis-je y faire ? Rien !;;;Sí, pero qué puedo hacer yo? Nada!;;;;;;;;;x
EVTDESC180556;I did not realise the young, beautiful lady I seduced at the feast were [From.GetTitledFirstName]'s daughter! [From.GetSheHeCap] spluttered with anger but I could still make out what [From.GetSheHe] called me...;Je n'avais pas réalisé que la jeune et jolie dame que j'ai séduite lors du banquet était la fille de [From.GetTitledFirstName] ! [From.GetSheHeCap] bredouillait de colère, mais j’ai quand même compris ce qu’[From.GetSheHe] m’a dit…;;;No me di cuenta que la joven y bella dama que seduje en el banquete erea la hija de [From.GetTitledFirstName]! [From.GetSheHeCap] balbuceaba rabioso, pero comprendí lo que decía...;;;;;;;;;x
EVTOPTA180556;There's nothing I can do about it now;Il n'y a rien que je puisse faire pour l'instant;;;No hay nada que pueda hacer por ahora;;;;;;;;;x
EVTDESC180557;[From.GetTitledFirstName] came humbly to me and told me how my son [FromFrom.GetFirstName] had seduced [From.GetHerHis] young, innocent daughter. [From.GetSheHeCap] did not demand anything of me, just seemed upset and I could not really make out how [From.GetSheHe] wanted me to deal with this situation.;[From.GetTitledFirstName] m’a parlé, avec humilité, pour me dire que mon fils a séduit sa fille, jeune et innocente. [From.GetSheHeCap] n’a rien exigé de moi, mais semblait en proie à l’inquiétude, et je n’ai pas vraiment compris ce qu’[From.GetSheHe] attendait en pareille situation.;;;[From.GetTitledFirstName] me ha hablado, con humildad, para decirme que mi hijo ha seducido a su hija, joven e inocente. No me ha exigido nada, pero parecía presa de la ansiedad, y no he comprendido realmente lo que espera de mi en esta situación.;;;;;;;;;x
EVTOPTA180557;Is there anything I can do?;Y a-t-il quelque chose que je puisse faire ?;;;¿Hay algo que pueda hacer?;;;;;;;;;x
EVTDESC180558;The young, beautiful lady I seduced at the feast was none other than [From.GetTitledFirstName]'s daughter! Although [From.GetTitledFirstName] had every right to be upset with me, [From.GetSheHe] offered no advice on how I could make this right.;La jeune et jolie jeune fille que j’ai séduite lors du banquet n’était autre que la fille de [From.GetTitledFirstName] ! Certes, l’inquiétude de [From.GetTitledFirstName] était justifiée, mais [From.GetSheHe] ne m’a donné aucun conseil sur la manière d’y remédier.;;;La joven y bella dama que seduje en el banquete resultó ser la hija de [From.GetTitledFirstName]! Sí, la inquietud de [From.GetTitledFirstName] está justificada, pero no me ha dado ningún consejo sobre la manera de remediarlo.;;;;;;;;;x
EVTOPTA180558;Let us forget this ever happened, eh?;Oublions ce qui s’est passé, d’accord ?;;;Olvidemos lo que pasó, de acuerdo?;;;;;;;;;x
EVTDESC180559;Not long after the feast, my daughter started to get sick in the mornings and showed all symptoms of being with child. Her little flirt at the feast must have gotten her pregnant!;Peu de temps après le banquet, ma fille s’est mise à avoir des nausées et à présenter les symptômes d’une grossesse. Sa petite aventure lors du banquet l’a rendue grosse ! ;;;Poco tiempo después del banquete, mi hija comenzó a tener náuseas y a presentar los síntomas de un embarazo. Su pequeña aventura en el banquete la ha dejado embarazada!;;;;;;;;;x
EVTOPTA180559;[Root.Liege.GetTitledFirstName] must marry my daughter!;[Root.Liege.GetTitledFirstName] doit épouser ma fille !;;;[Root.Liege.GetTitledFirstName] debe casarse con mi hija!;;;;;;;;;x
EVTTOOLTIP180560;[Root.GetTitledFirstName] demands [This.GetTitledFirstName] marry [Root.GetTitledFirstName]'s pregnant daughter;[Root.GetTitledFirstName] exige que [Root.GetTitledFirstName] épouse sa fille puisque celle-ci est enceinte.;;;[Root.GetTitledFirstName] exige que [Root.GetTitledFirstName] se case con su hija que está embarazada.;;;;;;;;;x
EVTOPTB180559;[Root.Liege.GetTitledFirstName]'s son must marry my daughter!;Le fils de [Root.Liege.GetTitledFirstName] doit épouser ma fille !;;;El hijo de [Root.Liege.GetTitledFirstName] debe casarse con mi hija!;;;;;;;;;x
EVTTOOLTIP72099;[Root.GetTitledFirstName] demands [This.GetTitledFirstName]'s son marry [Root.GetTitledFirstName]'s pregnant daughter;[Root.GetTitledFirstName] exige que le fils de [This.GetTitledFirstName] épouse sa fille puisque celle-ci est enceinte.;;;[Root.GetTitledFirstName] exige que el hijo de [This.GetTitledFirstName] se case con su hija que está embarazada.;;;;;;;;;x
EVTOPTC180559;Hold my anger;Je contiens ma colère.;;;Contengo mi ira.;;;;;;;;;x
EVTDESC180560;[From.GetTitledFirstName]'s daughter is pregnant and [From.GetSheHe] demands that I marry her!;La fille de [From.GetTitledFirstName] est enceinte et [From.GetSheHe] exige que je l'épouse!;;;La hija de [From.GetTitledFirstName] está encinta y exige que me case con ella!;;;;;;;;;x
EVTOPTA180560;I accept;J'accepte;;;Acepto;;;;;;;;;x
EVTOPTB180560;Never!;Jamais !;;;Nunca!;;;;;;;;;x
EVTDESC180561;My son's flirt with [From.GetTitledFirstName]'s daughter lead to an unexpected pregnancy and now [From.GetTitledFirstName] demands that my son marry her!;Mon fils a flirté avec la fille de [From.GetTitledFirstName] et celle-ci est tombée enceinte. [From.GetTitledFirstName] exige que mon fils l'épouse !;;;Mi hijo coqueteó con la hija de [From.GetTitledFirstName] y ella se quedó embarazada. [From.GetTitledFirstName] exige que mi hijo se case con ella!;;;;;;;;;x
EVTOPTA180561;My son have to learn from his mistakes, I accept;Mon fils doit prendre ses responsabilités, j’accepte.;;;Mi hijo debe asumir sus responsabilidades, acepto.;;;;;;;;;x
EVTTOOLTIP180562;[This.GetTitledFirstName] is forced to marry the vassal's pregnant daughter;[This.GetTitledFirstName] doit épouser la fille enceinte du vassal.;;;[This.GetTitledFirstName] debe casarse con la hija encinta del vasallo.;;;;;;;;;x
EVTOPTB180561;My son will never marry your daughter!;Mon fils n’épousera jamais votre fille !;;;Mi hijo no se casará nunca con vuestra hija!;;;;;;;;;x
EVTDESC180562;I had never thought my [From.GetRootRelation] would force me to marry the girl I seduced at the feast! She is pregnant and her father demands that I marry her.;Je n’aurais jamais cru que mon(a) [From.GetRootRelation] me forcerait à épouser la fille que j’ai séduite lors du banquet ! Elle est enceinte et son père exige que je l’épouse.;;;Nunca habría imaginado que mi [From.GetRootRelation] me forzaría a casarme con la dama que seduje en el banquete! Ella está encinta y su padre exige que nos casemos.;;;;;;;;;x
EVTOPTA180562;Looks like I have no other choice...;Visiblement, je n’ai pas le choix…;;;Obviamente, no tengo más remedio...;;;;;;;;;x
EVTDESC3726;My wife doesnt seem very content at the moment, she wants more clothes, better shoes and fine dresses.;Ma femme ne semble pas vraiment satisfaite en ce moment, elle ne cesse de réclamer d’avantage de vêtements, de chaussures, de robes…;;;Mi mujer no parece muy contenta en este momento, no deja de pedir ropa, zapatos, vestidos...;;;;;;;;;x
EVTOPTA3726;My dear, I can't refuse you anything;Ma mie, je ne peux rien vous refuser;;;Mi amor, no puedo negarte nada;;;;;;;;;x
EVTOPTB3726;If you want clothes, make them yourself!;Si vous voulez des vêtements, faites-les vous-même !;;;Si quieres vestidos, hazlos tu misma!;;;;;;;;;x
EVTDESC500;[FromFromFrom.GetTitledFirstNameWithDynasty] and [FromFromFrom.Spouse.GetTitledFirstName] [FromFromFrom.Spouse.GetOnlyDynastyName] have gotten married, and It is customary for a dowry to be paid to the groom's house...;[FromFrom.GetTitledFirstNameWithDynasty] et [FromFrom.Spouse.GetTitledFirstName] [FromFrom.Spouse.GetOnlyDynastyName] se sont mariés, et il est de coutume de payer une dot à la maison de la mariée... ;;;[FromFrom.GetTitledFirstNameWithDynasty] y [FromFrom.Spouse.GetTitledFirstName] [FromFrom.Spouse.GetOnlyDynastyName] se han casado, y es la costumbre pagar una dote a la casa de  novia...;;;;;;;;;x
TOOLTIPwedding.1;[This.GetTitledFirstNameWithDynasty] shall be asked for the dowry;La dot va être demandée à [This.GetTitledFirstNameWithDynasty];;;Se pedirá la dote a [This.GetTitledFirstNameWithDynasty];;;;;;;;;x
EVTOPTC500;There is no-one to pay it;Il n'y a personne pour la payer;;;No hay nadie para pagarla;;;;;;;;;x
EVTDESC50099;[Root.PrimaryTitle.GetFOA], I have changed my mind about your proposed marriage with [FromFromFrom.GetTitledFirstName]. This is because, by [From.Culture.GetName] custom, female members of my House may inherit my titles, and as such I want the bride to continue the line of House [From.GetOnlyDynastyName].\n\nYours Humbly, [From.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], j'ai changé d'avis à propos du mariage. La coutume des [From.Culture.GetName] veut que les femmes de ma maison héritent de mes titres, et je veux que la fiancée perpétue la lignée de la maison [From.GetOnlyDynastyName].\n\nVotre dévoué, [From.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], He cambiado de opinión acerca de vuestra propuesta de matrimonio con [FromFromFrom.GetTitledFirstName]. Esto es debido a, que por la costumbre [From.Culture.GetName], los miembros femeninos de mi casa pueden heredar mis títulos, y por ello deseo que la novia continúe la línea de la casa [From.GetOnlyDynastyName].\n\nHumildemente, [From.GetTitledFirstName];;;;;;;;;x
EVTDESC50099B;[Root.PrimaryTitle.GetFOA], I have changed my mind about your proposed marriage with [FromFromFrom.GetTitledFirstName]. This is because she stands to inherit [From.PrimaryTitle.GetFullName] and my other titles, and as such I want the bride to continue the line of House [From.GetOnlyDynastyName].\n\nYours Humbly, [From.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], j'ai changé d'avis à propos du mariage. [FromFromFrom.GetTitledFirstName] va hériter de mon titre de [From.PrimaryTitle.GetFullName], et je souhaite que la fiancée perpétue la lignée de la maison [From.GetOnlyDynastyName].\n\nVotre dévoué, [From.GetTitledFirstName] ;;;[Root.PrimaryTitle.GetFOA], He cambiado de opinión acerca de vuestra propuesta de matrimonio con [FromFromFrom.GetTitledFirstName]. Esto es debido a que ella podría heredar el [From.PrimaryTitle.GetFullName] y mis otros títulos, y por ello deseo que la novia continúe la línea de la casa [From.GetOnlyDynastyName].\n\nHumildemente, [From.GetTitledFirstName];;;;;;;;;x
EVTDESC50099C;[Root.PrimaryTitle.GetFOA], I have changed my mind about our proposed marriage. This is because I rule [From.PrimaryTitle.GetFullName] in my own right, and as such I want my heirs to continue the line of House [From.GetOnlyDynastyName].\n\nYours Humbly, [From.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], j'ai changé d'avis à propos du mariage. Je règne sur [From.PrimaryTitle.GetFullName] de mon propre droit, et je souhaite que mes héritiers perpétuent la lignée de la maison [From.GetOnlyDynastyName].\n\nVotre dévoué, [From.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], He cambiado de opinión acerca de vuestra propuesta de matrimonio. Esto es debido a que gobierno el [From.PrimaryTitle.GetFullName] por derecho propio, y por ello deseo que mis herederos continuen la línea de la casa [From.GetOnlyDynastyName].\n\nHumildemente, [From.GetTitledFirstName];;;;;;;;;x
EVTDESC50097;[Root.PrimaryTitle.GetFOA], I have changed my mind about the proposed marriage of [From.GetTitledFirstName] and [FromFromFromFrom.GetTitledFirstName]. This is because, by [FromFrom.Culture.GetName] custom, female members of my House may inherit my titles, and as such I want the bride to continue the line of House [FromFrom.GetOnlyDynastyName].\n\nYours Humbly, [FromFrom.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], j'ai changé d'avis à propos du mariage de [From.GetTitledFirstName] et [FromFromFromFrom.GetTitledFirstName]. La coutume des [FromFrom.Culture.GetName] veut que les femmes de ma maison héritent de mes titres, et je veux que la fiancée perpétue la lignée de la maison [FromFrom.GetOnlyDynastyName].\n\nVotre dévoué, [FromFrom.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], He cambiado de opinión acerca de vuestra propuesta de matrimonio de [From.GetTitledFirstName] y [FromFromFromFrom.GetTitledFirstName]. Esto es debido a, que por la costumbre [FromFrom.Culture.GetName], los miembros femeninos de mi casa pueden heredar mis títulos, y por ello deseo que la novia continúe la línea de la casa [FromFrom.GetOnlyDynastyName].\n\nHumildemente, [FromFrom.GetTitledFirstName];;;;;;;;;x
