#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
plot_replace_castellan_title;Replace [Root.GetTitledFirstNameWithDynasty] as [From.Liege.GetMyCastellanName];Remplacer [Root.GetTitledFirstNameWithDynasty] comme [Root.GetJobTitle];;;Reemplazar a [Root.GetTitledFirstNameWithDynasty] como [Root.GetJobTitle];;;;;;;;;x
EVTDESCCOUNCILPLOT11;[From.GetTitledFirstNameWithDynasty] was clearly very upset at being removed the council to be replaced by me, and has said very openly to me that [From.GetSheHe] will pay me back for the supposed insult.;[From.GetTitledFirstNameWithDynasty] est clairement très en colère depuis qu'[From.GetSheHe] a été renvoyé du conseil et remplacé par moi, [From.GetSheHe] a claironné haut et fort qu'[From.GetSheHe] me ferait payer cher cette supposée insulte.;;;[From.GetTitledFirstNameWithDynasty] está muy enfadado tras haber sido destituido del Consejo y ser reemplazado por mí, ha pregonado alto y claro que me hará pagar caro este supuesto insulto.;;;;;;;;;x
EVTOPTACOUNCILPLOT11;I never liked that [GetRootFromInsult] much anyway;Je n'ai jamais aimer ce(tte) [GetRootFromInsult] de toute façon.;;;Nunca me gustó este [GetRootFromInsult] de todas formas.;;;;;;;;;x
EVTDESCCOUNCILPLOT12;[From.GetTitledFirstNameWithDynasty] was justly rejected a place on the council at my expense, and [From.GetSheHe] clearly took it personally. [From.GetSheHeCap] now holds an open grudge against me, one I am only to willing to reciprocate;[From.GetTitledFirstNameWithDynasty] s'est vu refuser une place au conseil, place que j'occupe d'ailleurs, et [From.GetSheHe] semble l'avoir pris pour un affront personnel. [From.GetSheHeCap] désormais de la rancune envers moi.;;;A [From.GetTitledFirstNameWithDynasty] le denegaron el cargo que ocupo en el Consejo, y parece habérselo tomado como una afronta personal. Parece que me ha cogido tirria.;;;;;;;;;x
EVTOPTACOUNCILPLOT12;That [GetRootFromInsult] makes me laugh;Ce(tte) [GetRootFromInsult] me fait bien rire;;;Este [GetRootFromInsult] me hace reír.;;;;;;;;;x
failed_council_petition;Failed Council Petition;;;;;;;;;;;;;x
EVTDESCCOUNCILPLOT60;Your [Root.GetMySpymasterName] [Root.job_spymaster.GetTitledFirstNameNoRegnal] has come seeking a word. '[Root.PrimaryTitle.GetFOA]', [Root.job_spymaster.GetSheHe] begins, 'I understand you harbour an ambition to [Root.GetObjective]. May I advise you that it may be prudent to start a plot against [target_councillor.GetTitledFirstNameWithDynastyNoRegnal], so that you can fulfil this desire.';;;;;;;;;;;;;x
EVTOPTACOUNCILPLOT60;Thank you for your counsel, you may leave;;;;;;;;;;;;;x
plot_replace_councillor_decisionA;Any plot backer is in the court of [Root.Liege.GetBestName];;;;;;;;;;;;;x
plot_replace_councillor_decisionB;;;;;;;;;;;;;;x
plot_replace_councillor_decisionC;Is in the top 3 most powerful vassals of [Root.Liege.GetBestName];;;;;;;;;;;;;x
