#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
WARNING: SPOILERS ARE IN THIS FILE;;;;;;;;;;;;;;x
EVTOPTBtower_of_joy.27;I cannot bear this, have her buried near the Tower;Je ne peux pas le supporter davantage, qu'on l'enterre près de la tour;;;No puedo soportar esto, enterradla cerca de la Torre.;;;;;;;;;x
TOOLTIPTOJCHILDIMPRISON;Lyanna's child shall be kept imprisoned\n;L'enfant de Lyanna sera emprisonné\n;;;El hijo de Lyanna será encarcelado\n;;;;;;;;;x
TOOLTIPTOJCHILDKILL;Lyanna's child shall be killed\n;L'enfant de Lyanna sera mis à mort\n;;;El hijo de Lyanna será asesinado\n;;;;;;;;;
TOOLTIPTOJSENDHOME;Lyanna's child shall not be acknowledged and be sent home with her\n;L'enfant de Lyanna ne sera pas reconnu et sera, avec sa mère, renvoyé chez eux\n;;;El hijo de Lyanna no será reconocido y será enviado a casa junto con ella\n;;;;;;;;;x
TOOLTIPTOJSENDHOMEDEAD;Lyanna's child shall not be acknowledged and be sent home with her body\n;L'enfant de Lyanna ne sera pas reconnu et sera renvoyé au Nord, avec le corps de sa mère\n;;;El hijo de Lyanna no será reconocido y será enviado a casa junto con el cuerpo de ella\n;;;;;;;;;x
TOOLTIPTOJACKNOWLEDGE;Lyanna's child shall be your acknowledged bastard and reside at your court\n;L'enfant de Lyanna sera reconnu comme votre bâtard et élevé à la cour\n;;;El hijo de Lyanna será reconocido como vuestro bastardo y residirá en vuestra corte\n;;;;;;;;;x
TOOLTIPTOJTRUEBORN;Lyanna's child shall be proclaimed as your trueborn son\n;L'enfant de Lyanna sera reconnu comme votre fils légitime\n;;;El hijo de Lyanna será proclamado como vuestro hijo legítimo\n;;;;;;;;;x
EVTDESCtower_of_joy.28;This bloody war has brought enough suffering to the Realm to allow me to follow my heart anymore. I have to go back at once to my kind spouse, Lady Elia Martell, and to my to the Iron Throne. Lady Lyanna, my sweet northern rose, you have to come back to your family. Ser Arthur Dayne, the Sword of Morning, will escort you to Winterfell.;Cette guerre a apporté assez de souffrances et de destructions au royaume. Je ne peux plus me permettre de suivre les élans de mon coeur sans prendre en compte les conséquences désastreuses pour les Sept Couronnes. Je me dois d'être auprès de ma femme légitime, lady Elia Martell, de mes enfants et du Trône de Fer. Lyanna, mon fleur du Nord, tu dois retrouver ta famille. Ser Arthur Dayne, l'Epée du Matin, t'escortera jusqu'à Winterfell. ;;;Esta maldita guerra ha costado demasiado al Reino como para permitirme seguir lo que dicta mi corazón. Debo regresar de inmediato junto a mi amable esposa, lady Elia Martell, y retomar el Trono de Hierro. Lady Lyanna, mi dulce rosa norteña, debéis regresar con vuestra familia. Ser Arthur Dayne, la Espada del Amanecer, os escoltará a Invernalia.;;;;;;;;;x
EVTOPTAtower_of_joy.28;I will miss her;Elle va terriblement me manquer;;;La extrañaré.;;;;;;;;;x
EVTDESCtower_of_joy.29;This bloody war has brought enough suffering to the Realm to allow me to follow my heart anymore. I have to go back at once to my kind spouse, Lady Elia Martell, and to my duties to the Iron Throne. Ser Oswell, put Lady Stark under arrest and provide to her comfort. ;Cette guerre a apporté assez de souffrances et de destructions au royaume. Je ne peux plus me permettre de suivre les élans de mon coeur sans prendre en compte les conséquences désastreuses pour les Sept Couronnes. Je me dois d'être auprès de ma femme légitime, lady Elia Martell, de mes enfants et du Trône de Fer. Ser Oswell, veuillez mettre lady Stark aux arrêts mais veillez à son confort. ;;;Esta maldita guerra ha costado demasiado al Reino como para permitirme seguir lo que dicta mi corazón. Debo regresar de inmediato junto a mi amable esposa, lady Elia Martell, y retomar mi deber con el Trono de Hierro. Ser Oswell, poned a lady Stark bajo arresto y proporcionadle comodidad.;;;;;;;;;x
EVTOPTAtower_of_joy.29;I'll decide later what to do with her...;Je déciderai plus tard ce que je ferai d'elle…;;;Más tarde decidiré qué hacer con ella...;;;;;;;;;x
EVTDESCtower_of_joy.30;This bloody war has cost too much to the Realm to allow me to throw down what I was fighting for. I'll shall take her back to [Root.Capital.GetName], despite what poor, gentle Lady Elia Martell may think. Lady Lyanna Stark will be my true lover.;Cette terrible guerre a causé bien trop de souffrances au royaume pour que je revienne sur mes pas et abandonne ce pourquoi je me suis tant battu. Je vais ramener Lyanna à [Root.Capital.GetName], quoiqu'en pense la pauvre et douce lady Elia Martell. Lady Lyanna est mon véritable amour. ;;;Esta maldita guerra ha costado demasiado al Reino como para dejar todo por lo que he peleado. Llevaré a Lyanna de vuelta a [Root.Capital.GetName], a pesar de lo que la pobre y amable lady Elia Martell pueda pensar. Lady Lyanna Stark será mi amante verdadera.;;;;;;;;;x
EVTOPTAtower_of_joy.30;We shall be happy;Nous serons heureux;;;Seremos felices.;;;;;;;;;x
EVTDESCtower_of_joy.31;This bloody war has cost too much to the Realm to allow me to throw down what I was fighting for. I'll ask the High Septon to free me from the marriage bond with my poor, gentle Lady Elia Martell. Lady Lyanna Stark will be my spouse, my Queen.;Cette terrible guerre a causé bien trop de souffrances au royaume pour que je revienne sur mes pas et abandonne ce pourquoi je me suis tant battu. Je vais demander au Grand Septon d'annuler mon mariage avec la pauvre et douce lady Elia Martell. Lady Lyanna sera mon épouse, ma reine.;;;Esta maldita guerra ha costado demasiado al Reino como para dejar todo por lo que he peleado. Le pediré al Septón Supremo que me libere de mi vínculo matrimonial con mi pobre y amable lady Elia Martell. Lady Lyanna Stark será mi esposa, mi Reina.;;;;;;;;;x
EVTOPTAtower_of_joy.31;A noble King and Queen we shall make;Nous ferons un bon couple royal;;;Haremos una noble pareja real.;;;;;;;;;x
EVTDESCtower_of_joy.32;Despite the fighting and the carnage brought to the realm, Rhaegar Targaryen has come to his senses and has allowed Lyanna to return home. Only the Gods know his motives.;Malgré les combats et les massacres qui ont ravagé le royaume, Rhaegar Targaryen est revenu à la raison et a permis à Lyanna de revenir chez elle. Seuls les Dieux savent pourquoi il en a décidé ainsi.;;;A pesar de la guerra y la carnicería que ha provocado en el reino, Rhaegar Targaryen ha entrado en razón y ha permitido que Lyanna regrese a casa. Solo los dioses conocen sus motivos.;;;;;;;;;x
EVTOPTAtower_of_joy.32;Finally, some good news;Finalement une bonne nouvelle;;;Al fin buenas noticias.;;;;;;;;;x
EVTDESCtower_of_joy.33;My Lord, we have had reports that Rhaegar Targaryen, after returning to the Tower of Joy, has had Lyanna isolated in the tower, forsaking her utterly. ;Messire, nous venons d'apprendre que Rhaegar Targaryen, de retour à la Tour de la Joie, a fait enfermer Lyanna dans la tour, l'abandonnant tout à fait.;;;Mi señor, nos han llegado rumores de que Rhaegar Targaryen, después de regresar a la Torre de la Alegría, abandonó completamente a Lyanna y la dejó recluida en la torre.;;;;;;;;;x
EVTOPTAtower_of_joy.33;May the Gods protect her;Que les Dieux la protègent;;;Que los dioses nos protejan.;;;;;;;;;x
EVTDESCtower_of_joy.34;The Targaryens have won, and now Rhaegar rubs salt in our wounds by parading Lyanna at court, like some common whore. Some claim their love is true, but I will not believe she would betray us so.;Les Targaryen ont vaincu et maintenant Rhaegar met du seul sur nos blessures en paradant avec Lyanna à la cour, comme s'il s'agissait d'une vulgaire putain. Certains disent que leur amour est vrai, mais je ne viendrai jamais à croire qu'elle nous a trahi. ;;;Los Targaryen han ganado y ahora Rhaegar echa sal en nuestra herida al exhibir a Lyanna en la corte como si fuera una simple puta. Algunos afirman que su amor es verdadero pero jamás creeré que ella nos haya traicionado así.;;;;;;;;;x
EVTOPTAtower_of_joy.34;I shall rise again to save her;Je vais me rebeller à nouveau pour la sauver;;;Me levantaré otra vez para salvarla.;;;;;;;;;x
EVTDESCtower_of_joy.35;The Targaryens have won, and it appears Rhaegar's intentions were noble afterall. He has taken Lyanna as his Queen, forsaking Elia and Dorne. However this cannot make up for the murder of our friends and brothers, we shall have our vengeance.;Les Targaryen ont vaincu et il semble que les intentions de Rhaegar étaient en fait empreintes d'une certaine noblesse. Il a fait de Lyanna sa reine, abandonnant Elia de Dorne. Cependant cela n'efface pas les crimes commis contre nos amis et nos frères et nous aurons notre vengeance. ;;;Los Targaryen han ganado y parece que las intenciones de Rhaegar eran nobles después de todo. Ha tomado a Lyanna como su Reina y renunció a Elia de Dorne. No obstante, esto no alcanza para compensar el asesinato de nuestros amigos y hermanos, tendremos nuestra venganza.;;;;;;;;;x
EVTOPTAtower_of_joy.35;At least she is safe;Au moins est-elle en sécurité;;;Al menos ella está a salvo.;;;;;;;;;x
EVTDESCtower_of_joy.36;Much Dornish blood has been spilt in the defence of the realm and the Targayens from the would be usurper. This hasn't stopped Rhaegar insulting the Martells however, as he now parades Lady Lyanna around court, openly admitting she is his true love. ;Bien du sang dornien a été versé pour défendre le royaume et les Targaryens contre l'Usurpateur. Cela n'a pas empêché Rhaegar d'insulter la maison Martell puisqu'il parade désormais avec lady Lyanna à la cour, admettant publiquement qu'elle est son véritable amour.;;;Mucha sangre dorniense se derramó en defensa del reino y de los Targaryen contra el usurpador. Sin embargo, esto no ha impedido que Rhaegar insulte a los Martell, pues ahora se pasea con lady Lyanna por la corte y admite abiertamente que ella es su verdadero amor.;;;;;;;;;x
EVTOPTAtower_of_joy.36;Lady Elia should not have to suffer this;Lady Elia n'a pas mérité de souffrir ainsi;;;Lady Elia no merece sufrir esto.;;;;;;;;;x
EVTDESCtower_of_joy.37;Much Dornish blood has been spilt in the defence of the realm and the Targayens from the would be usurper. This hasn't stopped Rhaegar forsaking his blood ties to the Martells, he has cast fair Elia aside and has taken Lady Lyanna as his new Queen.;Bien du sang dornien a été versé pour défendre le royaume et les Targaryens contre l'Usurpateur. Cela n'a pas empêché Rhaegar de rejeter les liens qui l'unissaient aux Martell. Il a cassé son union avec la douce Elia et fait de Lyanna Stark sa nouvelle reine. ;;;Mucha sangre dorniense se derramó en defensa del reino y de los Targaryen contra el usurpador. Esto no ha impedido que Rhaegar abandone su vínculo de sangre con los Martell: ha renunciado a la buena de Elia y ha tomado a lady Lyanna como su nueva Reina.;;;;;;;;;x
EVTOPTAtower_of_joy.37;This is a grave insult;C'est une grave insulte;;;Esto es un grave insulto.;;;;;;;;;x
EVTDESCtower_of_joy.38;The baby turns gently his pretty little head, looking at me with curiosity. He inherited the raven hair of House Stark, but his eyes are no doubt the eyes of the Dragon, strong albeith pensive and deep. My son is somewhat solemnly looking at me, as if perceiving I'm about to settle his destiny...;Le regard du nourrisson est plein de curiosité alors qu'il vous observe. Il a hérité des sombres cheveux de la maison Stark mais ses yeux sont sans aucun doute ceux du dragon. Il donne presque l'impression de savoir que vous êtes en train de décider de son destin...;;;El bebé gira suavemente su pequeña cabecita y me mira con curiosidad. Ha heredado el cabello negro de la Casa Stark, pero sus ojos son sin duda los del dragón: fuertes aunque pensativos y profundos. Mi hijo me observa de manera solemne, como si intuyera que estoy a punto de definir su destino...;;;;;;;;;x
TOOLTIPtower_of_joy.38;You will decide what to do with the child;Vous allez décider de ce qui doit être fait de l'enfant;;;Decidirás qué hacer con el niño;;;;;;;;;x
EVTDESCtower_of_joy.128;This bloody war has brought too much suffering to the Realm... and for naught! Let at least my poor, beautiful northern rose rest in the womb of her wild, cold and fierce land. As for me, I'll come back at once to my kind spouse, Lady Elia Martell, asking for her forgivess. ;Cette horrible guerre a apporté bien trop de souffrances au royaume… et pour rien ! Laissons au moins ma pauvre et belle rose du nord reposer dans les entrailles de cette terre fière, froide et sauvage qui est celle de ses ancêtres. Pour ma part, je reviendrai auprès de ma femme légitime, lady Elia Martell, pour lui demander de me pardonner. ;;;Esta maldita guerra ha traído demasiado sufrimiento al Reino... ¡para nada! Que al menos mi pobre y hermosa rosa norteña descanse en sus tierras frías y salvajes. En cuanto a mí, regresaré de inmediato junto a mi amable esposa, lady Elia Martell, y le suplicaré perdón.;;;;;;;;;x
EVTOPTAtower_of_joy.128;May all my subjects forgive me too, for the suffering I've brought upon them...;Faites que mes sujets me pardonnent également, pour toutes les souffrances que je leur ai apportées. ;;;Que todos mis súbditos me perdonen por el sufrimiento que les he provocado...;;;;;;;;;x
EVTDESCtower_of_joy.129;This bloody war has brought enough suffering to the Realm. Sad as it is, I have to erase every trace of my folly. Let Lady Stark be buried here, in an unmarked grave, so that no proof or blame for her disappearence will be connected to me. I'll come back at once to my kind spouse, Lady Elia Martell, and to my duties of Heir Apparent to the Iron Throne. ;Cette horrible guerre a causé bien trop de souffrances au royaume. Aussi triste que cela puisse être, je me dois de faire disparaître toutes les traces de cette folie. Qu'on enterre lady Stark ici-même, dans une tombe anonyme, ainsi il n'y aura aucune preuve quant à un lien entre moi et sa disparition. Je reviendrai à ma femme légitime, lady Elia Martell, et à mes devoirs envers le Trône de Fer, en tant qu'héritier du royaume. ;;;Esta maldita guerra ha traído demasiado sufrimiento al Reino. Tristemente, debo borrar cualquier rastro de mi insensatez: que lady Stark sea enterrada aquí, en una tumba sin nombre, para que no haya evidencias de su desaparición en mi contra. Regresaré de inmediato junto a mi amable esposa, lady Elia Martell, a retomar el deber de heredero al Trono de Hierro.;;;;;;;;;x
EVTOPTAtower_of_joy.129;So much waste... and for naught!;Tant de pertes… et pour rien !;;;Tanta pérdida... ¡para nada!;;;;;;;;;x
EVTDESCtower_of_joy.131;My Lord, I bring grave news from Dorne, Lady Lyanna has died in childbirth in the Tower of Joy. Rhaegar Targaryen must bear responsibility, but at least he has the decency to have her body sent to Winterfell to be interred alongside her father and brother.;Messire, j'apporte de terribles nouvelles en provenance de Dorne. Lady Lyanna est morte en couche dans la tour de la joie. Rhaegar Targaryen a sûrement une responsabilité dans tout ceci, mais il a au moins la décence de renvoyer son corps à Winterfell pour qu'il soit enterré avec ceux de son père et de son frère. ;;;Mi señor, os traigo graves noticias de Dorne: lady Lyanna ha muerto dando a luz en la Torre de la Alegría. Rhaegar Targaryen debe asumir su responsabilidad pero al menos ha tenido la decencia de enviar el cuerpo a Invernalia para que sea enterrada junto a su padre y su hermano.;;;;;;;;;x
EVTOPTAtower_of_joy.131;We have failed;Nous avons échoué;;;Hemos fallado...;;;;;;;;;x
EVTDESCtower_of_joy.132;Our armies have been crushed by the forces of the Targaryens, and now Lady Lyanna is at the mercy of Prince Rhaegar. We have heard disturbing reports she has died, i fear we shall never see her again.;Nos armées ont été écrasées par les Targaryens, et maintenant lady Lyanna est à la merci du prince Rhaegar. Nous avons entendu d'inquiétantes rumeurs quant à sa mort, je crains que nous la revoyions plus jamais. ;;;Nuestras tropas fueron aplastadas por las fuerzas Targaryen y ahora lady Lyanna se encuentra a merced del príncipe Rhaegar. Hemos oído alarmantes rumores de que ha muerto, quizás no volveremos a verla nunca más...;;;;;;;;;x
EVTOPTAtower_of_joy.132;Rhaegar will pay;Rhaegar paiera !;;;Rhaegar lo pagará!;;;;;;;;;x
EVTDESCtower_of_joy.52;The battle at the Tower of Joy happened years ago now, but I still remember the day clearly. All this time I have kept [From.GetFirstName] Snow's true parentage secret as Ned asked. But now Ned is dead and the boy is man and still ignorant, is it right to keep it a secret?;Le combat à la Tour de la Joie s'est passé il y a bien des années, mais je m'en souviens encore trop bien. Tout ce temps, j'ai gardé le secret du vrai lignage de [From.GetFirstName] Snow comme Ned me l'avait demandé. Maintenant Ned est mort et le garçon est devenu un homme, encore dans l’ignorance. Est-ce juste de garder cela secret ?;;;La batalla en la Torre de la Alegría sucedió hace años, pero todavía recuerdo el día claramente. Todo este tiempo he mantenido [From.GetFirstName] el verdadero secreto de parentesco de Nieve como me dijo Ned. Pero ahora Ned está muerto y el chico es un hombre y todavía es ignorante, ¿es correcto mantenerlo en secreto?;;;;;;;;;x
EVTDESCtower_of_joy.52B;The battle at the Tower of Joy happened years ago now, but I still remember the day clearly. All this time I have kept [From.GetFirstName]'s true parentage secret. But now the boy is a man grown and still ignorant, is it right to keep it a secret?;;;;;;;;;;;;;x
EVTOPTAtower_of_joy.52;He must be told the truth;La vérité doit lui être révélée.;;;Se le debe decir la verdad.;;;;;;;;;x
EVTOPTBtower_of_joy.52;It is is best kept secret;Il vaut mieux garder ça encore secret.;;;Es mejor guardar el secreto.;;;;;;;;;x
TOOLTIPtower_of_joy.53;[From.GetFirstName] will be told he is the son of Rhaegar and Lyanna;[From.GetFirstName] saura un jour qu'il est le fils de Rhaegar et Lyanna;;;A [From.GetFirstName] se le dirá que es hijo de Rhaegar y Lyanna;;;;;;;;;x
EVTNAMEtower_of_joy.53;The Tower of Joy;La Tour de la Joie;;;La Torre de la Alegría;;;;;;;;;x
EVTDESCtower_of_joy.53;Everyone knows of the tale of the Tower of Joy from the War of the Usurper. My father's sister Lyanna was held prisoner there by Rhaegar Targaryen, guarded by three kingsguard. After the war was won Eddard and his companions rode on the tower to rescue her from her captivity. That they prevailed in a battle worthy of song was thought to be the extent of the tale, but [From.GetFirstNameWithDynasty] was there, and says there is more to the story.\n\n[From.GetSheHeCap] says that Rhaegar and Lyanna had a child together, one that Rheagar called his trueborn son and placed under the protection of the Kingsguard. This child [From.GetSheHe] says was rescued by Eddard and his identity kept secret. [From.GetSheHeCap] says this child is you.;Tout le monde connaît l'histoire de la Tour de la Joie pendant la guerre de l'usurpateur. Lyanna, la soeur de mon père était retenue prisonnière par Rhaegar Targaryen, surveillée par trois gardes royaux. Après que la victoire fut acquise, Eddard et ses compagnons chevauchèrent jusqu'à la Tour pour la secourir. Le combat qui suivit fut digne des plus grandes chansons et restera, à jamais, dans les annales, mais [From.GetFirstNameWithDynasty] était là-bas et dit qu'il y a eu une suite. \n\n[From.GetSheHeCap] dit que Rhaegar et Lyanna ont eu un enfant ensemble, que Rhaegar l’a reconnu comme son fils légitime et placé sous la protection de la Garde Royale. Cet enfant [From.GetSheHe] dit qu'il a été secouru par Eddard et que son identité fut gardée secrète. [From.GetSheHeCap] dit que cet enfant, c'est toi.;;;Todos conocen la historia de la Torre de la Alegría en la Guerra del Usurpador. Lyanna, la hermana de mi padre, fue detenida allí por Rhaegar Targaryen, custodiado por tres guardias de los reyes. Después de ganar la guerra, Eddard y sus compañeros cabalgaron a la torre para rescatarla de su cautiverio. Y se impusieron en una batalla digna de una canción se pensó que era la extensión del cuento, pero [From.GetFirstNameWithDynasty] estaba allí, y dice que hay más en la historia.\n\n[From.GetSheHeCap] dice que Rhaegar y Lyanna tuvieron un hijo juntos, uno que Rheagar llamó su verdadero hijo y puesto bajo la protección de la Guardia Real. Este niño [From.GetSheHe] dice que fue rescatado por Eddard y su identidad se mantuvo en secreto. [From.GetSheHeCap] dice que este niño eres tú.;;;;;;;;;x
EVTDESCtower_of_joy.53B;Everyone knows of the tale of the Tower of Joy from the War of the Usurper. My father's sister Lyanna was held prisoner there by Rhaegar Targaryen, guarded by three kingsguard. After the war was won Eddard and his companions rode on the tower to rescue her from her captivity. That they prevailed in a battle worthy of song was thought to be the extent of the tale, but my father says there is more to the story.\n\n[From.GetSheHeCap] says that Rhaegar and Lyanna had a child together, one that Rheagar called his trueborn son and placed under the protection of the Kingsguard. This child [From.GetSheHe] says was rescued by my father and his identity kept secret. [From.GetSheHeCap] says this child is you.;Tout le monde connaît l'histoire de la Tour de la Joie pendant la guerre de l'usurpateur. Lyanna, la soeur de mon père était retenue prisonnière par Rhaegar Targaryen, surveillée par trois gardes royaux. Après que la victoire fut acquise, Eddard et ses compagnons chevauchèrent jusqu'à la Tour pour la secourir. Le combat qui suivit fut digne des plus grandes chansons et restera, à jamais, dans les annales, mais [From.GetFirstNameWithDynasty] était là-bas et dit qu'il y a eu une suite. \n\n[From.GetSheHeCap] dit que Rhaegar et Lyanna ont eu un enfant ensemble, que Rhaegar l’a reconnu comme son fils légitime et placé sous la protection de la Garde Royale. Cet enfant [From.GetSheHe] dit qu'il a été secouru par Eddard et que son identité fut gardée secrète. [From.GetSheHeCap] dit que cet enfant, c'est toi.;;;Todos conocen la historia de la Torre de la Alegría en la Guerra del Usurpador. Lyanna, la hermana de mi padre, fue detenida allí por Rhaegar Targaryen, custodiado por tres guardias de los reyes. Después de ganar la guerra, Eddard y sus compañeros cabalgaron a la torre para rescatarla de su cautiverio. Y se impusieron en una batalla digna de una canción se pensó que era la extensión del cuento, pero [From.GetFirstNameWithDynasty] estaba allí, y dice que hay más en la historia.\n\n[From.GetSheHeCap] dice que Rhaegar y Lyanna tuvieron un hijo juntos, uno que Rheagar llamó su verdadero hijo y puesto bajo la protección de la Guardia Real. Este niño [From.GetSheHe] dice que fue rescatado por Eddard y su identidad se mantuvo en secreto. [From.GetSheHeCap] dice que este niño eres tú.;;;;;;;;;x
EVTOPTAtower_of_joy.53;I cannot believe this, I shall think on this;Je ne peux pas y croire, je vais remettre de l'ordre dans mon esprit.;;;No puedo creer esto, pensaré sobre esto;;;;;;;;;x
EVTOPTBtower_of_joy.53;Then that makes me the rightful king!;Ce qui fait de moi, le roi légitime !;;;¡Entonces eso me convierte en el rey legítimo!;;;;;;;;;x
EVTDESCtower_of_joy.54;To all good Lords and Ladies, I hereby proclaim myself to be the trueborn son of Rhaegar Targaryen and Lyanna Stark, my true identity having been kept secret by my uncle Eddard Stark all these years. Hence, as the one true heir of House Targaryen, I claim the Iron Throne as my birthright.\nSigned,\n[From.GetFirstName] of the House Targaryen, the First of His Name, King of the Andals and the First Men, Lord of the Seven Kingdoms and Protector of the Realm;A tous les nobles seigneurs et noble Dames. Par la présente, je me déclare être le véritable fils légitime de Rhaegar Targaryen et Lyanna Stark, ma vraie identité fut gardée secrète par mon oncle Eddard Stark toutes ces années. Par conséquent, étant le véritable héritier de la maison Targaryen, je possède un droit sur le Trône de Fer depuis ma naissance. \nSigned,\nJon de la maison Targaryen, premier du nom, Roi des Andals et des Premiers Hommes, Seigneur des Sept Couronnes et Protecteur du Royaume.;;;A todos los buenos Señores y Damas, me declaro el verdadero hijo de Rhaegar Targaryen y Lyanna Stark, mi verdadera identidad ha sido mantenida en secreto por mi tío Eddard Stark durante todos estos años. Por lo tanto, como el verdadero heredero de la Casa Targaryen, reclamo el Trono de Hierro como mi primogenitura. Firmado.\n[From.GetFirstName] de la Casa Targaryen, el Primero de Su Nombre, Rey de los Andalos y los Primeros Hombres, Señor de los Siete Reinos y Protector del Reino.;;;;;;;;;x
EVTOPTAtower_of_joy.54;I guess that is plausible;Je suppose que c'est plausible ;;;;Supongo que eso es plausible;;;;;;;;x
EVTOPTBtower_of_joy.54;Why that is lies and treason!;Ce sont des mensonges et une trahison !;;;¡Estos son mentiras y traición!;;;;;;;;;x
EVTOPTCtower_of_joy.54;I will claim my birthright;Je revendiquerai mon héritage filial;;;Reclamaré mi derecho de nacimiento;;;;;;;;;x
R+L_J_legalise_parentage;Legalise Parentage;Légitimer mon lignage;;;Legitimize mi linaje;;;;;;;;;x
R+L_J_legalise_parentage_desc;Issue a decree proclaiming Rhaegar Targaryen and Lyanna Stark to be your true parents;Publier un décret proclamant que Rhaegar Targaryen et Lyanna Stark sont vos vrais parents.;;;Emitir un decreto que proclame a Rhaegar Targaryen y Lyanna Stark como sus verdaderos padres.;;;;;;;;;x
R+L_J_claim_iron_throne;Claim The Iron Throne;Revendiquer le Trône de Fer;;;Reclama el Trono de hierro;;;;;;;;;x
R+L_J_claim_iron_throne_desc;Send ravens declaring to the realm your true parentage and claim the Iron Throne;Envoyer des corbeaux déclarant, à tout le Royaume, votre ascendance et votre revendication au Trône de Fer;;;Envía a los cuervos declarando al reino tus verdaderos padres y reclama el Trono de Hierro;;;;;;;;;x
EVTDESCtower_of_joy.10SUBMOD;After a fierce fight, many of my companions are slain. I have pulled stones from the tower to make cairns for them and our foes. Thankfully Lyanna is alive and well, yet it appears she has had a child whilst in Prince Rhaegar's custody! What shall be done with this child?;Après un combat féroce, beaucoup de mes compagnons ont été tués. J'ai utilisé des pierres de la tour pour construire des cairns pour eux et nos adversaires. Heureusement Lyanna est saine et sauve. J'ai également la charge d'un bâtard.;;;Después de una feroz lucha, muchos de mis compañeros son asesinados. He sacado piedras de la torre para hacer tumbas de piedras para ellos y nuestros enemigos. Afortunadamente, Lyanna está viva y bien, ¡Pero parece que tuvo un hijo mientras estaba bajo la custodia del Príncipe Rhaegar! ¿Qué se hará con este niño?.;;;;;;;;;x
EVTOPTAtower_of_joy.10;The truth of his parentage must be known;La vérité sur sa parenté doit être connue;;;La verdad de su origen debe ser conocida;;;;;;;;;x
EVTOPTBtower_of_joy.10SUBMOD;I shall raise him as my own child;Je vais l'élever comme mon propre enfant;;;Lo criaré como a mi propio hijo;;;;;;;;;x
EVTDESCtower_of_joy.11SUBMOD;After a fierce fight, many of my companions are slain. I have pulled stones from the tower to make cairns for them and our foes. Alas Lyanna is dead also so it was all for nought. What is more, it appears she has had a child whilst in Prince Rhaegar's custody! What shall be done with this child?;Après un combat féroce, beaucoup de mes compagnons ont été tués. J'ai utilisé des pierres de la tour pour construire des cairns pour eux et nos adversaires. Hélas Lyanna est morte également et tout cela n'aura servi a rien.  J'ai également la charge d'un bâtard. ;;;Después de una feroz lucha, muchos de mis compañeros son asesinados. He sacado piedras de la torre para hacer tumbas de piedras para ellos y nuestros enemigos. Lyanna Stark también está muerta, así que todo fue en vano. ¡Además, parece que tuvo un hijo mientras estaba bajo la custodia del Príncipe Rhaegar! ¿Qué se hará con este niño?.;;;;;;;;;x
EVTOPTBtower_of_joy.11SUBMOD;I shall raise him as my own child;Je vais l'élever comme mon propre enfant;;;Lo criaré como a mi propio hijo;;;;;;;;;x
EVTDESCtower_of_joy.55;Now you are legally acknowledged as Rhaegar Targaryen's trueborn son, you can rightfully claim the arms and words of your father.;Maintenant que vous êtes reconnu comme le fils légitime de Rhaegar Targaryen, vous pouvez prendre le blason et la devise familiale de votre père.;;;Ahora que legalmente se te reconoce como el verdadero hijo de Rhaegar Targaryen, puedes legítimamente reclamar las armas y el lema de tu padre.;;;;;;;;;x
EVTOPTAtower_of_joy.55;Yes, I am now a Targaryen!;Oui, Je suis maintenant un Targaryen;;;!Sí, ahora soy un Targaryen!;;;;;;;;;x
EVTOPTBtower_of_joy.55;I am, and always will be, a Stark;Je suis, et resterai toujours, un Stark;;;Soy, y siempre seré, un Stark;;;;;;;;;x
EVTOPTCtower_of_joy.55;I will honour both houses;J’honorerai les deux maisons;;;Honraré a ambas Casas;;;;;;;;;x
TOOLTIPtower_of_joy.53A;You keep your parentage secret for now. You will be able to claim the Iron Throne at any point.;;;;Mantienes a tus padres en secreto por ahora. Podrás reclamar el Trono de Hierro en cualquier momento.;;;;;;;;;x
EVTDESCtower_of_joy.5399;[From.GetFirstName] seemed stunned at your revelation, and has vowed to keep the truth a secret, at least for now.;;;;;;;;;;;;;x
EVTOPTAtower_of_joy.5399;That would be prudent;;;;;;;;;;;;;x
