#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CHRONICLE_PLAYER_INHERITANCE_NEW_RELIGION;On [GetDateText], [From.GetTitledName] [From.GetDeathReason] at the age of [Root.GetAgeYears]. [From.GetSubjectPronounCap] was succeeded by [From.GetPossPronoun] [Root.Religion.GetName] [GetFromReverseRelation] [Root.GetFirstName].;Le [GetDateText], [From.GetTitledName] [From.GetDeathReason] à l’âge de [Root.GetAgeYears]. [From.GetSubjectPronounCap] eut comme successeur [From.GetPossPronoun] [GetFromReverseRelation] [Root.GetFirstName], de religion [Root.Religion.GetName] [Root.Religion.GetGroupName].;Am [GetDateText], [From.GetTitledName] [From.GetDeathReason]. Nachfolger wird [From.GetPossPronoun] [Root.Religion.GetName] [Root.Religion.GetGroupName] [GetFromReverseRelation] [Root.GetFirstName].;;El [GetDateText], [From.GetTitledName] [From.GetDeathReason] a la edad de [Root.GetAgeYears]. [From.GetSubjectPronounCap] fue sucedido por [From.GetPossPronoun] [GetFromReverseRelation] [Root.GetFirstName], de religión [Root.Religion.GetName] [Root.Religion.GetGroupName] [GetFromReverseRelation] [Root.GetFirstName].;;;;;;;;;x
CHRONICLE_WAR_INVASION_ATTACKER_LIEGE;[This.GetTitledFirstNameNoRegnal]'s liege, [Root.GetTitledFirstNameWithNick], launched an invasion of [Prev.GetName], declaring war against [From.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName].;Le(a) suzerain(e) de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], lança une invasion de [Prev.GetName], déclarant la guerre à [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;El Señor de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], lanzó una invasión a [Prev.GetName], declarando la guerra a [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_WAR_INVASION_DEFENDER_LIEGE;[Root.GetTitledFirstNameWithDynasty] of [Root.PrimaryTitle.GetName] launched an invasion of [Prev.GetName], declaring war against [This.GetTitledFirstNameNoRegnal]'s liege, [From.GetTitledFirstNameWithNick].;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] lança une invasion de [Prev.GetName], déclarant la guerre au(à la) suzerain(e) de [This.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameWithNick].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] lanzó una invasión a [Prev.GetName], declarando la guerra al Señor de [This.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameWithNick].;;;;;;;;;x
CHRONICLE_WAR_RAID_ATTACKER;[Root.GetTitledFirstNameWithNick] started a raid of [From.GetTitledFirstNameNoRegnal]'s lands in [Prev.GetName].;[Root.GetTitledFirstNameWithNick] lança une razzia sur les terres de [From.GetTitledFirstNameNoRegnal] en [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithNick] lanzó una expedición de saqueo a las tierras de [From.GetTitledFirstNameNoRegnal] en [Prev.GetName].;;;;;;;;;x
CHRONICLE_WAR_RAID_DEFENDER;[Root.GetTitledFirstNameWithNick] started a raid of [From.GetTitledFirstNameNoRegnal]'s lands in [Prev.GetName].;[Root.GetTitledFirstNameWithNick] lança une razzia sur les terres de [From.GetTitledFirstNameNoRegnal] en [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithNick] lanzó una expedición de saqueo a las tierras de [From.GetTitledFirstNameNoRegnal] en [Prev.GetName].;;;;;;;;;x
CHRONICLE_WAR_RAID_ATTACKER_LIEGE;[This.GetTitledFirstNameNoRegnal]'s liege, [Root.GetTitledFirstNameWithNick], started a raid of [From.GetTitledFirstNameNoRegnal]'s lands in [Prev.GetName].;Le(a) suzerain(e) de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], lança une razzia sur les terres de [From.GetTitledFirstNameNoRegnal] en [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;El Señor de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], lanzó una expedición de saqueo a las tierras de [From.GetTitledFirstNameNoRegnal] en [Prev.GetName].;;;;;;;;;x
CHRONICLE_WAR_RAID_DEFENDER_LIEGE;[Root.GetTitledFirstNameWithNick] started a raid of the lands of [This.GetTitledFirstNameNoRegnal]'s liege, [From.GetTitledFirstNameNoRegnal], in [Prev.GetName].;[Root.GetTitledFirstNameWithNick] lança une razzia sur les terres du(e la) suzerain(e) de [This.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal], en [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithNick] lanzó una expedición de saqueo a las tierras del Señor de [This.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal], en [Prev.GetName].;;;;;;;;;x
CHRONICLE_OTHERS_DEFENDER;The others started to move into [Prev.GetName], seemingly moving to attack [From.GetTitledFirstNameWithNick].;Les Autres commencèrent à apparaître en [Prev.GetName], apparemment pour attaquer [From.GetTitledFirstNameWithNick].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;Los Otros comenzaron a aparecer en [Prev.GetName], aparentemente para atacar a [From.GetTitledFirstNameWithNick].;;;;;;;;;x
CHRONICLE_WAR_OTHERS_DEFENDER_LIEGE;The others started to move into [Prev.GetName], seemingly moving to attack [This.GetTitledFirstNameNoRegnal]'s liege [From.GetTitledFirstNameWithNick].;Les Autres commencèrent à apparaître en [Prev.GetName], apparemment pour attaquer le(a) suzerain(e) de [This.GetTitledFirstNameNoRegnal] [From.GetTitledFirstNameWithNick].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;Los Otros comenzaron a aparecer en [Prev.GetName], aparentemente para atacar al Señor de [This.GetTitledFirstNameNoRegnal] [From.GetTitledFirstNameWithNick].;;;;;;;;;x
CHRONICLE_WAR_DAWN_ATTACKER;[Root.GetTitledFirstNameWithNick] declared war a War for the Dawn, with the stated aim of driving the others from the land and ending the terrible winter.;[Root.GetTitledFirstNameWithNick] déclara une Guerre de l’Aube, dans le but de repousser les Autres des terres des hommes et mettre un terme à ce terrible hiver.;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithNick] declaró una Guerra del Alba, con el fin de expulsar a los Otros de las tierras de los hombres y poner fin a a este terrible invierno.;;;;;;;;;x
CHRONICLE_WAR_DAWN_ATTACKER_LIEGE;[This.GetTitledFirstNameNoRegnal]'s liege, [Root.GetTitledFirstNameWithNick], declared war a War for the Dawn, with the stated aim of driving the others from the land and ending the terrible winter.;Le(a) suzerain(e) de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], déclara une Guerre de l’Aube, dans le but de repousser les Autres des terres des hommes et mettre un terme à ce terrible hiver.;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;El Señor de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], declaró una Guerra del Alba, con el fin de expulsar a los Otros de las tierras de los hombres y poner fin a a este terrible invierno.;;;;;;;;;x
CHRONICLE_WAR_DAWN;[Root.GetTitledFirstNameWithDynasty] of [Root.PrimaryTitle.GetName] declared war a War for the Dawn, with the stated aim of driving the others from the land and ending the terrible winter.;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] déclara une Guerre de l’Aube, dans le but de repousser les Autres des terres des hommes et mettre un terme à ce terrible hiver.;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] declaró una Guerra del Alba, con el fin de expulsar a los Otros de las tierras de los hombres y poner fin a a este terrible invierno.;;;;;;;;;x
CHRONICLE_WAR_LIBERATION_ATTACKER;[Root.GetTitledFirstNameWithNick] declared a war of liberation against [From.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName], with the stated aim of driving [From.GetHerHim] and [From.GetHerHis] fellow slavers from [Prev.GetName], freeing all slaves there once and for all.;[Root.GetTitledFirstNameWithNick] déclara une guerre de libération à [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], afin de chasser les esclavagistes de [Prev.GetName] et y libérer tous les esclaves une fois pour toute.;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithNick] declaró una guerra de liberación en [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], con el fin de aplastar a los traficantes de esclavistas de [Prev.GetName] y de liberar a todos los esclavos de una vez por todas.;;;;;;;;;x
CHRONICLE_WAR_LIBERATION_DEFENDER;[Root.GetTitledFirstNameWithDynasty] of [Root.PrimaryTitle.GetName] declared a war of liberation against [From.GetTitledFirstNameWithNick], with the stated aim of driving [From.GetHerHim] and [From.GetHerHis] fellow slavers from [Prev.GetName], freeing all slaves there once and for all.;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] déclara une guerre de libération à [From.GetTitledFirstNameWithNick], afin de chasser les esclavagistes de [Prev.GetName] et y libérer tous les esclaves une fois pour toute.;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] declaró una guerra de liberación en [From.GetTitledFirstNameWithNick], con el fin de aplastar a los traficantes de esclavistas de [Prev.GetName] y de liberar a todos los esclavos de una vez por todas.;;;;;;;;;x
CHRONICLE_WAR_LIBERATION_ATTACKER_LIEGE;[This.GetTitledFirstNameNoRegnal]'s liege, [Root.GetTitledFirstNameWithNick], declared a war of liberation against [From.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName], with the stated aim of driving [From.GetHerHim] and [From.GetHerHis] fellow slavers from [Prev.GetName], freeing all slaves there once and for all.;Le(a) suzerain(e) de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], déclara une guerre de libération à [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], afin de chasser les esclavagistes de [Prev.GetName] et y libérer tous les esclaves une fois pour toute.;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;El Señor de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], declaró una guerra de liberación en [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], con el fin de aplastar a los traficantes de esclavistas de [Prev.GetName] y de liberar a todos los esclavos de una vez por todas.;;;;;;;;;x
CHRONICLE_WAR_LIBERATION_DEFENDER_LIEGE;[Root.GetTitledFirstNameWithDynasty] of [Root.PrimaryTitle.GetName] declared a war of liberation against [This.GetTitledFirstNameNoRegnal]'s liege [From.GetTitledFirstNameWithNick], with the stated aim of driving [From.GetHerHim] and [From.GetHerHis] fellow slavers from [Prev.GetName], freeing all slaves there once and for all.;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] déclara une guerre de libération au(à la) suzerain(e) de [This.GetTitledFirstNameNoRegnal] [From.GetTitledFirstNameWithNick], afin de chasser les esclavagistes de [Prev.GetName] et y libérer tous les esclaves une fois pour toute.;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] declaró una guerra de liberación al Señor de [This.GetTitledFirstNameNoRegnal] [From.GetTitledFirstNameWithNick], con el fin de aplastar a los traficantes de esclavistas de [Prev.GetName] y de liberar a todos los esclavos de una vez por todas.;;;;;;;;;x
CHRONICLE_WAR_EMANCIPATION_ATTACKER;[Root.GetTitledFirstNameWithNick] declared a war of emancipation against [From.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName], with the stated aim of ending slavery in [Prev.GetName].;[Root.GetTitledFirstNameWithNick] déclara une guerre d’émancipation à [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], afin de mettre un terme à l’esclavage en [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithNick] declaró una guerra de emancipación a [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], con el fin de acabar con la esclavitud en [Prev.GetName].;;;;;;;;;x
CHRONICLE_WAR_EMANCIPATION_DEFENDER;[Root.GetTitledFirstNameWithDynasty] of [Root.PrimaryTitle.GetName] declared a war of emancipation against [From.GetTitledFirstNameWithNick], with the stated aim of ending slavery in [Prev.GetName].;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] déclara une guerre d’émancipation à [From.GetTitledFirstNameWithNick], afin de mettre un terme à l’esclavage en [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] declaró una guerra de emancipación a [From.GetTitledFirstNameWithNick], con el fin de acabar con la esclavitud en [Prev.GetName].;;;;;;;;;x
CHRONICLE_WAR_EMANCIPATION_ATTACKER_LIEGE;[This.GetTitledFirstNameNoRegnal]'s liege, [Root.GetTitledFirstNameWithNick], declared a war of emancipation against [From.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName], with the stated aim of ending slavery in [Prev.GetName].;Le(a) suzerain(e) de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], déclara une guerre d’émancipation à [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], afin de mettre un terme à l’esclavage en [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;El Señor de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], declaró una guerra de emancipación a [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], con el fin de acabar con la esclavitud en [Prev.GetName].;;;;;;;;;x
CHRONICLE_WAR_EMANCIPATION_DEFENDER_LIEGE;[Root.GetTitledFirstNameWithDynasty] of [Root.PrimaryTitle.GetName] declared a war of emancipation against [This.GetTitledFirstNameNoRegnal]'s liege [From.GetTitledFirstNameWithNick], with the stated aim of ending slavery in [Prev.GetName].;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] déclara une guerre d’émancipation au(à la) suzerain(e) de[This.GetTitledFirstNameNoRegnal] [From.GetTitledFirstNameWithNick], afin de mettre un terme à l’esclavage en [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] declaró una guerra de emancipación al Señor de [This.GetTitledFirstNameNoRegnal] [From.GetTitledFirstNameWithNick], con el fin de acabar con la esclavitud en [Prev.GetName].;;;;;;;;;x
CHRONICLE_WAR_ENSLAVEMENT_ATTACKER;[Root.GetTitledFirstNameWithNick] declared a war of enslavement against [From.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName], with the stated aim of restoring slavery in [Prev.GetName], putting all freed slaves back into bondage.;[Root.GetTitledFirstNameWithNick] déclara une guerre d’asservissement à [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], afin de restaurer l’esclavage en [Prev.GetName] et remettre leurs chaînes aux esclaves.;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithNick] declaró una guerra de esclavización a [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], con el fin de restaurar el esclavismo en [Prev.GetName] y poner cadenas a los esclavos.;;;;;;;;;x
CHRONICLE_WAR_ENSLAVEMENT_DEFENDER;[Root.GetTitledFirstNameWithDynasty] of [Root.PrimaryTitle.GetName] declared a war of enslavement against [From.GetTitledFirstNameWithNick], with the stated aim of restoring slavery in [Prev.GetName], putting all freed slaves back into bondage.;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] déclara une guerre d’asservissement à [From.GetTitledFirstNameWithNick], afin de restaurer l’esclavage en [Prev.GetName] et remettre leurs chaînes aux esclaves.;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] declaró una guerra de esclavización a [From.GetTitledFirstNameWithNick], con el fin de restaurar el esclavismo en [Prev.GetName] y poner cadenas a los esclavos.;;;;;;;;;x
CHRONICLE_WAR_ENSLAVEMENT_ATTACKER_LIEGE;[This.GetTitledFirstNameNoRegnal]'s liege, [Root.GetTitledFirstNameWithNick], declared a war of enslavement against [From.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName], with the stated aim of restoring slavery in [Prev.GetName], putting all freed slaves back into bondage.;Le(a) suzerain(e) de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], déclara une guerre d’asservissement à [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], afin de restaurer l’esclavage en [Prev.GetName] et remettre leurs chaînes aux esclaves.;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;El Señor de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], declaró una guerra de esclavización a [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], con el fin de restaurar el esclavismo en [Prev.GetName] y poner cadenas a los esclavos.;;;;;;;;;x
CHRONICLE_WAR_ENSLAVEMENT_DEFENDER_LIEGE;[Root.GetTitledFirstNameWithDynasty] of [Root.PrimaryTitle.GetName] declared a war of enslavement against [This.GetTitledFirstNameNoRegnal]'s liege [From.GetTitledFirstNameWithNick], with the stated aim of restoring slavery in [Prev.GetName], putting all freed slaves back into bondage.;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] ], déclara une guerre d’asservissement au(à la) suzerain(e) de [This.GetTitledFirstNameNoRegnal] [From.GetTitledFirstNameWithNick], afin de restaurer l’esclavage en [Prev.GetName] et remettre leurs chaînes aux esclaves.;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] ], declaró una guerra de esclavización al Señor de [This.GetTitledFirstNameNoRegnal] [From.GetTitledFirstNameWithNick], con el fin de restaurar el esclavismo en [Prev.GetName] y poner cadenas a los esclavos.;;;;;;;;;x
CHRONICLE_WAR_CLAIM_ATTACKER;[Root.GetTitledFirstNameWithNick] declared war against [From.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName], pressing [Root.GetHerHis] claim to [Prev.GetName].;[Root.GetTitledFirstNameWithNick] déclara la guerre à [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], fasisant valoir sa revendication sur [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithNick] declaró la guerra a [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], utilizando su reclamación al [Prev.GetName].;;;;;;;;;x
CHRONICLE_WAR_CLAIM_DEFENDER;[Root.GetTitledFirstNameWithDynasty] of [Root.PrimaryTitle.GetName] declared war against [From.GetTitledFirstNameWithNick], pressing [Root.GetHerHis] claim to [Prev.GetName].;[Root.GetTitledFirstNameWithDynasty] of [Root.PrimaryTitle.GetName] déclara la guerre à [From.GetTitledFirstNameWithNick],faisant valoir sa revendication sur [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] declaró la guerra a [From.GetTitledFirstNameWithNick], utilizando su reclamación al [Prev.GetName].;;;;;;;;;x
CHRONICLE_WAR_CLAIM_ATTACKER_LIEGE;[This.GetTitledFirstNameNoRegnal]'s liege, [Root.GetTitledFirstNameWithNick], declared war against [From.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName], pressing [Root.GetHerHis] claim to [Prev.GetName].;Le(a) suzerain(e) de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], déclara la guerre à [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], appuyant sa revendication sur [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;El Señor de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], declaró la guerra a [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], utilizando su reclamación al [Prev.GetName].;;;;;;;;;x
CHRONICLE_WAR_CLAIM_DEFENDER_LIEGE;[Root.GetTitledFirstNameWithDynasty] of [Root.PrimaryTitle.GetName] declared war against [This.GetTitledFirstNameNoRegnal]'s liege [From.GetTitledFirstNameWithNick], pressing [Root.GetHerHis] claim to [Prev.GetName].;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] déclara la guerre au(à la) suzerain(e) de [This.GetTitledFirstNameNoRegnal] [From.GetTitledFirstNameWithNick], faisant valoir sa revendication sur [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] declaró la guerra al Señor de [This.GetTitledFirstNameNoRegnal] [From.GetTitledFirstNameWithNick], utilizando su reclamación al [Prev.GetName].;;;;;;;;;x
CHRONICLE_WAR_CLAIM_ALL_ATTACKER;[Root.GetTitledFirstNameWithNick] declared war pressing [Root.GetHerHis] claims against [From.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName].;[Root.GetTitledFirstNameWithNick] déclencha la guerre en faisant valoir sa revendication contre [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithNick] declaró la guerra utilizando su reclamación contra [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_WAR_CLAIM_ALL_DEFENDER;[Root.GetTitledFirstNameWithDynasty] of [Root.PrimaryTitle.GetName] declared war pressing [Root.GetHerHis] claims against [From.GetTitledFirstNameWithNick].;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] déclencha la guerre en faisant valoir sa revendication contre [From.GetTitledFirstNameWithNick].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] declaró la guerra utilizando su reclamación contra [From.GetTitledFirstNameWithNick].;;;;;;;;;x
CHRONICLE_WAR_CLAIM_ALL_ATTACKER_LIEGE;[This.GetTitledFirstNameNoRegnal]'s liege, [Root.GetTitledFirstNameWithNick], declared war pressing [Root.GetHerHis] claims against [From.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName].;Le(a) suzerain(e) de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], déclencha la guerre en faisant valoir sa revendication contre [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;El Señor de [This.GetTitledFirstNameNoRegnal], [Root.GetTitledFirstNameWithNick], declaró la guerra utilizando su reclamación contra [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_WAR_CLAIM_ALL_DEFENDER_LIEGE;[Root.GetTitledFirstNameWithDynasty] of [Root.PrimaryTitle.GetName] declared war pressing [Root.GetHerHis] claims against [This.GetTitledFirstNameNoRegnal]'s liege [From.GetTitledFirstNameWithNick].;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] déclencha la guerre en faisant valoir sa revendication contre le(a) suzerain(e) de [This.GetTitledFirstNameNoRegnal] [From.GetTitledFirstNameWithNick].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[Root.GetTitledFirstNameWithDynasty] de [Root.PrimaryTitle.GetName] declaró la guerra utilizando su reclamación contra el Señor de [This.GetTitledFirstNameNoRegnal] [From.GetTitledFirstNameWithNick].;;;;;;;;;x
CHRONICLE_WAR_SENIORITY_ATTACKER;[From.PrimaryTitle.GetName] fell into civil war, as [From.GetTitledFirstNameWithDynasty] refused [Root.GetTitledFirstNameWithNick]'s ultimatum demanding succession by seniority in [Prev.GetName].;[From.PrimaryTitle.GetName] sombra dans la guerre civile, quand [From.GetTitledFirstNameWithDynasty] refusa l’ultimatum de [Root.GetTitledFirstNameWithNick] réclamant la succession par séniorité en [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[From.PrimaryTitle.GetName] cayó en una guerra civil, cuando [From.GetTitledFirstNameWithDynasty] rechazó el ultimátum de [Root.GetTitledFirstNameWithNick] reclamando la sucesión por Antigüedad en [Prev.GetName].;;;;;;;;;x
CHRONICLE_WAR_SENIORITY_DEFENDER;[From.PrimaryTitle.GetName] fell into civil war, as [From.GetTitledFirstNameWithNick] refused [Root.GetTitledFirstNameWithDynasty]'s ultimatum demanding succession by seniority in [Prev.GetName].;[From.PrimaryTitle.GetName] sombra dans la guerre civile, quand [From.GetTitledFirstNameWithNick] refusa l’ultimatum de [Root.GetTitledFirstNameWithDynasty] réclamant la succession par séniorité en [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[From.PrimaryTitle.GetName] cayó en una guerra civil, cuando [From.GetTitledFirstNameWithNick] rechazó el ultimátum de [Root.GetTitledFirstNameWithDynasty] reclamando la sucesión por Antigüedad en [Prev.GetName].;;;;;;;;;x
CHRONICLE_WAR_SENIORITY_ATTACKER_LIEGE;[From.PrimaryTitle.GetName] fell into civil war, as [From.GetTitledFirstNameWithDynasty] refused the ultimatum of [This.GetTitledFirstNameNoRegnal]'s liege [Root.GetTitledFirstNameWithNick], demanding succession by seniority in [Prev.GetName].;[From.PrimaryTitle.GetName sombra dans la guerre civile, quand [From.GetTitledFirstNameWithDynasty] refusa l’ultimatum du(e la) suzerain(e) de [This.GetTitledFirstNameNoRegnal] [Root.GetTitledFirstNameWithNick] réclamant la succession par séniorité en [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[From.PrimaryTitle.GetName] cayó en una guerra civil, cuando [From.GetTitledFirstNameWithDynasty] rechazó el ultimátum del Señor de [This.GetTitledFirstNameNoRegnal] [Root.GetTitledFirstNameWithNick] reclamando la sucesión por Antigüedad en [Prev.GetName].;;;;;;;;;x
CHRONICLE_WAR_SENIORITY_DEFENDER_LIEGE;[From.PrimaryTitle.GetName] fell into civil war, as [This.GetTitledFirstNameNoRegnal]'s liege, [From.GetTitledFirstNameWithNick], refused [Root.GetTitledFirstNameWithDynasty]'s ultimatum demanding succession by seniority in [Prev.GetName].;[From.PrimaryTitle.GetName] sombra dans la guerre civile, quand le(a) suzerain(e) de [This.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameWithNick], refusa l’ultimatum de [Root.GetTitledFirstNameWithDynasty] réclamant la succession par séniorité en [Prev.GetName].;[From.GetTitledName] zog gegen [Prev.GetTitledName] in den Krieg.;;[From.PrimaryTitle.GetName] cayó en una guerra civil, cuando el Señor de [This.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameWithNick], rechazó el ultimátum de [Root.GetTitledFirstNameWithDynasty] reclamando la sucesión por Antigüedad en [Prev.GetName].;;;;;;;;;x
