#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
TOOLTIPRESTORENWRANDOM;The Night's Watch shall be restored to a black brother.\n;La Garde de Nuit doit être restaurée à un Frère Noir\n;;;La Guardia de la Noche debe ser restaurada para un Hermano Negro;;;;;;;;;x;
EVTDESCnightswatch.21;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] has restored the Night's Watch, as the new Lord Commander I have been granted all lands of the Watch.;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] a restauré la Garde de Nuit, en tant que nouveau Lord Commandant j'ai octroyé toutes les terres de la Garde. ;;;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] ha restaurado la Guardia de la Noche, como nuevo Lord Comandante he otorgado todas las tierras de la Guardia;;;;;;;;;x;
EVTOPTAnightswatch.21;The Watch now begins;Voici que la Garde débute;;;Ahora empieza La Guardia;;;;;;;;;x;
reactivate_castle_black;Restore Castle Black;Restaurer Châteaunoir;;;Restaurar Castillo negro;;;;;;;;;x;
reactivate_castle_black_desc;Rebuild one of Castle Black's Forts;Reconstruire l'un des forts de Châteaunoir;;;Reconstruir uno de los fuertes de Castillo Negro;;;;;;;;;x;
reactivate_shadow_tower;Restore Shadow Tower;Restaurer Tour Ombreuse;;;Restaurar Torre Sombría;;;;;;;;;x;
reactivate_shadow_tower_desc;Rebuild one of Shadow Tower's Forts;Reconstruire l'un des forts de Tour Ombreuse;;;Reconstruir uno de los fuertes de Torre Sombría;;;;;;;;;x;
reactivate_eastwatch;Restore Eastwatch-by-the-sea;Restaurer Fort-Levant;;;Restaurar Guardiaoriente del Mar;;;;;;;;;x;
reactivate_eastwatch_desc;Rebuild one of Eastwatch-by-the-sea's Forts;Reconstruire l'un des forts de Fort-Levant;;;Reconstruir uno de los fuertes de Guardiaoriente del Mar;;;;;;;;;x;
TOOLTIPGETCASTLE;A new Castle will be built.;Un nouveau château va être construit.;;;Un nuevo castillo se va a construir.;;;;;;;;;x;
title_recruiter;Recruiter;Recruteur;;;Reclutador;;;;;;;;;x;
title_recruiter_desc;The Night's Watch Recruiter is responsible for finding men who would like to take the black.;Le Recruteur de la Garde de Nuit est chargé de trouver des hommes qui voudraient prendre le noir.;;;El reclutador de la Guardia de la Noche es el responsable de encontrar hombres que quieran tomar el negro.;;;;;;;;;x;
title_personal_steward;Personal Steward;Aide de camp;;;Mayordomo personal;;;;;;;;;x;
title_personal_steward_desc;The Lord Commander's personal steward attends to the needs and wishes of his Lord. The holder of this position is often being groomed for command, giving past holders of this office a greater chance of being elected Lord Commander.;L'aide de camp du Lord Commandant répond aux souhaits et aux besoins de son seigneur. Le détenteur d'une telle position est souvent formé au commandement, et a donc plus de chances d'être élu Lord Commandant.;;;El Mayordomo personal del Lord Comandante atiende las necesidades y deseos del Lord Comandante. El titular de este cargo a menudo está siendo preparado para el mando.;;;;;;;;;x;
EVTDESC999900099;A growing number of women have migrated to your court over the years, these wenches provide naught but a distraction and temptation for the men.;Un nombre croissant de femmes est arrivé dans votre cour au cours des années, ces donzelles ne servent à rien sinon à distraire et tenter les hommes. ;;;Un número creciente de mujeres han ido llegando a la corte estos últimos años, estas doncellas no sirven para nada más que para distraer y tentar a mis hombres.;;;;;;;;;x;
EVTOPTA999900099;I will send them to Moles Town to learn a trade.;Je vais les envoyer à la Mole pour apprendre un nouveau type de commerce.;;;Las enviaré a Villatopo para que aprendan un nuevo tipo de comercio...;;;;;;;;;x;
EVTOPTB999900099;They can stay here, cook, clean and .... cook some more.;Elles peuvent rester ici pour cuisiner, nettoyer et… cuisiner à nouveau.;;;Pueden quedarse aquí para cocinar, limpiar y... cocinar de nuevo.;;;;;;;;;x;
EVTDESC999900098;Because I am a female at the Wall, I will now live in moles town, nobody sees this.;Parce que je suis une femme au Mur, je vivrai désormais à la Mole. ;;;Al ser una mujer en el Muro, ahora viviré en Villatopo.;;;;;;;;;x;
EVTOPTA999900098;Fashbinder kills loc errors, numero uno.;Fashbinder kills loc errors, numero uno. ???;;;Fashbinder kills loc errors, numero uno.;;;;;;;;;x;
EVTDESCnightswatch.22;The enemy are leading an assault on the Wall! \n\nNOTCH..... \n\nDRAW.....;L'ennemi mène un assaut contre le Mur ! \n\nEncochez ! \n\nTirez !;;;Los salvajes mandan un asalto contra el Muro! \n\nApuntad! \n\nTirad!;;;;;;;;;x;
EVTOPTAnightswatch.22;LOOSE!;TIREZ !;;;TIRAD!;;;;;;;;;x;
EVTDESCnightswatch.23;You hear the cry 'LOOSE' from your for atop the Wall. A rain of arrows fall from the air ripping your wildling army to pieces.;"Vous entendez un cri puissant provenant d'au dessus du Mur : ""TIREZ"". Une pluie de flèches tombe soudain du ciel et vient mettre votre armée sauvageonne en morceaux. ";;;"Oyes un grito que proviene de lo alto del Muro:""TIRAD"". Una lluvia de flechas cae de repente del cielo  y deja tu ejército salvaje hecho pedazos.";;;;;;;;;x;
EVTOPTAnightswatch.23;I will reconsider leading a direct attack upon men atop the Wall.;Je vais peut-être reconsidérer l'idée d'une attaque directe contre le Mur. ;;;Tal vez debería reconsiderar la idea de un ataque directo contra el Muro.;;;;;;;;;x;
deserter;Deserter;Déserteur;;;Desertor;;;;;;;;;x;
deserter_desc;This character broke his oath to the Night's Watch, and now his life is forfeit in all Westeros.;Cette personne a violé son serment envers la Garde de Nuit et sa vie est désormais en danger dans tout Westeros.;;;Este personaje ha violado su juramento con la Guardia de la Noche y ahora su vida corre peligro en todo Poniente.;;;;;;;;;x;
title_justice_of_king;King's Justice;Justice du roi;;;Justicia del Rey;;;;;;;;;x;
title_justice_of_king_desc;The royal executioner and keeper of the dungeons.;Le bourreau royal et le gardien des cachots. ;;;El verdugo real y el responsable de las mazmorras.;;;;;;;;;x;
send_bastard_to_family;Send [Root.GetFirstName] to your family;Envoyer [Root.GetFirstName] dans votre famille;;;Enviar a [Root.GetFirstName] con tu familia;;;;;;;;;x;
send_bastard_to_family_desc;The wall is no place for a child, little [Root.GetFirstName] will have a better life living with my kin.;Le Mur n'est pas un endroit pour les enfants, le(a) petit(e) [Root.GetFirstName] aura de meilleurs conditions de vie avec ma famille. ;;;El Muro no es lugar para niños, el pequeño [Root.GetFirstName] tendrá mejores condiciones de vida con mi familia.;;;;;;;;;x;
EVTDESCnightswatch.25;A group of rangers have returned from the Haunted Woods, but the First Ranger has taken an arrow wound, and it seems the wildlings poisoned the arrow. It is likely he will die, unless we hire a healer skilled in healing such poisons...;Un groupe de patrouilleurs est revenu au complet d'une patrouille dans la Forêt Hantée, mais le Premier Patrouilleur a été blessé par une flèche de sauvageon dont la pointe semble avoir été empoisonnée. Il est probable qu'il meure à moins que nous n'engagions un guérisseur talentueux et spécialisé dans le traitement des poisons... ;;;Un grupo de exploradores ha regresado al completo de una patrulla por el Bosque Encantado, pero el Primer Explorador ha sido herido por una flecha emponzoñada. Es probable que muera a menos que consigamos un buen médico especialista en el tratamiento de venenos...;;;;;;;;;x;
EVTOPTAnightswatch.25;He is my Sworn Brother. We will save him no matter the cost!;Il est notre frère juré ! Nous le sauverons, quel qu'en soit le prix !;;;Es nuestro hermano juramentado! Lo salvaremos, cueste lo que cueste!;;;;;;;;;x;
EVTOPTBnightswatch.25;I hate to see a brother like this, but we simply can't afford it;Je déteste voir un frère dans cet état, mais nous n'avons pouvons simplement pas les moyens;;;Odio ver a un hermano en este estado, pero no tenemos los medios para salvarlo;;;;;;;;;x;
EVTOPTCnightswatch.25;I'm sure he is against me! Make sure his recovery is... Hindered;Je suis sûr qu'il est contre moi ! Assurez-vous que son rétablissement soit… difficile;;;Estoy seguro que está en contra de mí. Aseguráos que su restablecimiento sea...dificil.;;;;;;;;;x;
TOOLTIPnightswatch.28;Your murder will be discovered, greatly angering the men.\n;Votre meurtre va être découvert, ce qui montera vos hommes contre vous.\n;;;Tu asesinato será descubierto, lo que enfurecerá mucho a los hombres.\n;;;;;;;;;x;
EVTDESCnightswatch.26;My Lord, the First Ranger died of his wounds during the night.;Messire, le Premier Patrouilleur a succombé à ses blessures durant la nuit.;;;Mi Señor, el Primer Explorador ha sucumbido a sus heridas durante la noche.;;;;;;;;;x;
EVTOPTAnightswatch.26;His watch ends, and now a new First Ranger is needed!;Sa garde a pris fin, et désormais nous avons besoin d'un nouveau Premier Patrouilleur !;;;Su guardia ha llegado a su fin, y ahora necesitamos un nuevo Primer Explorador.;;;;;;;;;x;
EVTDESCnightswatch.27;My Lord, the First Ranger survived his arrow wound!;Messire, le Premier Patrouilleur a survécu à ses blessures !;;;Mi Señor, el Primer Explorador ha sobrevivido a sus heridas!;;;;;;;;;x;
EVTOPTAnightswatch.27;Good news! He is a great ranger;Bonne nouvelle ! C'est un très bon patrouilleur;;;Buena noticia! Es un buen explorador;;;;;;;;;x;
EVTDESCnightswatch.28;You tried to keep it quiet, but word has spread of your sabotage of the First Ranger's recovery. He was well respected, and the men curse you for your deeds.;Vous avez tenté de garder le secret, mais des rumeurs circulent sur votre tentative d'entraver le rétablissement du Premier Patrouilleur. Il était très respecté et les hommes vous maudissent ce que vous avez fait. ;;;Habéis intentado guardar el secreto, pero circulan rumores sobre tu intento de obstruir el restablecimiento del Primer Explorador. Él era muy respetado y los hombres te maldicen por lo que hicistes.;;;;;;;;;x;
EVTOPTAnightswatch.28;What are they going to do about it?;Que vont-ils faire à ce sujet?;;;Qué van a hacer al respecto?;;;;;;;;;x;
opinion_murdered_first_ranger;Murdered First Ranger;A tué le Premier Patrouilleur;;;Asesinó al Primer Explorador;;;;;;;;;x;
TOOLTIPEVTOPTAnightswatch.25;The rangers will be please;Les patrouilleurs vont être contents;;;Los exploradores estarán contentos;;;;;;;;;x;
opinion_helped_first_ranger;Helped First Ranger;A aidé le Premier Patrouilleur;;;Ayudó al Primer Explorador;;;;;;;;;x;
EVTNAMEnightswatch.30;New Lord Commander on the Wall;Nouveau Lord commandant au Mur;;;Nuevo Lord Comandante en el Muro;;;;;;;;;x;
EVTDESCnightswatch.30;Night gathers, and now my watch begins. It shall not end until my death. I shall take no wife, hold no lands, father no children. I shall wear no crowns and win no glory. I shall live and die at my post. I am the sword in the darkness. I am the watcher on the walls. I am the fire that burns against the cold, the light that brings the dawn, the horn that wakes the sleepers, the shield that guards the realms of men. I pledge my life and honor to the Night's Watch, for this night and all nights to come.'\n\nThe Lord Commander has died, [From.GetFirstNameWithDynasty] will replace him and will serve the realm in these troubled times.;La Nuit se regroupe, et voici que débute ma garde. Jusqu’à ma mort, je la monterai. Je ne prendrai femme, ne tiendrai terre, ni n’engendrerai. Je ne porterai de couronne, n’acquerrai de gloire. Je vivrai et mourrai à mon poste. Je suis l’épée dans les Ténèbres. Je suis le veilleur aux remparts. Je suis le feu qui flambe contre le froid, la lumière qui rallume l’aube, le cor qui secoue les dormeurs, le bouclier protecteur des Royaumes humains. Je voue mon existence et mon honneur à la Garde de Nuit, je les lui voue pour cette nuit-ci comme pour toutes les nuits à venir.\n\nLe lord-commandant est mort, [From.GetFirstNameWithDynasty] va le remplacer et servira le royaume en ces temps troublés.;;;La noche se avecina, ahora empieza mi guardia. No terminará hasta el día de mi muerte. No tomaré esposa, no poseeré tierras, no engendraré hijos. No llevaré corona, no alcanzaré la gloria. Viviré y moriré en mi puesto. Soy la espada en la oscuridad. Soy el vigilante del Muro. Soy el fuego que arde contra el frío, la luz que trae el amanecer, el cuerno que despierta a los durmientes, el escudo que defiende los reinos de los hombres. Entrego mi vida y mi honor a la Guardia de la Noche, durante esta noche y todas las que estén por venir. [From.GetTitledFirstName] es el nuevo Lord Comandante y servirá al Reino en estos dificiles tiempos.;;;;;;;;;x;
NW_grant_command;Grant a Command;Octroyer un commandement;;;Otorgar un mando;;;;;;;;;x;
NW_grant_command_desc;Appoint [Root.GetTitledFirstNameWithDynasty] to a command of a castle;Donner ce titre à ce personnage vous permettra de le nommer à la tête d'un château;;;Nombrar a [Root.GetTitledFirstNameWithDynasty] al mando de un castillo;;;;;;;;;x;
title_grant_command;Grant a Command;Octroyer un commandement;;;Otorgar un mando;;;;;;;;;x;
title_grant_command_desc;Giving this title to this character will enable you to appoint them to a command of a castle;Donner ce titre à ce personnage vous permettra de le nommer à la tête d'un château;;;Dar este título a este personaje te permitirá ponerlo al mando de un castillo;;;;;;;;;x;
TOOLTIPnightswatch.32;You will select which castle to appoint [Root.GetTitledFirstNameWithDynasty] as its Commander.\n;Vous allez choisir un château dont [Root.GetTitledFirstNameWithDynasty] sera le Commandant.\n;;;Seleccionar para que castillo nombrarás a [Root.GetTitledFirstNameWithDynasty] como su Comandante.\n;;;;;;;;;x;
EVTDESCnightswatch.32;Shall [NW_granting_command.GetTitledFirstName] [NW_granting_command.GetOnlyDynastyName] be appointed as Commander of [nightswatch_grant.GetName]?;Quel château commandera ce frère noir ?;;;Debe [NW_granting_command.GetTitledFirstName] [NW_granting_command.GetOnlyDynastyName] ser nombrado comandante de [nightswatch_grant.GetName]?;;;;;;;;;x;
OPTAnightswatch.32;Yes, this castle;Oui, ce château.;;;Sí, este castillo;;;;;;;;;x;
OPTBnightswatch.32;No, another castle;Non, un autre château.;;;No, otro castillo;;;;;;;;;x;
OPTCnightswatch.32;I've changed my mind;J'ai changé d'avis.;;;He cambiado de opinión;;;;;;;;;x;
TOOLTIPnightswatch.21;The Wall shall be restored to [This.GetTitledFirstName];Le Mur sera restauré à [This.GetTitledFirstName];;;El Muro será restaurado para [This.GetTitledFirstName];;;;;;;;;x;
create_k_beyond_wall_NW;Crown Yourself King Beyond-the-Wall;Vous couronner Roi d'Au-delà du Mur;;;Corónate a ti mismo como Rey-Más-Allá-Del-Muro;;;;;;;;;x;
create_k_beyond_wall_NW_desc;So far as the Free Folk have rulers at all, they style themselves Kings Beyond-the-Wall. The title is not hereditary - every new king must earn it for himself.;Si le Peuple Libre se désigne un chef, il le nomme Roi Au-delà du Mur. Le titre n'est pas héréditaire, chaque nouveau roi doit le mériter et le remporter.;;;Cuando el Pueblo Libre tiene un rey, ellos lo llaman como Rey-Más-Allá-del-Muro. El título no es hereditario - cada rey nuevo debe ganárselo para si mismo.;;;;;;;;;x;
feudal_contract_NW;Night's Watch Levies;Levées de la Garde de Nuit;;;Levas de la Guardia de la Noche;;;;;;;;;x;
feudal_contract_NW_option;NW;GdN;;;Guardia de la Noche;;;;;;;;;x;
feudal_contract_NW_desc;Brothers of the Night's Watch are sworn by oath to answer their commanders calls to arms;Les frères de la Garde de Nuit sont tenus par serment de répondre à l'appel aux armes de leurs commandants;;;Los hermanos de la Guardia de la Noche han jurado a responder a la llamada a las armas de sus comandantes.;;;;;;;;;x;
action_NW_recruit;Recruit For The Watch;Recruter pour la Garde;;;Reclutar para la Guardia de la Noche;;;;;;;;;x;
action_NW_recruit_desc;Send your recruiter on a diplomatic mission to a province to try and gain men and supplies for The Watch.;Envoyez votre recruteur en mission diplomatique dans une province pour tenter d'obtenir des hommes et des ressources pour la Garde.;;;Enviar a tu reclutador en una misión diplomática a una provincia para intentar conseguir hombres y suministros para la Guardia de la Noche.;;;;;;;;;x;
EVTNAMEnightswatch.40;Gains an Audience With Local Lord;Obtenu une audience avec un lord;;;Consigue una audiencia con el Señor local;;;;;;;;;x;
EVTDESCnightswatch.40;As a recruiter for The Watch I have been travelling the realm looking to gain supplies and men from the local Lords. I have gained an audience with one such lord, and will try and persuade them to help.;En tant que recruteur pour la Garde j'ai parcouru le royaume à la recherche d'hommes et de ressources octroyés par les lords. J'ai obtenu une audience avec l'un de ces lords et je vais tenter le persuader de nous aider.;;;Como reclutador de la Guardia de la Noche he estado viajando por el reino consiguiendo hombres y suministros. He conseguido una audiencia con un señor local, e intentaré persuadirlo para que nos ayude.;;;;;;;;;x;
EVTOPTAnightswatch.40;I hope they are generous;J'espère qu'il sera généreux.;;;Espero que sea generoso;;;;;;;;;x;
EVTDESCnightswatch.41;[From.GetTitledFirstNameWithDynasty], a black brother of the Night's Watch, has arrived in [Root.Capital.GetName] seeking an audience. [From.GetSheHeCap] is here recruiting for The Watch, and implores you to help by sending men and supplies to The Wall, to aid in the defence of Westeros.;[From.GetTitledFirstNameWithDynasty], un frère noir de la Garde de Nuit, est arrivé à [Root.Capital.GetName] pour demander audience. [From.GetSheHeCap] est là pour recruter pour la Garde et vous implore d'envoyer des hommes et des ressources au Mur pour aider à la défense de Westeros.;;;[From.GetTitledFirstNameWithDynasty], un hermano negro de la Guardia de la Noche, ha llegado a [Root.Capital.GetName] pidiendo audiencia. Está reclutando para la Guardia e implora ayuda pidiendo hombres y suministros para El Muro, en defensa de Poniente.;;;;;;;;;x;
EVTOPTAnightswatch.41;I will send a small wagon and give you leave to recruit from the dungeon;Je vais envoyer une petite charrette de vivres et vous donnez le droit de recruter dans les prisons. ;;;Enviaré un pequeño carro y que reclute en la mazmorra.;;;;;;;;;x;
EVTOPTBnightswatch.41;Please take a portion of our harvest;Prenez donc une partie de nos récoltes.;;;Por favor, acepta una parte de nuestra cosecha.;;;;;;;;;x;
EVTOPTCnightswatch.41;I will send a train of supplies of good men, the Watch needs it;Je vais envoyer un grand convoi de vivres et un bon contingent d'hommes. La Garde en a besoin.;;;Enviaré una caravana de buenos hombres y suministros, la Guardia los necesita.;;;;;;;;;x;
EVTOPTDnightswatch.41;I have nothing to spare;Je n'ai rien à vous donner.;;;No tenemos nada de sobra.;;;;;;;;;x;
TOOLTIPnightswatch.42;The Watch receives your gift and small band of lowly men;La Garde reçoit votre présent et la petite bande de hors-la-loi.;;;La Guardia recibe tu regalo y un pequeño contingente de hombres humildes.;;;;;;;;;x;
TOOLTIPnightswatch.43;The Watch is grateful for your ample gift;La Garde est reconnaissante de vos nombreux cadeaux.;;;La Guardia está agradecida por tu gran regalo.;;;;;;;;;x;
TOOLTIPnightswatch.44;The Watch receives your large gift and large band of trained men;La Garde va recevoir vos multiples présents et votre contingent d'hommes entraînés;;;La Guardia recibe tu gran regalo y un gran contingente de hombres experimentados.;;;;;;;;;x;
TOOLTIPnightswatch.45;The Watch is disappointed;La Garde est déçue.;;;La Guardia está decepcionada.;;;;;;;;;x;
EVTDESCnightswatch.42;[Root.PrimaryTitle.GetFOA], I have been recruting in [From.Capital.GetName] as commanded and have managed to secure an audience with [From.GetTitledFirstNameWithDynasty]. [From.GetSheHeCap] seemed reluctant to help, but gave us some supplies and a small band of prisoners to take the black.\n\nYours,\n[FromFrom.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], j'ai recruté à [From.Capital.GetName] comme on me l'a demandé et je suis parvenu à obtenir une audience avec [From.GetTitledFirstNameWithDynasty]. [From.GetSheHeCap] ne semblait pas très enclin à aider mais nous a quand même envoyé quelques vivres et une petite bande de prisonniers pour prendre le noir.\n\nBien à vous,\n[FromFrom.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], he estado reclutando en [From.Capital.GetName] como mandó y conseguí una audiencia con [From.GetTitledFirstNameWithDynasty]. Parecía reacio a ayudar, pero nos dio algunos suministros y un pequeño contingente de prisioneros para que vistan el negro.\n\nSuyo,\n[FromFrom.GetTitledFirstName];;;;;;;;;x;
EVTOPTAnightswatch.42;It is not much, but it will help;Ce n'est pas grand-chose, mais ça aidera.;;;No es mucho, pero ayudará.;;;;;;;;;x;
EVTDESCnightswatch.43;[Root.PrimaryTitle.GetFOA], I have been recruting in [From.Capital.GetName] as commanded and have managed to secure an audience with [From.GetTitledFirstNameWithDynasty]. [From.GetSheHeCap] agreed to give up a significant portion of [From.Capital.GetName]'s harvest, and is sending  the supplies North as soon as is possible.\n\nYours,\n[FromFrom.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], j'ai recruté à [From.Capital.GetName] comme on me l'a demandé et je suis parvenu à obtenir une audience avec [From.GetTitledFirstNameWithDynasty]. [From.GetSheHeCap] a accepté d'abandonner une importante part des récoltes de [From.Capital.GetName] et enverra le tout vers le Nord dès que possible.\n\nBien à vous,\n[FromFrom.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], he estado reclutando en [From.Capital.GetName] como mandó y conseguí una audiencia con [From.GetTitledFirstNameWithDynasty]. Accedió a renunciar a una parte importante de su cosecha y enviará los suministros tan pronto como sea posible.\n\nSuyo,\n[FromFrom.GetTitledFirstName];;;;;;;;;x;
EVTOPTAnightswatch.43;A welcome boost;Une aide bienvenue.;;;Un impulso bienvenido.;;;;;;;;;x;
EVTDESCnightswatch.44;[Root.PrimaryTitle.GetFOA], I have been recruting in [From.Capital.GetName] as commanded and have managed to secure an audience with [From.GetTitledFirstNameWithDynasty]. [From.GetSheHeCap] was eager to help the Watch in anyway possible, and has ordered a large train of supplies accompanied by a band of trained men be sent North.\n\nYours,\n[FromFrom.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], j'ai recruté à [From.Capital.GetName] comme on me l'a demandé et je suis parvenu à obtenir une audience avec [From.GetTitledFirstNameWithDynasty]. [From.GetSheHeCap] était désireux d'aider la Garde de toutes les manières possibles. Il a ordonné de préparer un important convoi de vivres et a également envoyé un groupe d'hommes entrainés pour prendre le noir.\n\nBien à vous,\n[FromFrom.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], he estado reclutando en [From.Capital.GetName] como mandó y conseguí una audiencia con [From.GetTitledFirstNameWithDynasty]. Estaba dispuesto a ayudar a La Guardia y enviará una caravana con suministros acompañada de un gran contingente de hombres experimentados..\n\nTuyo,\n[FromFrom.GetTitledFirstName];;;;;;;;;x;
EVTOPTAnightswatch.44;This will help enormously;Cela va énormément aider.;;;Nos ayudará enormemente.;;;;;;;;;x;
EVTDESCnightswatch.45;[Root.PrimaryTitle.GetFOA], I have been recruting in [From.Capital.GetName] as commanded and have managed to secure an audience with [From.GetTitledFirstNameWithDynasty]. [From.GetSheHeCap] was completely unhelpful I am afraid, I could not convince [From.GetHerHim] to lend any material help to the Watch.\n\nYours,\n[FromFrom.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], j'ai recruté à [From.Capital.GetName] comme on me l'a demandé et je suis parvenu à obtenir une audience avec [From.GetTitledFirstNameWithDynasty]. [From.GetSheHeCap] n'a été d'aucune aide, je ne suis pas parvenu à le convaincre de donner le moindre épis de blé ou le dernier de ses prisonniers.\n\nBien à vous,\n[FromFrom.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], he estado reclutando en [From.Capital.GetName] como mandó y conseguí una audiencia con [From.GetTitledFirstNameWithDynasty].Fue completamente inútil intentar convencerlode que nos cediera cualquier tipo de suministro o ayuda para La Guardia.\n\nTuyo,\n[FromFrom.GetTitledFirstName];;;;;;;;;x;
EVTOPTAnightswatch.45;We should try elsewhere;Nous devrions essayer autre part.;;;Deberemos intentarlo en otro lugar.;;;;;;;;;x;
EVTDESCnightswatch.46;[Root.GetMyTreasurerName] [Root.job_treasurer.GetFirstName] [Root.job_treasurer.GetOnlyDynastyName] has raised concerns about one of the castles along the Wall. [Root.job_treasurer.GetSheHeCap] warns that extensive repairs to [rebuilding_NW_castle.GetName] are urgently needed, and that if we do not do something soon the castle will become unusable and fall into ruin. ;[Root.GetMyTreasurerName] [Root.job_treasurer.GetFirstName] [Root.job_treasurer.GetOnlyDynastyName] a fait part de ses craintes concernant l'un des châteaux du Mur. [Root.job_treasurer.GetSheHeCap] prévient que des réparations d'envergure sont requises au plus tôt à [rebuilding_NW_castle.GetName], et que si nous ne faisons rien le château serait bientôt inutilisable et tombera en ruine.n.;;;[Root.GetMyTreasurerName] [Root.job_treasurer.GetFirstName] [Root.job_treasurer.GetOnlyDynastyName] ha expresado su preocupación sobre uno de los castillos del Muro. [Root.job_treasurer.GetSheHeCap] advierte que se necesitan reparaciones urgentemente, y que de no hacer nada el castillo se convertirá en una ruina. ;;;;;;;;;x;
EVTOPTAnightswatch.46;Take all the men and supplies you need;Prenez tous les hommes et le matériel dont vous avez besoin.;;;Toma todos los hombres y suministros que necesites.;;;;;;;;;x;
TOOLTIPnightswatch.46A;A project is started to repair [rebuilding_NW_castle.GetName]\n;Une projet de réparation du château [rebuilding_NW_castle.GetName] débute\n;;;Iniciado un proyecto para reparar el castillo\n;;;;;;;;;x;
EVTOPTBnightswatch.46;We have no men and gold to spare;Nous n'avons ni l'or ni les hommes pour nous lancer dans un tel projet;;;No tenemos ni hombres ni oro disponible.;;;;;;;;;x;
TOOLTIPnightswatch.46B;[This.GetName] falls into ruin, becoming unusable\n;[This.GetName] tombe en ruine, devenant inutilisable\n;;;[This.GetName] cae en ruinas, convirtiéndose en inutilizable\n;;;;;;;;;x;
EVTDESCnightswatch.47;[rebuilding_NW_castle.GetName] has fallen into ruin!;[rebuilding_NW_castle.GetName] est tombé en ruine !;;;[Root.PrimaryTitle.GetName] ha caído en la ruina!;;;;;;;;;x;
EVTDESCnightswatch.48;After years of neglect and botched repairs, [rebuilding_NW_castle.GetName] has fallen into complete ruin. The castle is now unusable and will be left abandoned.;Après des années de négligences et de réparations bâclées, [rebuilding_NW_castle.GetName] tombe complètement en ruine. Le château est désormais inutilisable et sera laissé abandonné.;;;Tras años de abandono y reparaciones chapuceras, [From.PrimaryTitle.GetName] ha caído en la ruina completa. El castillo es ahora inutilizable y quedará abandonado.;;;;;;;;;x;
EVTOPTAnightswatch.48;The Watch appears to be in decline;La Garde semble en déclin.;;;La Guardia parece estar en declive.;;;;;;;;;x;
EVTDESCnightswatch.49;[Root.GetMyTreasurerName] [Root.job_treasurer.GetFirstName] [Root.job_treasurer.GetOnlyDynastyName] reports that the repairs to [rebuilding_NW_castle.GetName] have been a success. The castle will will now be able to stay manned for some time to come.;[Root.GetMyTreasurerName] [Root.job_treasurer.GetFirstName] [Root.job_treasurer.GetOnlyDynastyName] nous informe que les réparations du château [rebuilding_NW_castle.GetName] sont un succès. Le château sera capable de recevoir une garnison pendant encore quelques années. ;;;[Root.GetMyTreasurerName] [Root.job_treasurer.GetFirstName] [Root.job_treasurer.GetOnlyDynastyName] informa que las reparaciones han sido un éxito. El castillo será capaz de estar habitado durante algún tiempo.;;;;;;;;;x;
EVTOPTAnightswatch.49;The builders have done well;Les constructeurs ont bien travaillé.;;;Los constructores lo han hecho bien.;;;;;;;;;x;
EVTDESCnightswatch.50;After working on repairing [rebuilding_NW_castle.GetName] for many months, [Root.GetMyTreasurerName] [Root.job_treasurer.GetFirstName] [Root.job_treasurer.GetOnlyDynastyName] says [Root.job_treasurer.GetSheHe] still needs more men and supplies to complete the work. [Root.job_treasurer.GetSheHeCap] insists the castle will be endangered if this isn't done.;Après avoir travaillé à la réparation du château [rebuilding_NW_castle.GetName] pendant plusieurs mois, [Root.GetMyTreasurerName] [Root.job_treasurer.GetFirstName] [Root.job_treasurer.GetOnlyDynastyName] dit qu'[Root.job_treasurer.GetSheHe] a besoin de plus d'hommes et de matériels pour terminer les travaux. [Root.job_treasurer.GetSheHeCap] dit que sans cela le château sera en danger.;;;Tras estar trabajando reparando [rebuilding_NW_castle.GetName] durante meses, [Root.GetMyTreasurerName] [Root.job_treasurer.GetFirstName] [Root.job_treasurer.GetOnlyDynastyName] dice que necesita más hombres y suministros para completar el trabajo. [Root.job_treasurer.GetSheHeCap] insiste en que el castillo estará en peligro si no se repara del todo.;;;;;;;;;x;
EVTOPTAnightswatch.50;Fine, I'm sure you know what is needed;Bien, je suis sûr que vous savez ce qu'il faut faire.;;;Bien, estoy seguro que sabe lo que necesita.;;;;;;;;;x;
EVTOPTBnightswatch.50;No, you've had enough men working on this;Non, vous avez assez d'hommes pour travailler sur ce chantier.;;;No, ya tienes suficientes hombres trabajando.;;;;;;;;;x;
TOOLTIPnightswatch.49;The repairs are completed without a problem;Les réparations se sont achevées sans aucun problème.;;;Las reparaciones se completan sin problemas.;;;;;;;;;x;
